,Anza,Carrizo,Cholame,Coachella,Garlock,Mojave
2975,,14,16,28,,19
2976,,16,19,30,,19
2977,,18,19,35,,18
2978,,16,18,32,,21
2979,,16,14,36,,21
2980,,19,17,33,,17
2981,,15,18,34,,19
2982,,15,18,34,,19
2983,,15,17,26,,17
2984,,14,16,27,,16
2985,,20,18,32,,17
2986,,18,18,28,,15
2987,,18,17,27,,19
2988,,17,14,32,,20
2989,,18,17,20,,16
2990,,17,15,16,,19
2991,,18,17,32,,19
2992,,18,15,28,,19
2993,,18,18,32,,17
2994,,16,18,29,,18
2995,,19,17,34,,21
2996,,18,15,27,,20
2997,,17,16,29,,21
2998,,16,17,31,,20
2999,,17,16,29,,21
3000,,17,16,29,,16
3001,,18,14,28,,17
3002,,18,17,31,,15
3003,,17,17,26,,17
3004,,17,18,30,,17
3005,,16,19,28,,15
3006,,17,19,29,,17
3007,,17,15,31,,21
3008,,17,18,30,,21
3009,,18,17,33,,18
3010,,19,13,24,,17
3011,,19,19,32,,17
3012,,18,16,31,,18
3013,,18,17,31,,18
3014,,17,15,28,,19
3015,,17,17,29,,16
3016,,16,18,30,,14
3017,,18,18,36,,17
3018,,19,20,26,,19
3019,,16,16,35,,18
3020,,17,18,32,,20
3021,,18,17,33,,18
3022,,20,18,28,,15
3023,,17,13,30,,20
3024,,18,19,30,,21
3025,,18,15,31,,18
3026,,14,16,33,,17
3027,,19,17,30,,17
3028,,16,17,33,,16
3029,,18,14,31,,14
3030,,19,18,27,,16
3031,,16,17,30,,20
3032,,19,19,33,,13
3033,,20,16,31,,7
3034,,17,17,33,,10
3035,,18,16,30,,10
3036,,17,14,32,,19
3037,,19,16,26,,18
3038,,15,16,30,,19
3039,,15,21,36,,20
3040,,17,17,33,,20
3041,,16,14,22,,20
3042,,18,18,29,,19
3043,,17,14,25,,20
3044,,14,18,27,,21
3045,,12,18,32,,21
3046,,9,19,29,,19
3047,,8,19,26,,17
3048,,12,16,31,,17
3049,,17,16,31,,20
3050,,16,17,27,,19
3051,,4,16,32,,20
3052,,9,18,34,,18
3053,,12,20,28,,19
3054,,2,16,29,,21
3055,,12,16,34,,15
3056,,11,19,32,,19
3057,,2,18,35,,22
3058,,9,19,27,,15
3059,,7,19,29,,17
3060,,12,13,31,,24
3061,,15,16,23,,21
3062,,11,18,27,,19
3063,,5,19,33,,17
3064,,12,18,31,,15
3065,,20,17,32,,19
3066,,17,17,19,,17
3067,,17,16,16,,17
3068,,14,14,25,,17
3069,,14,15,31,,21
3070,,15,14,26,,20
3071,,16,11,29,,20
3072,,13,17,31,,19
3073,,19,15,29,,16
3074,,17,18,28,,18
3075,,15,16,26,,20
3076,,10,15,35,,20
3077,,10,17,34,,19
3078,,9,19,35,,19
3079,,5,17,29,,17
3080,,11,19,30,,21
3081,,16,18,29,,18
3082,,9,18,31,,17
3083,,9,20,36,,21
3084,,16,18,19,,21
3085,,9,17,32,,20
3086,,11,16,32,,17
3087,,5,17,30,,20
3088,,12,17,34,,17
3089,,18,16,29,,18
3090,,18,13,32,,15
3091,,17,5,36,,21
3092,,18,9,30,,20
3093,,17,6,29,,12
3094,,17,11,30,,7
3095,,17,19,32,,13
3096,,14,16,31,,18
3097,,15,18,26,,16
3098,,18,18,28,,17
3099,,16,16,32,,19
3100,,9,16,26,,18
3101,,4,18,32,,19
3102,,12,18,29,,17
3103,,17,19,34,,16
3104,,18,17,28,,20
3105,,17,15,29,,20
3106,,16,20,29,,16
3107,,18,15,33,,16
3108,,15,10,31,,19
3109,,20,17,27,,21
3110,,16,16,28,,20
3111,,17,17,26,,15
3112,,18,18,33,,22
3113,,17,18,34,,22
3114,,17,17,26,,20
3115,,18,18,29,,17
3116,,15,16,31,,19
3117,,12,17,31,,21
3118,,16,19,25,,19
3119,,15,17,35,,22
3120,,18,17,32,,20
3121,,18,17,33,,19
3122,,17,18,28,,19
3123,,17,19,34,,18
3124,,16,18,35,,19
3125,,17,17,33,,18
3126,,15,17,29,,19
3127,,14,17,20,,20
3128,,18,19,16,,23
3129,,16,13,36,,19
3130,,17,20,28,,17
3131,,13,14,33,,18
3132,,16,19,31,,18
3133,,19,17,30,,19
3134,,19,17,30,,20
3135,,18,18,26,,19
3136,,14,20,27,,21
3137,,4,17,35,,21
3138,,12,15,31,,18
3139,,18,13,29,,23
3140,,18,14,35,,20
3141,,17,17,26,,20
3142,,16,16,34,,17
3143,,18,19,29,,19
3144,,18,17,30,,19
3145,,17,19,32,,18
3146,,14,18,29,,18
3147,,17,16,33,,18
3148,,15,20,35,,21
3149,,17,18,30,,22
3150,,15,20,33,,17
3151,,18,19,35,,18
3152,,18,15,31,,17
3153,,17,12,34,,17
3154,,15,15,33,,19
3155,,16,18,28,,19
3156,,17,17,35,,18
3157,,16,18,31,,19
3158,,12,17,30,,21
3159,,3,17,31,,19
3160,,14,18,32,,20
3161,,17,17,31,,12
3162,,17,17,29,,20
3163,,18,18,31,,18
3164,,19,15,33,,19
3165,,19,18,30,,17
3166,,15,17,34,,16
3167,,18,15,29,,17
3168,,17,17,37,,21
3169,,13,17,30,,24
3170,,19,20,27,,20
3171,,16,17,31,,16
3172,,17,15,36,,20
3173,,15,20,31,,23
3174,,17,14,29,,18
3175,,18,13,30,,20
3176,,18,17,33,,19
3177,,20,15,33,,19
3178,,16,16,31,,19
3179,,18,16,27,,21
3180,,17,17,26,,17
3181,,18,17,31,,20
3182,,13,17,25,,18
3183,,19,17,29,,19
3184,,15,18,30,,18
3185,,16,18,30,,18
3186,,17,15,30,,22
3187,,17,18,33,,21
3188,,14,18,26,,20
3189,,18,17,31,,20
3190,,17,18,31,,21
3191,,19,17,34,,16
3192,,11,18,31,,21
3193,,4,18,33,,17
3194,,8,20,29,,21
3195,,8,13,29,,20
3196,,16,12,33,,20
3197,,14,5,28,,18
3198,,16,16,36,,20
3199,,16,12,30,,17
3200,,21,17,34,,20
3201,,17,17,34,,21
3202,,14,19,26,,19
3203,,18,19,30,,22
3204,,14,17,35,,19
3205,,18,19,28,,19
3206,,18,9,34,,22
3207,,19,10,28,,21
3208,,19,18,30,,20
3209,,16,15,27,,19
3210,,16,8,30,,19
3211,,17,9,33,,20
3212,,16,19,27,,21
3213,,18,16,29,,17
3214,,20,15,29,,19
3215,,16,13,17,,19
3216,,16,18,35,,18
3217,,19,15,27,,17
3218,,18,18,32,,18
3219,,19,17,33,,21
3220,,19,15,29,,18
3221,,13,18,31,,20
3222,,16,16,36,,18
3223,,18,18,22,,20
3224,,19,19,29,,19
3225,,18,15,34,,20
3226,,17,20,29,,20
3227,,17,16,31,,19
3228,,16,16,30,,20
3229,,14,12,33,,18
3230,,15,16,27,,19
3231,,14,18,34,,19
3232,,11,15,29,,18
3233,,17,19,36,,17
3234,,15,18,32,,18
3235,,18,20,30,,17
3236,,16,20,29,,21
3237,,15,16,32,,20
3238,,17,12,27,,19
3239,,19,15,19,,16
3240,,17,16,22,,13
3241,,19,20,30,,0
3242,,18,19,28,,14
3243,,18,17,32,,24
3244,,20,14,29,,19
3245,,18,16,31,,21
3246,,17,15,28,,18
3247,,16,14,30,,21
3248,,17,15,27,,20
3249,,17,17,36,,20
3250,,16,18,34,,20
3251,,13,19,31,,19
3252,,15,11,30,,18
3253,,18,4,29,,19
3254,,19,13,,,18
3255,,16,16,,,15
3256,,18,17,,,18
3257,,18,17,,,19
3258,,16,13,,,18
3259,,16,19,,,21
3260,,18,16,,,13
3261,,18,13,,,5
3262,,15,19,,,12
3263,,14,22,,,16
3264,,14,14,,,17
3265,,17,22,,,21
3266,,17,12,,,14
3267,,8,16,,,20
3268,,10,17,,,21
3269,,17,19,,,22
3270,,16,16,,,16
3271,,17,17,,,17
3272,,18,14,,,20
3273,,18,14,,,22
3274,,17,17,,,21
3275,,18,17,,,20
3276,,16,16,,,18
3277,,17,18,,,16
3278,,19,19,,,18
3279,,17,20,,,15
3280,,17,16,,,19
3281,,17,16,,,18
3282,,18,18,,,22
3283,,19,17,,,19
3284,,18,19,,,21
3285,,17,17,,,21
3286,,17,16,,,16
3287,,17,13,,,21
3288,,19,19,,,18
3289,,13,16,,,18
3290,,5,19,,,22
3291,,14,20,,,19
3292,,14,16,,,19
3293,,19,17,,,18
3294,,17,17,,,18
3295,,17,18,,,16
3296,,18,18,,,20
3297,,20,17,,,20
3298,,17,18,,,21
3299,,15,16,,,21
3300,,13,18,,,19
3301,,14,17,,,17
3302,,17,16,,,20
3303,,16,18,,,22
3304,,19,17,,,19
3305,,17,18,,,21
3306,,13,17,,,21
3307,,16,17,,,20
3308,,15,20,,,19
3309,,18,20,,,19
3310,,10,17,,,16
3311,,8,19,,,18
3312,,9,13,,,21
3313,,9,6,,,21
3314,,10,15,,,18
3315,,7,18,,,17
3316,,11,22,,,22
3317,,7,12,,,19
3318,,7,17,,,19
3319,,12,20,,,22
3320,,15,18,,,18
3321,,18,16,,,19
3322,,17,18,,,17
3323,,18,17,,,21
3324,,17,19,,,20
3325,,17,19,,,21
3326,,18,18,,,20
3327,,17,16,,,17
3328,,17,17,,,15
3329,,18,17,,,17
3330,,15,17,,,18
3331,,18,17,,,19
3332,,17,12,,,17
3333,,15,6,,,19
3334,,17,10,,,16
3335,,17,18,,,16
3336,,11,17,,,22
3337,,8,17,,,20
3338,,7,12,,,21
3339,,9,19,,,19
3340,,6,17,,,20
3341,,8,18,,,17
3342,,10,15,,,17
3343,,9,3,,,20
3344,,9,11,,,21
3345,,4,15,,,20
3346,,13,18,,,19
3347,,17,16,,,18
3348,,15,16,,,15
3349,,16,18,,,21
3350,,16,17,,,20
3351,,17,19,,,19
3352,,17,19,,,18
3353,,17,16,,,20
3354,,17,16,,,22
3355,,18,18,,,22
3356,,18,13,,,21
3357,,15,11,,,20
3358,,18,5,,,16
3359,,18,12,,,19
3360,,17,17,,,20
3361,,18,19,,,22
3362,,17,20,,,20
3363,,18,22,,,16
3364,,18,15,,,18
3365,,13,17,,,17
3366,,20,17,,,17
3367,,18,16,,,20
3368,,16,18,,,21
3369,,12,15,,,14
3370,,4,19,,,16
3371,,8,19,,,11
3372,,11,19,,,9
3373,,18,16,,,5
3374,,18,17,,,8
3375,,19,18,,,8
3376,,20,16,,,9
3377,,18,17,,,5
3378,,19,17,,,13
3379,,18,16,,,17
3380,,15,19,,,16
3381,,14,16,,,13
3382,,14,17,,,17
3383,,16,18,,,22
3384,,13,15,,,22
3385,,15,16,,,21
3386,,18,16,,,16
3387,,15,19,,,20
3388,,18,19,,,19
3389,,0,19,,,19
3390,,16,17,,,11
3391,,15,16,,,8
3392,,18,17,,,12
3393,,16,19,,,17
3394,,18,17,,,20
3395,,19,15,,,20
3396,,15,10,,,14
3397,,20,8,,,21
3398,,16,10,,,18
3399,,16,2,,,18
3400,,15,15,,,21
3401,,18,21,,,21
3402,,13,16,,,19
3403,,15,17,,,24
3404,,19,17,,,19
3405,,18,15,,,19
3406,,14,17,,,20
3407,,5,17,,,21
3408,,12,17,,,16
3409,,17,18,,,19
3410,,19,18,,,20
3411,,15,16,,,21
3412,,16,17,,,15
3413,,12,18,,,19
3414,,18,17,,,20
3415,,17,15,,,19
3416,,9,12,,,18
3417,,13,5,,,20
3418,,16,14,,,19
3419,,15,19,,,18
3420,,10,14,,,18
3421,,3,18,,,21
3422,,15,16,,,20
3423,,17,17,,,20
3424,,18,16,,,17
3425,,19,17,,,16
3426,,16,17,,,18
3427,,16,12,,,22
3428,,13,12,,,21
3429,,17,17,,,18
3430,,17,8,,,16
3431,,13,8,,,17
3432,,19,7,,,17
3433,,16,8,,,17
3434,,13,11,,,17
3435,,0,17,,,16
3436,,18,16,,,20
3437,,12,19,,,20
3438,,9,18,,,22
3439,,3,13,,,22
3440,,10,17,,,17
3441,,13,13,,,17
3442,,8,18,,,18
3443,,12,17,,,17
3444,,16,15,,,20
3445,,17,21,,,23
3446,,19,19,,,20
3447,,16,22,,,18
3448,,17,15,,,21
3449,,14,19,,,16
3450,,14,19,,,21
3451,,17,17,,,18
3452,,17,17,,,21
3453,,16,13,,,17
3454,,18,17,,,21
3455,,19,16,,,19
3456,,20,16,,,16
3457,,16,13,,,17
3458,,16,18,,,12
3459,,18,16,,,21
3460,,17,20,,,19
3461,,15,16,,,19
3462,,15,15,,,19
3463,,12,15,,,19
3464,,3,13,,,19
3465,,5,15,,,20
3466,,13,17,,,22
3467,,19,18,,,21
3468,,16,17,,,21
3469,,19,13,,,17
3470,,20,15,,,19
3471,,16,17,,,18
3472,,17,15,,,20
3473,,17,19,,,21
3474,,18,17,,,23
3475,,18,15,,,20
3476,,17,16,,,19
3477,,18,20,,,22
3478,,16,16,,,20
3479,,18,17,,,18
3480,,17,17,,,21
3481,,16,15,,,17
3482,,18,13,,,18
3483,,17,18,,,18
3484,,10,16,,,18
3485,,7,17,,,21
3486,,5,13,,,23
3487,,11,16,,,22
3488,,6,15,,,19
3489,,10,17,,,20
3490,,9,16,,,20
3491,,10,20,,,19
3492,,20,17,,,11
3493,,17,16,,,8
3494,,8,16,,,10
3495,,10,19,,,6
3496,,7,18,,,13
3497,,5,18,,,19
3498,,10,14,,,22
3499,,11,17,,,22
3500,,9,18,,,21
3501,,19,15,,,20
3502,,11,17,,,20
3503,,9,18,,,17
3504,,20,18,,,16
3505,,20,15,,,22
3506,,18,15,,,19
3507,,16,17,,,14
3508,,18,16,,,13
3509,,17,15,,,19
3510,,19,14,,,19
3511,,19,16,,,16
3512,,18,19,,,19
3513,,16,17,,,16
3514,,17,14,,,19
3515,,18,15,,,20
3516,,16,18,,,15
3517,,16,19,,,23
3518,,0,18,,,18
3519,,12,15,,,22
3520,,17,17,,,18
3521,,18,17,,,16
3522,,17,16,,,18
3523,,17,17,,,17
3524,,17,20,,,17
3525,,14,16,,,21
3526,,17,17,,,21
3527,,18,15,,,20
3528,,15,16,,,18
3529,,15,18,,,19
3530,,15,16,,,21
3531,,18,10,,,20
3532,,16,7,,,23
3533,,16,7,,,22
3534,,18,13,,,19
3535,,17,12,,,22
3536,,13,16,,,17
3537,,14,19,,,23
3538,,16,19,,,20
3539,,10,19,,,21
3540,,6,21,,,21
3541,,9,13,,,19
3542,,10,18,,,19
3543,,15,13,,,18
3544,,17,15,,,20
3545,,18,14,,,19
3546,,17,13,,,18
3547,,19,17,,,16
3548,,20,18,,,17
3549,,18,18,,,17
3550,,19,17,,,20
3551,,17,18,,,20
3552,,17,14,,,16
3553,,16,17,,,18
3554,,18,16,,,19
3555,,15,17,,,17
3556,,1,18,,,20
3557,,17,15,,,16
3558,,19,19,,,19
3559,,19,15,,,22
3560,,16,14,,,21
3561,,17,16,,,18
3562,,18,19,,,17
3563,,16,19,,,22
3564,,17,18,,,19
3565,,17,18,,,19
3566,,16,17,,,21
3567,,19,16,,,12
3568,,16,16,,,19
3569,,17,19,,,15
3570,,18,16,,,18
3571,,15,15,,,17
3572,,16,19,,,17
3573,,16,13,,,16
3574,,19,4,,,18
3575,,19,12,,,17
3576,,19,19,,,18
3577,,17,18,,,20
3578,,16,19,,,20
3579,,17,15,,,12
3580,,19,18,,,9
3581,,17,15,,,10
3582,,15,17,,,19
3583,,19,11,,,18
3584,,13,15,,,18
3585,,3,18,,,20
3586,,11,19,,,20
3587,,4,16,,,20
3588,,16,17,,,19
3589,,16,17,,,21
3590,,17,17,,,20
3591,,17,19,,,22
3592,,15,15,,,19
3593,,17,17,,,18
3594,,17,19,,,17
3595,,17,21,,,18
3596,,18,18,,,19
3597,,18,17,,,19
3598,,16,16,,,22
3599,,17,18,,,20
3600,,18,18,,,20
3601,,17,17,,,20
3602,,10,16,,,20
3603,,4,16,,,20
3604,,8,19,,,21
3605,,9,17,,,21
3606,,10,13,,,21
3607,,3,17,,,17
3608,,14,15,,,13
3609,,19,25,,,16
3610,,18,16,,,19
3611,,16,18,,,18
3612,,17,18,,,18
3613,,16,19,,,17
3614,,17,18,,,17
3615,,13,18,,,18
3616,,3,18,,,17
3617,,12,18,,,17
3618,,12,14,,,20
3619,,17,14,,,22
3620,,17,17,,,19
3621,,16,16,,,20
3622,,16,17,,,20
3623,,12,20,,,20
3624,,16,16,,,18
3625,,19,16,,,21
3626,,18,14,,,19
3627,,13,18,,,19
3628,,2,17,,,17
3629,,8,18,,,18
3630,,6,17,,,18
3631,,12,17,,,17
3632,,5,15,,,17
3633,,12,17,,,18
3634,,6,17,,,18
3635,,10,15,,,17
3636,,15,20,,,14
3637,,12,13,,,16
3638,,11,19,,,17
3639,,8,13,,,20
3640,,7,11,,,17
3641,,11,4,,,19
3642,,10,12,,,21
3643,,5,18,,,21
3644,,9,15,,,21
3645,,19,15,,,20
3646,,19,14,,,23
3647,,17,19,,,22
3648,,17,14,,,20
3649,,13,13,,,13
3650,,17,14,,,2
3651,,16,15,,,16
3652,,16,10,,,19
3653,,13,7,,,19
3654,,18,8,,,23
3655,,16,7,,,18
3656,,20,8,,,13
3657,,16,7,,,19
3658,,15,9,,,19
3659,,15,8,,,17
3660,,13,8,,,21
3661,,15,9,,,19
3662,,17,7,,,19
3663,,18,9,,,18
3664,,17,7,,,16
3665,,13,12,,,18
3666,,15,16,,,18
3667,,17,19,,,18
3668,,15,15,,,18
3669,,19,1,,,21
3670,,17,8,,,21
3671,,15,10,,,21
3672,,16,18,,,20
3673,,20,14,,,23
3674,,16,20,,,18
3675,,17,17,,,20
3676,,17,18,,,21
3677,,12,20,,,17
3678,,16,15,,,16
3679,,18,17,,,18
3680,,16,14,,,12
3681,,17,15,,,8
3682,,13,15,,,8
3683,,0,17,,,10
3684,,15,18,,,20
3685,,15,16,,,20
3686,,17,12,,,17
3687,,16,17,,,16
3688,,20,19,,,18
3689,,17,17,,,17
3690,,16,16,,,17
3691,,16,14,,,18
3692,,19,15,,,16
3693,,18,15,,,18
3694,,18,12,,,18
3695,,14,16,,,20
3696,,17,18,,,21
3697,,18,18,,,20
3698,,15,20,,,19
3699,,17,17,,,16
3700,,18,4,,,19
3701,,18,13,,,18
3702,,15,14,,,16
3703,,15,15,,,19
3704,,17,18,,,18
3705,,16,10,,,19
3706,,15,10,,,18
3707,,12,7,,,19
3708,,1,10,,,19
3709,,16,5,,,20
3710,,19,11,,,17
3711,,17,16,,,19
3712,,17,14,,,17
3713,,17,19,,,20
3714,,13,18,,,20
3715,,6,18,,,17
3716,,16,18,,,22
3717,,14,16,,,19
3718,,15,17,,,21
3719,,17,17,,,20
3720,,17,17,,,22
3721,,16,16,,,19
3722,,10,16,,,19
3723,,6,17,,,19
3724,,10,16,,,19
3725,,9,17,,,17
3726,,4,16,,,21
3727,,11,17,,,22
3728,,17,19,,,21
3729,,15,18,,,22
3730,,8,17,,,21
3731,,7,18,,,22
3732,,11,17,,,21
3733,,19,18,,,16
3734,,14,16,,,23
3735,,15,16,,,19
3736,,13,17,,,18
3737,,12,18,,,20
3738,,7,18,,,17
3739,,8,15,,,13
3740,,10,15,,,20
3741,,8,17,,,18
3742,,10,18,,,22
3743,,8,12,,,22
3744,,9,14,,,21
3745,,9,17,,,19
3746,,9,15,,,20
3747,,11,16,,,19
3748,,6,11,,,20
3749,,19,3,,,19
3750,,19,14,,,20
3751,,15,12,,,18
3752,,14,16,,,16
3753,,13,17,,,20
3754,,17,14,,,18
3755,,18,15,,,21
3756,,18,17,,,21
3757,,17,18,,,18
3758,,18,17,,,21
3759,,14,16,,,19
3760,,17,20,,,18
3761,,16,17,,,16
3762,,17,12,,,19
3763,,16,15,,,17
3764,,1,14,,,19
3765,,15,14,,,18
3766,,19,18,,,21
3767,,15,14,,,19
3768,,14,16,,,21
3769,,16,16,,,20
3770,,19,13,,,16
3771,,19,17,,,18
3772,,18,17,,,16
3773,,18,16,,,19
3774,,17,17,,,20
3775,,16,18,,,22
3776,,16,16,,,20
3777,,19,15,,,17
3778,,16,19,,,18
3779,,11,17,,,18
3780,,3,17,,,20
3781,,13,17,,,22
3782,,19,17,,,20
3783,,17,16,,,15
3784,,19,14,,,21
3785,,18,17,,,18
3786,,19,15,,,19
3787,,15,17,,,17
3788,,18,18,,,17
3789,,15,17,,,18
3790,,17,19,,,21
3791,,13,19,,,18
3792,,13,16,,,19
3793,,18,16,,,20
3794,,19,17,,,20
3795,,16,18,,,22
3796,,17,17,,,17
3797,,17,18,,,21
3798,,17,18,,,17
3799,,19,13,,,17
3800,,15,12,,,18
3801,,17,16,,,16
3802,,19,16,,,16
3803,,13,17,,,21
3804,,16,18,,,18
3805,,9,17,,,23
3806,,8,18,,,21
3807,,16,19,,,19
3808,,8,14,,,18
3809,,9,20,,,18
3810,,27,13,,,20
3811,,17,12,,,21
3812,,16,12,,,19
3813,,16,2,,,19
3814,,19,14,,,23
3815,,17,19,,,22
3816,,13,18,,,20
3817,,17,18,,,21
3818,,15,13,,,21
3819,,15,13,,,19
3820,,9,16,,,19
3821,,16,18,,,19
3822,,18,19,,,20
3823,,18,17,,,21
3824,,19,17,,,20
3825,,18,19,,,22
3826,,18,15,,,19
3827,,18,16,,,20
3828,,18,18,,,19
3829,,12,17,,,15
3830,,1,17,,,17
3831,,14,16,,,15
3832,,17,18,,,20
3833,,16,16,,,19
3834,,17,15,,,20
3835,,20,16,,,20
3836,,16,18,,,20
3837,,13,17,,,19
3838,,17,19,,,23
3839,,18,18,,,20
3840,,17,16,,,19
3841,,18,17,,,16
3842,,17,17,,,19
3843,,17,14,,,18
3844,,15,17,,,17
3845,,17,15,,,20
3846,,17,18,,,18
3847,,15,16,,,16
3848,,20,17,,,22
3849,,12,19,,,20
3850,,15,17,,,21
3851,,18,18,,,18
3852,,16,15,,,20
3853,,17,16,,,16
3854,,13,16,,,19
3855,,15,19,,,21
3856,,8,15,,,18
3857,,6,13,,,17
3858,,10,13,,,21
3859,,3,17,,,20
3860,,14,18,,,18
3861,,19,15,,,17
3862,,13,17,,,18
3863,,3,15,,,16
3864,,10,17,,,17
3865,,8,17,,,19
3866,,6,16,,,18
3867,,10,16,,,22
3868,,16,15,,,15
3869,,16,15,,,15
3870,,17,16,,,19
3871,,17,17,,,20
3872,,17,19,,,18
3873,,17,15,,,15
3874,,12,19,,,19
3875,,7,17,,,18
3876,,8,19,,,16
3877,,9,18,,,21
3878,,9,19,,,20
3879,,8,19,,,13
3880,,6,16,,,7
3881,,10,18,,,11
3882,,16,19,,,11
3883,,12,18,,,18
3884,,5,16,,,20
3885,,8,14,,,18
3886,,9,18,,,19
3887,,10,15,,,21
3888,,6,15,,,21
3889,,10,17,,,19
3890,,4,16,,,13
3891,,13,18,,,19
3892,,20,16,,,18
3893,,15,18,,,18
3894,,17,17,,,18
3895,,14,17,,,19
3896,,15,20,,,15
3897,,15,16,,,21
3898,,12,16,,,14
3899,,16,17,,,18
3900,,17,18,,,16
3901,,18,15,,,21
3902,,17,15,,,15
3903,,19,13,,,21
3904,,17,17,,,20
3905,,16,16,,,12
3906,,14,17,,,6
3907,,15,15,,,10
3908,,15,14,,,8
3909,,12,18,,,19
3910,,5,17,,,19
3911,,4,20,,,21
3912,,13,17,,,18
3913,,19,17,,,18
3914,,18,16,,,16
3915,,11,18,,,20
3916,,3,24,,,17
3917,,9,18,,,23
3918,,8,18,,,20
3919,,13,17,,,20
3920,,5,19,,,18
3921,,8,16,,,17
3922,,9,15,,,21
3923,,18,19,,,19
3924,,16,16,,,16
3925,,18,17,,,19
3926,,16,16,,,21
3927,,16,19,,,20
3928,,11,17,,,21
3929,,6,18,,,22
3930,,7,14,,,18
3931,,10,17,,,19
3932,,8,16,,,18
3933,,7,16,,,12
3934,,10,21,,,4
3935,,5,18,,,15
3936,,12,20,,,22
3937,,18,19,,,20
3938,,16,17,,,21
3939,,17,19,,,23
3940,,17,18,,,18
3941,,17,18,,,19
3942,,16,17,,,18
3943,,16,17,,,18
3944,,17,15,,,18
3945,,16,16,,,19
3946,,17,19,,,21
3947,,16,17,,,19
3948,,17,14,,,17
3949,,19,14,,,18
3950,,18,15,,,18
3951,,17,15,,,18
3952,,18,15,,,20
3953,,17,17,,,16
3954,,18,15,,,22
3955,,16,16,,,20
3956,,16,12,,,15
3957,,17,14,,,23
3958,,18,15,,,22
3959,,18,12,,,19
3960,,15,17,,,20
3961,,15,19,,,21
3962,,17,17,,,12
3963,,18,16,,,17
3964,,12,16,,,17
3965,,14,15,,,18
3966,,17,18,,,18
3967,,15,17,,,17
3968,,16,15,,,21
3969,,15,17,,,17
3970,,14,17,,,17
3971,,12,18,,,13
3972,,16,12,,,21
3973,,17,17,,,21
3974,,14,13,,,21
3975,,15,15,,,18
3976,,17,15,,,16
3977,,15,16,,,18
3978,,13,16,,,18
3979,,15,17,,,20
3980,,18,17,,,18
3981,,15,15,,,18
3982,,13,19,,,20
3983,,10,19,,,19
3984,,8,19,,,18
3985,,6,13,,,19
3986,,11,2,,,20
3987,,17,15,,,20
3988,,18,16,,,17
3989,,14,14,,,19
3990,,16,16,,,18
3991,,16,12,,,19
3992,,13,15,,,17
3993,,17,18,,,18
3994,,17,16,,,16
3995,,16,17,,,20
3996,,17,15,,,17
3997,,18,14,,,17
3998,,16,11,,,20
3999,,15,4,,,17
4000,,19,13,,,17
4001,,17,16,,,21
4002,,17,17,,,20
4003,,17,19,,,18
4004,,17,17,,,18
4005,,16,18,,,19
4006,,14,24,,,20
4007,,17,15,,,20
4008,,15,18,,,19
4009,,17,16,,,18
4010,,18,19,,,18
4011,,17,20,,,19
4012,,19,16,,,20
4013,,19,16,,,21
4014,,16,16,,,21
4015,,16,16,,,21
4016,,17,17,,,22
4017,,18,18,,,19
4018,,17,16,,,23
4019,,18,15,,,19
4020,,13,17,,,20
4021,,4,20,,,18
4022,,13,17,,,19
4023,,12,19,,,21
4024,,16,18,,,22
4025,,16,20,,,19
4026,,17,19,,,23
4027,,13,18,,,21
4028,,1,16,,,19
4029,,12,17,,,22
4030,,14,17,,,19
4031,,11,16,,,17
4032,,7,14,,,20
4033,,11,16,,,19
4034,,13,15,,,16
4035,,0,18,,,20
4036,,13,13,,,22
4037,,15,17,,,17
4038,,17,20,,,18
4039,,15,16,,,21
4040,,14,15,,,17
4041,,1,12,,,17
4042,,17,17,,,18
4043,,18,17,,,18
4044,,18,18,,,15
4045,,10,17,,,15
4046,,2,16,,,19
4047,,13,14,,,18
4048,,16,15,,,18
4049,,18,14,,,17
4050,,19,16,,,20
4051,,17,17,,,20
4052,,17,17,,,20
4053,,19,17,,,14
4054,,15,18,,,13
4055,,16,17,,,22
4056,,18,17,,,21
4057,,17,16,,,22
4058,,17,18,,,15
4059,,16,17,,,16
4060,,18,14,,,17
4061,,16,17,,,18
4062,,15,17,,,18
4063,,16,17,,,18
4064,,18,14,,,22
4065,,17,17,,,21
4066,,19,17,,,21
4067,,18,18,,,21
4068,,16,19,,,20
4069,,17,17,,,20
4070,,17,17,,,17
4071,,14,14,,,19
4072,,17,16,,,10
4073,,15,20,,,10
4074,,9,18,,,15
4075,,8,17,,,12
4076,,16,17,,,23
4077,,17,18,,,21
4078,,19,18,,,16
4079,,17,16,,,15
4080,,18,14,,,16
4081,,15,17,,,18
4082,,16,17,,,20
4083,,16,17,,,16
4084,,19,16,,,20
4085,,15,19,,,19
4086,,11,14,,,19
4087,,1,13,,,22
4088,,13,18,,,20
4089,,17,20,,,19
4090,,18,19,,,18
4091,,15,17,,,11
4092,,10,18,,,4
4093,,6,17,,,12
4094,,15,17,,,16
4095,,17,18,,,15
4096,,17,15,,,17
4097,,16,19,,,19
4098,,12,18,,,21
4099,,3,17,,,21
4100,,15,18,,,20
4101,,15,17,,,21
4102,,16,18,,,16
4103,,17,17,,,19
4104,,19,17,,,21
4105,,15,20,,,20
4106,,19,15,,,19
4107,,17,22,,,17
4108,,19,17,,,19
4109,,18,17,,,18
4110,,19,10,,,21
4111,,19,6,,,21
4112,,16,10,,,17
4113,,18,7,,,20
4114,,19,9,,,16
