,San Andreas (Carrizo) rev,San Andreas (Cholame) rev,San Andreas (Mojave S),San Andreas (Coachella) rev,San Jacinto (Anza) rev,Garlock (West),San Andreas (Carrizo) rev output,San Andreas (Cholame) rev output,San Andreas (Mojave S) output,San Andreas (Coachella) rev output,San Jacinto (Anza) rev output,Garlock (West) output
21601,1,1,0,0,1,0,0,0,1,0,0,1
21602,2,1,1,0,0,0,0,0,0,0,0,0
21603,0,0,1,1,0,1,0,0,0,0,0,0
21604,1,1,1,0,0,0,0,0,0,0,1,0
21605,1,1,1,0,0,0,0,0,0,0,0,1
21606,0,0,0,1,0,0,0,0,0,0,0,0
21607,1,1,1,1,1,0,0,0,0,0,0,0
21608,1,1,1,1,0,0,0,0,0,0,1,0
21609,0,0,0,1,0,0,1,1,1,0,0,0
21610,1,1,1,1,1,0,0,0,0,0,0,0
21611,0,1,0,0,1,0,1,0,0,0,0,0
21612,0,0,0,0,1,1,1,1,1,0,0,0
21613,1,1,0,1,0,0,0,0,1,0,0,0
21614,0,0,0,0,0,0,0,0,0,0,0,0
21615,1,1,1,0,0,0,0,0,0,0,0,0
21616,0,0,0,1,1,0,1,1,0,0,0,0
21617,1,1,1,1,0,0,0,0,0,0,1,0
21618,0,0,0,1,1,0,1,1,1,0,0,0
21619,1,1,1,1,1,0,0,0,0,0,0,0
21620,0,0,0,0,0,1,0,0,0,0,0,0
21621,1,1,1,0,0,0,0,0,0,0,0,0
21622,1,1,0,0,0,0,0,0,1,1,0,0
21623,0,1,0,1,1,0,1,0,1,0,0,1
21624,1,1,1,0,0,0,0,0,0,0,0,0
21625,0,0,0,1,0,0,1,1,1,0,0,0
21626,0,0,0,0,0,0,0,0,0,0,0,0
21627,0,0,0,0,0,0,0,0,0,0,0,0
21628,1,1,1,0,1,0,0,0,0,0,0,0
21629,0,0,1,0,0,0,0,0,0,1,0,0
21630,1,1,0,0,1,0,0,0,0,0,0,0
21631,0,0,0,0,0,0,1,1,1,0,0,1
21632,0,0,0,0,0,1,1,1,1,0,1,0
21633,1,1,1,1,0,0,0,0,0,0,0,0
21634,1,1,1,0,0,1,0,0,0,0,0,0
21635,1,1,1,1,0,0,0,0,0,0,1,0
21636,0,0,0,0,0,0,1,1,1,0,0,0
21637,1,1,1,1,0,0,0,0,0,0,0,0
21638,1,1,0,0,0,0,1,0,1,0,0,0
21639,1,1,0,0,0,0,0,0,1,0,0,0
21640,1,1,1,1,0,1,0,0,0,0,0,0
21641,1,1,1,0,0,1,0,0,0,0,0,0
21642,1,0,0,1,0,0,0,0,1,0,0,0
21643,0,0,1,1,0,0,1,1,0,0,1,0
21644,0,0,1,1,0,0,0,0,0,0,1,0
21645,0,0,1,1,0,0,0,0,0,0,0,0
21646,0,0,1,1,0,0,1,1,0,0,0,0
21647,0,0,1,0,0,0,1,1,0,0,0,0
21648,1,1,1,1,0,0,0,0,0,0,1,0
21649,1,1,0,0,1,1,0,0,1,0,0,0
21650,1,1,0,1,1,0,0,0,0,0,0,0
21651,0,0,0,1,0,0,1,1,0,0,0,0
21652,1,0,0,1,0,0,0,1,0,0,0,0
21653,0,0,1,1,0,0,1,1,0,0,0,0
21654,1,1,0,0,1,0,0,0,1,0,0,0
21655,1,1,0,1,1,0,0,0,0,0,0,0
21656,0,0,1,0,0,0,0,0,0,0,0,0
21657,1,1,1,0,1,0,0,0,0,0,0,0
21658,0,0,0,0,0,0,0,0,0,0,0,0
21659,1,1,0,0,0,0,0,0,0,1,0,0
21660,1,0,1,0,0,0,0,0,0,1,0,0
21661,1,1,1,0,0,0,0,0,0,0,0,0
21662,1,1,0,0,0,0,0,0,0,0,0,0
21663,1,1,1,0,0,1,0,0,0,0,0,0
21664,1,1,0,0,0,0,0,0,0,0,0,0
21665,1,1,0,0,0,0,0,0,0,0,0,0
21666,1,1,0,0,0,0,0,0,1,0,0,0
21667,1,1,0,0,1,0,0,0,0,0,0,0
21668,0,0,1,0,0,0,1,1,0,0,0,0
21669,1,1,1,0,0,0,0,0,0,0,0,0
21670,1,1,1,1,0,0,0,0,0,0,0,0
21671,1,1,1,0,0,0,0,0,0,0,0,0
21672,1,1,0,1,1,0,0,0,0,0,0,1
21673,0,0,0,1,0,0,0,0,0,0,0,0
21674,0,0,0,0,0,0,1,1,0,0,0,0
21675,1,1,1,0,0,1,0,0,0,0,0,0
21676,1,1,1,0,0,0,0,0,1,0,0,0
21677,1,1,0,1,0,0,0,0,1,0,0,0
21678,1,1,1,0,0,0,0,0,0,0,0,0
21679,0,0,0,1,0,0,1,1,0,0,0,0
21680,1,1,1,0,1,0,0,0,0,0,0,0
21681,1,1,1,0,0,1,0,0,0,0,0,0
21682,1,1,1,0,1,0,0,0,0,0,0,0
21683,1,1,1,0,0,0,0,0,0,1,0,0
21684,0,0,1,1,0,0,0,0,0,0,0,0
21685,0,0,0,0,0,0,1,0,1,0,0,0
21686,1,1,1,0,0,0,0,0,0,0,1,0
21687,1,1,0,0,0,0,0,0,0,0,0,0
21688,1,1,1,0,0,0,0,0,0,0,0,0
21689,1,1,0,1,0,0,0,0,0,0,0,0
21690,1,1,1,1,0,0,0,0,0,0,0,0
21691,1,1,1,0,0,1,0,0,0,0,0,0
21692,1,1,1,1,0,0,0,0,0,0,0,0
21693,1,1,1,0,0,0,0,0,0,0,0,0
21694,0,0,0,0,0,1,0,0,0,0,0,0
21695,0,0,0,0,0,0,0,0,1,0,0,1
21696,1,0,1,0,0,0,1,1,0,0,0,0
21697,1,1,0,1,0,0,0,0,0,0,0,0
21698,0,0,0,0,0,0,1,1,0,0,0,0
21699,1,1,1,0,0,0,0,0,0,0,0,0
21700,1,1,0,1,0,1,0,0,1,0,0,0
21701,1,1,1,1,0,0,0,0,0,0,1,0
21702,0,0,1,0,1,0,1,1,0,0,0,0
21703,0,0,0,1,0,0,1,1,0,0,0,0
21704,1,1,0,0,0,0,0,0,1,0,0,0
21705,1,1,1,1,0,0,0,0,0,0,0,0
21706,1,1,1,0,0,0,0,0,0,0,0,0
21707,1,1,0,0,0,0,0,0,0,0,1,0
21708,1,1,1,0,0,0,0,0,0,0,1,0
21709,1,1,1,0,0,1,0,0,0,0,0,0
21710,1,1,1,0,1,1,0,0,0,0,0,0
21711,0,0,0,0,1,1,1,1,1,1,0,0
21712,0,0,0,1,0,1,0,0,1,0,0,0
21713,1,1,1,0,1,1,0,0,0,0,0,0
21714,1,1,0,1,1,0,0,0,0,0,0,0
21715,1,1,0,0,0,0,0,0,0,1,0,0
21716,1,1,1,1,0,0,0,0,0,0,0,0
21717,0,1,1,1,0,1,0,0,0,0,0,0
21718,1,1,1,0,1,0,0,0,0,0,0,0
21719,1,1,1,0,0,1,0,0,0,0,0,0
21720,0,0,0,0,0,0,1,1,0,0,0,0
21721,1,1,0,0,0,0,0,0,0,0,0,0
21722,0,0,0,0,0,0,0,0,0,0,0,0
21723,1,1,1,0,1,0,0,0,0,1,0,0
21724,1,1,1,1,0,0,0,0,0,0,0,0
21725,1,1,0,1,1,0,0,0,0,0,0,0
21726,0,0,0,0,0,0,1,1,0,0,0,0
21727,0,0,1,0,0,0,0,0,0,0,0,0
21728,0,0,0,1,0,0,1,1,1,0,0,0
21729,0,0,0,0,1,0,0,0,0,0,0,0
21730,1,1,1,0,1,0,0,0,0,0,0,0
21731,0,0,1,1,0,0,0,0,0,0,0,0
21732,2,1,1,0,0,0,0,0,0,0,0,0
21733,2,1,1,1,0,1,0,0,0,0,0,0
21734,1,1,1,1,0,0,0,0,0,0,0,0
21735,0,0,1,0,0,1,0,0,0,0,0,0
21736,1,1,0,0,0,0,0,0,1,0,0,0
21737,0,0,1,0,1,0,0,0,0,1,0,0
21738,0,0,0,0,0,1,1,1,0,0,0,0
21739,1,1,1,0,0,0,0,0,0,0,0,0
21740,1,1,1,0,0,0,0,0,0,0,0,0
21741,0,0,0,1,1,0,1,1,0,0,0,0
21742,0,0,1,0,0,0,1,1,0,0,0,0
21743,1,1,1,1,1,1,0,0,0,0,0,0
21744,1,1,1,1,0,0,0,0,0,0,0,0
21745,1,1,1,0,1,0,0,0,0,0,0,0
21746,0,0,1,1,0,0,0,0,0,0,0,0
21747,1,1,0,0,0,0,0,0,0,0,0,0
21748,1,1,1,1,1,1,0,0,0,0,0,0
21749,1,1,1,0,1,0,0,0,0,0,0,1
21750,0,0,0,1,0,0,1,1,1,0,1,0
21751,0,0,1,0,0,0,0,0,0,0,0,0
21752,0,0,0,0,0,0,1,0,1,0,0,0
21753,1,1,0,0,0,0,0,0,1,0,0,0
21754,1,1,1,0,0,0,0,0,0,0,0,0
21755,0,0,0,1,0,0,1,1,1,0,0,0
21756,1,1,0,0,1,0,0,0,0,0,0,0
21757,1,1,1,1,0,0,0,0,0,0,0,0
21758,0,0,0,0,0,0,0,0,0,0,0,0
21759,1,0,1,0,0,0,0,0,0,0,0,0
21760,1,1,1,0,0,0,0,0,0,0,0,0
21761,1,1,1,0,0,0,0,0,0,0,0,0
21762,1,1,1,0,0,1,0,0,0,0,0,0
21763,1,1,1,0,1,0,0,0,0,0,0,0
21764,1,1,0,0,1,0,0,0,0,1,0,0
21765,0,0,0,0,1,0,0,0,0,0,0,0
21766,0,0,1,1,0,0,1,1,0,0,1,0
21767,1,0,1,1,1,0,0,0,0,0,0,0
21768,0,0,0,0,0,0,1,1,1,1,0,0
21769,1,1,1,0,0,0,0,0,0,0,0,0
21770,1,1,0,0,0,1,0,0,0,0,0,0
21771,1,1,1,0,0,0,0,0,0,0,0,1
21772,0,0,1,1,0,0,0,0,0,0,0,0
21773,1,1,0,0,0,0,0,0,0,0,1,0
21774,1,1,1,0,1,0,0,0,0,0,0,1
21775,1,2,1,1,0,0,0,0,0,0,0,0
21776,0,0,0,0,0,0,0,0,0,1,0,0
21777,1,1,1,1,0,0,0,0,0,0,0,0
21778,1,1,0,0,0,1,0,0,1,0,0,0
21779,1,1,1,1,0,1,0,0,0,0,0,0
21780,0,0,0,0,1,0,0,0,0,0,0,0
21781,1,1,1,1,1,0,0,0,0,0,0,0
21782,0,0,0,0,0,0,0,0,0,0,0,0
21783,0,0,0,0,0,0,0,0,0,0,1,0
21784,1,1,0,1,1,0,0,0,0,0,0,0
21785,1,1,1,0,1,0,0,0,0,0,0,0
21786,1,0,0,0,0,0,0,1,1,0,0,0
21787,1,1,1,0,1,0,0,0,0,0,0,1
21788,0,0,0,0,1,0,0,0,0,0,0,0
21789,1,1,1,1,0,1,0,0,0,0,0,0
21790,0,0,1,0,1,0,1,1,0,1,0,0
21791,1,1,1,1,0,0,0,0,0,0,0,0
21792,0,0,0,0,0,1,1,1,0,0,0,0
21793,0,0,0,0,1,0,1,1,0,0,0,0
21794,2,1,1,0,0,0,0,0,0,0,0,0
21795,0,0,1,0,1,0,0,0,0,1,0,0
21796,1,1,1,0,0,0,0,0,0,0,0,0
21797,1,1,1,0,0,1,0,0,0,0,1,0
21798,1,1,0,0,0,0,0,0,0,0,1,0
21799,0,0,0,0,0,0,1,1,1,1,0,0
21800,1,1,1,1,0,0,0,0,0,0,0,0
21801,1,1,0,1,0,0,0,0,0,0,0,0
21802,1,0,1,1,0,0,0,0,0,0,0,0
21803,1,1,1,1,0,0,0,0,0,0,1,0
21804,0,0,1,0,0,0,0,0,0,1,0,0
21805,0,0,0,0,0,0,0,0,0,0,0,0
21806,0,0,0,0,0,0,0,0,0,0,0,0
21807,1,1,1,0,1,0,0,0,0,0,0,0
21808,0,1,0,1,0,1,1,1,1,0,1,0
21809,1,1,1,1,0,1,0,0,0,0,0,0
21810,1,1,0,0,0,0,0,0,0,0,0,0
21811,0,0,0,0,0,0,0,0,0,0,0,0
21812,1,1,0,0,0,0,0,0,0,0,0,0
21813,1,1,1,0,0,0,0,0,0,0,0,0
21814,0,0,0,0,1,0,0,0,1,0,0,0
21815,1,1,0,0,1,0,0,0,0,0,0,0
21816,0,0,1,0,0,0,0,0,0,1,0,0
21817,1,1,1,1,0,0,0,0,0,0,0,0
21818,0,0,1,1,0,0,1,1,0,0,0,0
21819,0,0,0,0,0,0,1,1,1,0,0,0
21820,1,1,1,0,0,0,0,0,0,0,0,0
21821,0,0,0,1,0,0,1,1,1,0,0,0
21822,0,0,0,0,0,1,1,1,1,0,0,0
21823,1,0,1,0,1,1,0,1,0,0,0,0
21824,1,1,1,1,1,0,0,0,0,0,0,0
21825,0,0,1,0,0,1,0,0,0,0,0,0
21826,1,0,0,0,0,1,0,0,0,0,0,0
21827,1,1,1,0,0,1,0,0,0,0,1,0
21828,0,0,0,1,0,1,1,1,1,0,0,0
21829,1,1,1,0,0,1,0,0,0,0,0,0
21830,1,0,0,0,0,0,0,0,0,0,0,0
21831,0,0,1,1,0,0,1,1,0,0,0,0
21832,0,1,0,0,1,0,0,0,0,0,0,0
21833,2,1,1,0,1,1,0,0,0,0,0,0
21834,1,1,0,0,0,0,0,0,0,0,0,0
21835,1,1,1,0,0,0,0,0,0,0,0,0
21836,1,1,0,0,0,0,0,0,0,0,0,0
21837,0,0,1,1,0,0,0,0,0,0,0,0
21838,0,0,0,0,1,0,0,0,0,0,0,0
21839,1,1,1,0,0,0,0,0,0,0,0,0
21840,0,0,0,0,0,0,1,1,0,0,0,0
21841,1,1,1,0,0,0,0,0,0,1,0,0
21842,0,0,0,0,0,0,1,1,1,0,0,0
21843,0,0,0,0,1,0,0,0,1,0,0,0
21844,0,0,1,0,0,0,1,1,0,1,0,0
21845,0,0,0,0,0,1,0,1,0,0,0,0
21846,0,0,0,1,1,0,0,0,0,0,0,0
21847,0,0,0,0,0,0,0,0,0,0,0,0
21848,0,0,1,1,0,0,1,1,0,0,0,0
21849,0,0,1,0,0,0,0,0,0,0,0,1
21850,1,1,1,0,0,0,0,0,0,0,0,0
21851,1,1,1,0,0,1,0,0,0,0,0,0
21852,0,0,0,0,0,0,1,1,0,0,1,0
21853,0,0,1,0,0,0,0,0,0,0,0,0
21854,0,0,0,1,0,0,0,0,0,0,0,0
21855,0,0,0,0,0,0,0,0,0,0,0,0
21856,1,1,1,0,0,0,0,0,0,0,1,0
21857,1,1,0,0,1,1,0,0,0,1,0,0
21858,0,1,0,0,0,1,0,0,0,0,0,0
21859,1,1,1,1,1,0,0,0,0,0,0,0
21860,0,0,1,0,1,0,0,0,0,0,0,0
21861,0,0,1,1,0,0,1,1,0,0,0,0
21862,1,1,1,1,0,0,0,0,0,0,0,0
21863,0,0,0,0,0,0,0,0,0,0,0,0
21864,1,1,1,0,0,0,0,0,0,0,0,0
21865,1,1,0,0,1,1,0,0,0,1,0,0
21866,0,0,0,1,1,0,0,0,0,0,0,0
21867,1,1,0,0,1,1,0,0,0,0,0,0
21868,0,0,0,0,0,0,1,1,1,0,0,0
21869,1,1,0,0,0,0,0,0,1,0,0,0
21870,1,1,1,1,0,0,0,1,0,0,1,0
21871,0,0,0,0,1,0,0,0,0,0,0,0
21872,0,0,0,0,0,0,0,0,0,0,0,1
21873,0,1,0,1,0,1,0,0,0,0,0,0
21874,0,0,0,0,1,0,1,1,1,0,0,0
21875,1,1,1,1,0,0,0,0,0,0,0,0
21876,0,1,0,0,0,0,0,0,0,0,0,0
21877,1,1,1,0,0,0,0,0,0,0,0,0
21878,0,0,0,0,1,0,0,0,0,0,0,0
21879,0,0,1,1,1,0,1,1,0,0,0,0
21880,1,2,0,0,0,0,0,0,1,0,0,0
21881,1,1,0,1,0,0,0,0,0,0,0,0
21882,1,1,0,0,0,0,0,0,0,0,0,0
21883,1,1,1,0,0,0,0,0,0,1,0,0
21884,1,1,1,1,0,0,0,0,0,0,0,0
21885,1,1,0,1,0,0,0,0,0,0,0,0
21886,0,1,1,0,1,0,1,0,0,1,0,0
21887,1,1,0,0,0,0,0,0,1,0,0,0
21888,1,1,0,0,0,0,0,0,1,0,0,0
21889,1,1,1,0,0,0,0,0,0,1,0,0
21890,1,0,1,0,0,0,0,0,0,0,0,0
21891,1,1,0,0,0,0,0,0,0,1,0,0
21892,0,0,1,0,0,0,0,0,0,0,0,0
21893,1,1,1,1,0,0,0,0,0,0,0,0
21894,1,1,1,0,0,0,0,0,0,0,0,0
21895,0,0,1,1,0,0,1,1,0,0,0,0
21896,1,1,1,1,0,0,0,0,0,0,0,0
21897,1,1,1,0,0,0,0,0,0,0,0,0
21898,1,1,0,0,0,0,0,0,0,0,0,0
21899,1,1,0,0,0,0,0,0,1,0,0,1
21900,1,1,1,0,0,1,0,0,0,0,0,0
21901,0,0,0,0,0,0,0,0,0,0,0,0
21902,1,1,1,1,1,0,0,0,0,0,0,0
21903,1,0,1,0,0,0,0,0,0,0,0,0
21904,1,0,1,0,0,0,0,0,0,0,0,0
21905,0,0,0,0,0,0,0,0,0,0,0,0
21906,1,1,1,0,1,0,0,0,0,0,0,0
21907,0,0,0,1,0,0,0,0,0,0,1,1
21908,1,1,1,0,0,0,0,0,0,1,0,0
21909,0,0,1,1,0,0,0,0,0,0,0,0
21910,0,0,0,0,0,0,0,0,0,0,0,0
21911,0,0,1,1,0,1,0,0,0,0,0,0
21912,1,1,1,0,1,0,0,0,0,0,0,0
21913,1,1,2,0,1,0,0,0,0,0,0,0
21914,1,1,1,1,0,0,0,0,0,0,0,0
21915,0,0,0,0,0,0,0,0,0,0,0,0
21916,1,1,1,1,1,1,0,0,0,0,0,0
21917,0,0,0,0,1,1,0,0,0,0,0,0
21918,0,1,0,1,1,0,0,0,0,0,0,0
21919,0,0,0,0,1,0,1,1,1,0,0,0
21920,1,1,1,1,0,0,0,0,0,0,0,0
21921,1,1,1,1,0,1,0,0,0,0,1,0
21922,0,0,1,0,1,0,1,1,0,0,0,0
21923,0,0,0,0,0,0,0,0,0,0,0,0
21924,0,1,0,1,0,0,0,0,0,0,0,0
21925,0,0,0,1,1,0,0,0,0,0,0,0
21926,0,0,0,0,1,0,1,1,1,0,0,0
21927,0,0,0,0,0,0,1,1,0,0,0,0
21928,1,1,1,0,0,0,0,0,0,0,0,0
21929,0,0,0,0,0,1,0,0,0,0,0,0
21930,1,1,0,0,0,1,0,0,0,0,0,0
21931,1,1,1,1,0,0,0,0,0,0,0,0
21932,1,1,1,1,0,1,0,0,0,0,0,0
21933,1,1,1,0,0,0,0,0,0,0,0,0
21934,0,0,0,1,0,0,1,1,0,0,0,0
21935,1,1,1,0,0,0,0,0,0,0,0,0
21936,1,1,1,0,1,0,0,0,0,0,0,0
21937,1,1,1,0,0,1,0,0,0,0,0,0
21938,1,1,1,1,0,0,0,0,0,0,0,0
21939,1,1,1,1,0,0,0,0,0,0,0,0
21940,1,1,1,0,0,1,0,0,0,0,0,0
21941,0,0,0,1,0,0,1,1,1,0,0,0
21942,0,0,0,1,0,0,0,0,0,0,0,0
21943,0,0,1,0,0,1,0,0,0,1,0,0
21944,1,0,1,1,0,0,0,0,0,0,0,0
21945,2,1,0,1,0,0,0,0,1,0,0,0
21946,1,1,0,0,0,0,0,0,1,0,0,0
21947,0,0,1,1,0,0,0,0,0,0,0,0
21948,0,1,0,0,0,0,0,0,0,0,0,0
21949,1,1,1,1,1,0,0,0,0,0,0,0
21950,1,1,1,1,0,0,0,0,0,0,0,0
21951,1,1,1,1,0,0,0,0,0,0,0,0
21952,0,1,0,0,0,0,1,0,1,0,0,0
21953,0,0,0,0,1,1,1,1,0,0,0,0
21954,0,0,0,0,1,0,1,0,0,0,0,0
21955,0,0,1,0,0,0,0,0,0,0,0,0
21956,1,1,0,1,0,0,0,0,0,0,0,0
21957,1,1,1,0,0,0,0,0,0,0,0,1
21958,0,0,0,0,0,0,0,0,0,0,0,0
21959,0,0,0,0,0,0,1,1,1,0,0,0
21960,1,1,1,0,1,0,0,0,0,0,0,0
21961,0,0,0,0,1,1,0,0,0,0,0,0
21962,1,1,1,0,0,0,0,0,0,0,1,0
21963,1,1,1,0,0,1,0,0,0,0,0,0
21964,0,0,0,0,0,0,0,0,0,0,0,0
21965,1,1,1,0,0,1,0,0,0,1,0,0
21966,1,1,0,1,0,1,0,0,0,0,1,0
21967,0,0,0,0,0,0,0,0,0,0,0,1
21968,1,1,0,1,0,0,0,0,0,0,0,0
21969,1,0,1,0,0,0,0,0,0,0,1,0
21970,1,1,0,0,0,0,0,0,0,0,0,0
21971,0,0,0,0,1,0,0,0,0,0,0,0
21972,1,0,1,0,0,0,1,1,0,0,0,0
21973,0,0,0,1,1,0,1,1,1,0,0,0
21974,1,1,1,0,0,0,0,0,0,0,0,0
21975,0,0,0,0,0,0,1,1,1,0,1,0
21976,1,1,1,0,0,0,0,0,0,0,0,0
21977,0,0,0,1,0,1,0,0,0,0,0,0
21978,1,1,1,0,0,0,0,0,0,0,0,0
21979,0,0,0,1,0,0,0,0,1,0,0,1
21980,1,1,0,0,1,0,0,0,1,0,0,0
21981,1,1,1,1,0,0,0,0,0,0,0,0
21982,0,0,0,0,0,0,0,1,0,0,0,0
21983,0,0,0,1,0,0,1,1,1,0,0,0
21984,0,0,0,0,0,0,1,1,0,1,0,0
21985,1,1,0,0,1,1,0,0,0,0,0,0
21986,1,1,1,0,1,0,0,0,0,1,0,0
21987,1,1,0,0,0,0,1,0,1,1,0,0
21988,1,1,1,0,0,1,0,0,0,0,0,0
21989,0,0,0,0,0,0,0,0,0,1,0,0
21990,1,1,1,0,0,0,0,0,0,0,0,0
21991,0,0,0,1,0,0,0,0,0,0,0,0
21992,0,0,0,1,1,0,0,0,1,0,0,0
21993,1,1,0,0,1,0,0,0,0,0,0,0
21994,1,1,1,0,1,0,0,0,0,1,0,0
21995,2,1,0,1,1,0,0,0,0,0,0,1
21996,0,0,0,0,1,1,0,0,0,1,0,0
21997,0,0,1,0,0,0,1,1,0,0,0,0
21998,1,1,1,1,1,0,0,0,0,0,0,0
21999,1,1,0,1,0,0,0,0,0,0,0,0
22000,1,1,1,0,1,0,0,0,0,0,0,0
22001,0,0,0,0,1,1,1,1,1,0,0,0
22002,1,1,1,0,0,0,0,0,0,0,0,0
22003,1,1,1,0,1,0,0,0,0,0,0,0
22004,2,1,1,1,0,0,0,0,0,0,0,1
22005,1,1,1,0,0,0,0,0,0,0,0,0
22006,0,0,1,0,0,0,0,0,0,0,0,0
22007,0,0,0,1,1,0,0,0,1,0,0,0
22008,0,0,0,0,0,0,1,1,1,0,0,1
22009,1,1,1,0,1,0,0,0,0,0,0,0
22010,1,1,0,1,0,0,0,0,0,0,0,0
22011,1,1,1,1,0,0,0,0,0,0,0,0
22012,1,1,1,0,1,0,0,0,0,0,0,0
22013,0,0,1,1,0,1,0,0,0,0,0,0
22014,1,1,1,0,1,1,0,0,0,1,0,0
22015,0,1,1,1,0,0,0,0,0,0,0,0
22016,0,0,1,0,0,0,0,0,0,0,0,1
22017,1,0,1,0,0,1,1,1,0,1,0,0
22018,1,1,1,0,0,0,0,0,0,0,0,0
22019,1,1,0,0,0,1,0,0,0,1,0,0
22020,0,0,0,1,0,1,0,0,0,0,0,0
22021,0,0,0,0,1,0,0,0,0,1,0,0
22022,1,1,1,1,0,0,0,0,0,0,1,0
22023,0,0,0,1,0,0,0,0,0,0,0,0
22024,1,1,0,1,0,1,0,0,1,0,0,0
22025,1,1,1,1,0,1,0,0,0,0,0,0
22026,1,1,0,0,1,1,0,0,0,0,0,0
22027,0,0,1,0,0,1,0,0,0,0,1,0
22028,0,0,0,0,0,0,0,0,0,0,1,0
22029,1,1,0,0,0,0,0,0,0,0,0,0
22030,1,0,0,1,1,1,1,1,0,0,0,0
22031,1,1,1,1,0,0,1,0,0,0,0,0
22032,1,1,1,0,0,1,0,0,0,0,0,0
22033,1,1,0,0,0,0,0,0,1,0,0,0
22034,1,1,0,1,0,0,0,0,0,0,1,0
22035,1,1,1,0,1,0,0,0,0,1,0,0
22036,1,1,0,1,1,0,0,0,1,0,0,0
22037,1,1,1,0,1,1,0,0,0,0,0,0
22038,1,1,1,0,1,0,1,0,0,0,0,0
22039,0,0,1,1,0,1,0,0,0,0,1,0
22040,1,0,1,1,0,0,0,1,0,0,0,0
22041,1,1,0,0,0,0,0,0,0,0,0,0
22042,0,0,1,1,1,0,1,1,0,0,0,0
22043,1,1,1,0,1,0,0,0,0,0,0,0
22044,1,1,0,0,1,0,0,0,0,1,0,0
22045,0,0,0,1,0,0,0,0,0,0,0,0
22046,1,1,0,1,0,0,0,0,0,0,0,0
22047,1,1,1,1,1,0,0,0,0,0,0,0
22048,1,1,1,0,0,1,0,0,0,0,0,0
22049,1,1,0,0,0,0,0,0,1,0,0,0
22050,1,1,1,1,0,0,0,0,0,0,0,0
22051,1,1,0,1,1,1,0,0,0,0,0,0
22052,1,1,0,0,0,1,0,0,0,0,0,0
22053,0,0,1,0,1,1,0,0,0,1,0,0
22054,0,0,0,1,0,0,0,0,0,0,0,0
22055,1,1,1,0,0,0,0,0,0,0,0,0
22056,1,1,1,1,0,0,0,0,0,0,0,0
22057,1,1,0,1,0,1,1,0,1,0,0,0
22058,0,0,0,0,0,0,1,1,1,0,0,0
22059,1,1,1,1,0,0,0,0,0,0,0,0
22060,1,1,0,0,0,0,0,0,1,0,0,0
22061,0,0,0,0,0,0,0,0,0,0,0,0
22062,0,0,1,0,0,1,0,0,0,0,0,0
22063,1,1,0,0,1,0,0,0,0,0,0,1
22064,1,1,1,0,0,0,0,0,0,1,0,1
22065,0,0,0,1,0,0,0,0,1,0,0,0
22066,0,0,0,0,1,0,0,0,0,0,0,0
22067,0,0,0,1,1,0,1,1,0,0,0,0
22068,1,1,1,0,0,0,0,0,0,0,0,0
22069,1,1,0,0,0,0,0,0,1,1,0,0
22070,0,0,1,0,1,0,1,1,0,0,0,0
22071,0,0,0,0,1,0,1,1,0,0,0,0
22072,1,1,1,1,0,0,0,0,0,0,0,0
22073,1,0,1,0,0,0,0,0,0,0,0,0
22074,0,0,0,0,0,0,1,1,1,0,0,0
22075,1,1,1,1,1,0,0,0,0,0,0,0
22076,2,1,1,0,1,0,0,0,0,1,0,0
22077,1,1,0,0,0,0,0,0,1,0,0,0
22078,0,0,1,0,0,0,0,0,0,0,0,0
22079,0,0,0,1,0,0,0,0,0,0,0,0
22080,1,1,1,1,0,1,0,0,0,0,0,0
22081,1,1,1,0,0,0,0,0,0,0,0,0
22082,0,0,1,0,0,1,1,1,0,1,0,0
22083,0,0,0,0,0,1,0,0,1,0,0,0
22084,1,1,0,1,0,0,0,0,0,0,0,0
22085,0,0,0,0,0,0,0,0,0,0,0,0
22086,0,0,0,0,0,0,0,0,0,0,0,0
22087,0,0,0,0,0,0,0,0,0,0,0,0
22088,1,0,1,0,1,0,0,0,0,0,0,0
22089,1,1,0,0,0,0,0,0,1,0,0,1
22090,1,1,1,1,0,0,0,0,0,0,0,0
22091,1,1,1,0,0,0,0,0,0,0,0,0
22092,1,1,1,0,0,0,1,0,0,0,0,0
22093,1,1,1,0,0,0,0,0,0,0,0,0
22094,0,1,0,0,0,0,0,0,0,0,0,0
22095,1,1,0,0,0,0,0,0,1,0,0,0
22096,1,0,0,0,1,0,1,1,1,0,0,0
22097,1,1,1,1,0,1,0,0,0,0,1,0
22098,0,0,1,0,0,0,0,0,0,0,0,0
22099,1,1,0,1,0,0,0,0,0,0,0,0
22100,0,0,1,0,0,0,0,0,0,0,0,0
22101,1,0,1,0,0,0,0,0,0,0,0,0
22102,1,1,1,0,0,0,1,0,0,0,0,0
22103,1,1,0,0,0,0,0,0,1,0,1,0
22104,2,1,0,1,1,1,0,0,1,0,0,0
22105,1,0,0,1,0,0,0,0,1,0,0,0
22106,2,1,1,1,0,0,0,0,0,0,0,0
22107,1,1,1,0,0,0,0,0,0,1,0,0
22108,0,0,0,0,0,0,1,1,1,0,0,0
22109,1,1,1,0,0,0,0,0,0,0,0,0
22110,1,1,0,0,1,0,0,0,0,0,0,0
22111,0,0,0,0,0,0,0,0,0,1,0,0
22112,1,1,1,0,1,0,0,0,0,0,0,0
