,features,Probabilities
0,2^33 possibilities,"[(0.20458, 0.1977, 0.1856, 0.10082, 0.15799, 0.18157, 0.1583, 0.00674, 0.13538, 0.1721, 0.17728, 0.11818, 0.14995, 0.07402, 0.05495, 0.15039, 0.07819, 0.0569, 0.00269, 0.07625, 0.03482, 0.07495, 0.05071, 0.02815, 0.08095, 0.07047, 0.07558, 0.03375, 0.01471, 0.03029, 0.01927, 0.03217, 0.03357)]"
