,features,Probabilities
0,2^33 possibilities,"[(0.20208, 0.18952, 0.17904, 0.0994, 0.15836, 0.1804, 0.15828, 0.00648, 0.1342, 0.17428, 0.17508, 0.11876, 0.14964, 0.07468, 0.05332, 0.14652, 0.07544, 0.0576, 0.0026, 0.07536, 0.03392, 0.07412, 0.0494, 0.02836, 0.08028, 0.06944, 0.07524, 0.03208, 0.01532, 0.02952, 0.0184, 0.03136, 0.0322)]"
