,San Andreas (Carrizo) rev,San Andreas (Cholame) rev,San Andreas (Mojave S),San Andreas (Coachella) rev,San Jacinto (Anza) rev,Garlock (West),San Andreas (Carrizo) rev output,San Andreas (Cholame) rev output,San Andreas (Mojave S) output,San Andreas (Coachella) rev output,San Jacinto (Anza) rev output,Garlock (West) output
1843,1,1,0,1,0,0,0,0,0,0,0,0
1844,1,1,1,1,0,0,0,0,0,0,0,0
1845,1,1,1,1,0,1,0,0,0,0,0,0
1846,0,0,0,1,1,0,1,1,1,0,0,0
1847,0,0,0,0,0,0,0,0,0,0,0,0
1848,1,1,1,0,1,0,0,0,0,1,0,0
1849,0,0,0,0,0,0,1,1,0,0,0,1
1850,0,0,1,0,1,0,0,0,0,0,0,0
1851,1,1,1,1,0,0,0,0,0,0,0,0
1852,1,1,1,1,0,0,0,0,1,0,0,0
1853,0,0,0,1,1,0,1,1,1,0,0,0
1854,0,0,0,0,0,0,0,0,0,0,0,0
1855,1,1,1,1,0,0,0,0,0,0,0,0
1856,0,0,0,0,1,0,1,1,1,0,0,1
1857,0,0,0,0,0,0,0,0,0,1,0,0
1858,1,1,1,0,0,0,0,0,0,0,0,0
1859,1,1,1,0,1,0,0,0,0,0,0,0
1860,0,0,0,1,0,0,0,0,0,0,0,0
1861,1,1,1,0,0,0,0,0,0,0,0,0
1862,1,1,0,0,0,0,0,0,1,1,1,0
1863,0,0,0,0,0,1,1,1,0,0,0,0
1864,0,0,1,0,0,1,0,0,0,0,0,0
1865,1,1,1,1,0,0,0,0,0,0,0,0
1866,1,1,0,0,1,0,0,0,0,0,0,0
1867,0,0,1,1,0,0,0,0,0,0,0,0
1868,1,1,0,0,0,1,0,0,1,1,0,0
1869,1,1,0,0,1,0,0,0,0,0,0,0
1870,0,0,1,1,0,0,0,0,0,0,0,0
1871,1,1,0,0,0,0,0,0,0,0,0,0
1872,1,1,1,1,0,0,0,0,0,0,0,0
1873,0,0,0,0,1,1,0,0,1,0,0,0
1874,1,1,0,0,0,0,0,0,0,1,0,0
1875,1,1,1,0,0,1,0,0,0,0,0,0
1876,0,0,1,0,1,0,1,1,0,0,0,1
1877,0,0,0,1,0,0,0,0,0,0,0,0
1878,1,1,1,0,0,0,0,0,0,0,0,0
1879,1,1,0,0,0,0,0,0,1,1,0,0
1880,1,1,0,0,1,0,0,0,0,0,0,0
1881,1,1,1,0,0,0,0,0,0,1,0,0
1882,1,0,0,0,0,1,0,0,1,0,0,0
1883,0,1,0,0,1,0,0,0,0,1,0,0
1884,1,1,1,0,0,0,0,0,0,0,0,0
1885,1,1,0,0,0,0,0,0,0,0,0,0
1886,0,0,1,1,1,0,1,1,0,0,0,0
1887,0,0,1,0,0,1,0,0,0,0,0,0
1888,1,1,0,1,0,0,0,0,0,0,0,0
1889,1,1,1,0,1,0,0,0,0,0,0,0
1890,1,0,1,0,0,0,0,0,0,1,0,0
1891,1,1,0,0,0,0,0,0,0,0,0,0
1892,1,1,1,0,1,1,0,0,0,0,0,0
1893,1,1,1,1,0,0,0,0,0,0,0,0
1894,0,0,0,0,0,0,1,1,0,0,0,0
1895,0,0,1,1,0,0,0,0,0,0,0,0
1896,1,1,0,0,1,0,0,0,0,0,0,0
1897,1,1,1,1,0,0,0,0,0,0,0,0
1898,0,1,0,0,1,0,1,0,1,0,0,0
1899,0,1,0,1,0,1,0,0,0,0,0,0
1900,1,1,1,0,1,0,0,1,0,0,0,0
1901,1,1,1,1,1,0,0,0,0,1,0,0
1902,0,1,0,1,0,0,0,0,0,0,0,0
1903,1,1,1,0,1,0,0,1,0,0,0,0
1904,1,1,1,1,0,0,0,0,0,0,0,1
1905,1,1,0,0,0,0,0,0,0,0,0,0
1906,1,0,1,0,1,0,0,0,0,0,0,0
1907,1,1,1,1,0,0,0,0,0,0,0,0
1908,1,1,0,0,0,0,0,0,1,0,0,1
1909,0,0,0,0,0,0,1,1,0,1,0,0
1910,0,0,1,0,1,0,0,0,0,0,0,0
1911,1,1,0,0,0,0,0,0,0,0,0,0
1912,0,0,1,1,0,0,1,1,0,0,0,1
1913,0,0,0,0,1,0,0,0,1,0,0,0
1914,1,1,0,1,0,0,0,0,0,0,0,0
1915,1,1,1,0,0,0,0,0,0,0,0,0
1916,0,0,0,0,0,0,1,1,1,0,0,1
1917,0,0,0,1,1,0,0,0,0,0,0,0
1918,1,1,1,0,0,1,0,0,0,0,0,0
1919,1,1,0,1,0,0,0,0,1,0,0,0
1920,0,0,0,0,1,0,0,0,0,0,0,0
1921,1,1,1,1,0,0,0,0,0,0,0,0
1922,1,1,0,0,0,0,0,0,0,0,0,0
1923,0,0,1,0,0,0,0,0,0,0,0,0
1924,1,1,0,1,1,1,0,0,1,0,0,0
1925,1,1,1,0,0,0,0,0,0,0,0,0
1926,0,0,1,0,0,0,0,0,1,1,0,0
1927,1,1,1,0,1,0,0,0,0,0,0,0
1928,1,1,1,0,0,0,0,0,0,0,0,0
1929,0,0,0,1,0,0,1,1,1,0,0,0
1930,0,0,0,0,1,1,0,0,0,0,0,0
1931,1,1,1,1,0,0,0,0,0,0,0,1
1932,1,1,1,0,0,0,0,0,0,0,0,0
1933,0,0,0,0,1,0,0,0,0,0,0,0
1934,1,1,1,1,0,0,0,0,0,0,0,0
1935,1,1,1,0,0,1,0,0,0,0,0,0
1936,0,0,0,1,0,0,0,0,0,0,0,0
1937,1,1,1,0,1,0,0,0,0,0,0,0
1938,1,1,1,1,0,0,0,0,0,0,0,0
1939,1,1,1,0,1,1,0,0,0,0,0,0
1940,0,0,0,0,0,0,0,0,0,0,0,0
1941,1,1,1,1,0,0,0,0,0,0,0,0
1942,1,1,1,0,0,0,0,0,0,0,1,0
1943,1,1,0,1,0,1,0,0,1,0,0,0
1944,0,0,0,0,0,0,1,1,0,0,0,0
1945,0,0,1,0,0,0,0,0,0,0,0,0
1946,1,1,0,1,1,0,0,0,0,0,0,0
1947,1,1,1,0,0,1,0,0,0,0,0,0
1948,1,1,1,1,0,0,0,0,0,0,0,0
1949,0,0,0,0,0,0,1,0,0,0,0,0
1950,1,1,1,1,1,1,0,0,0,0,0,0
1951,2,1,0,0,0,0,0,0,1,0,0,0
1952,1,0,0,0,0,0,0,0,0,0,0,0
1953,0,1,1,1,1,0,0,0,0,0,0,0
1954,1,1,0,0,0,0,0,0,0,0,0,0
1955,1,1,1,1,0,0,0,0,0,0,0,0
1956,0,0,1,0,0,1,0,0,0,0,1,0
1957,1,1,0,0,0,0,0,0,0,0,0,0
1958,1,1,1,1,0,0,0,0,0,0,0,0
1959,1,1,1,0,0,0,0,0,0,0,0,0
1960,0,0,0,1,1,0,0,0,0,0,0,0
1961,1,1,1,0,0,0,0,0,0,0,0,0
1962,1,1,0,1,0,0,0,0,1,0,0,0
1963,1,1,0,0,0,0,0,0,0,0,1,0
1964,1,1,1,0,0,1,0,0,0,0,0,0
1965,0,0,0,1,0,0,0,0,1,0,0,0
1966,1,1,0,0,0,0,0,0,0,0,0,0
1967,1,1,1,1,1,0,0,0,0,0,0,0
1968,0,0,0,0,0,0,1,1,1,0,0,0
1969,0,0,0,1,0,0,0,0,0,0,0,0
1970,1,1,1,0,1,0,0,0,0,0,0,0
1971,1,1,0,0,0,0,0,0,0,1,0,0
1972,1,1,1,0,0,0,0,0,0,0,0,0
1973,0,0,0,0,1,0,1,1,1,0,0,1
1974,0,0,0,1,0,0,0,0,0,0,0,0
1975,1,1,1,0,0,0,0,0,0,0,0,0
1976,1,1,1,0,1,0,0,0,0,0,0,0
1977,0,0,0,1,0,0,0,0,0,0,0,0
1978,1,1,1,0,0,1,0,0,0,0,0,0
1979,1,1,1,1,0,0,0,0,0,0,1,0
1980,0,0,0,0,0,0,0,0,0,0,0,0
1981,1,1,1,0,0,0,0,0,0,1,0,0
1982,1,1,1,0,1,1,0,0,0,0,0,0
1983,1,1,0,0,0,0,0,0,1,0,0,0
1984,0,0,0,1,1,0,1,1,0,0,0,0
1985,0,0,1,0,0,0,0,0,0,0,0,0
1986,1,1,0,0,1,0,0,0,0,1,0,0
1987,1,1,1,0,0,0,0,0,0,0,0,0
1988,2,1,1,0,0,0,0,0,0,0,0,0
1989,0,0,0,1,0,0,1,1,1,0,0,0
1990,0,0,0,0,1,0,0,0,0,0,0,0
1991,1,1,1,1,0,0,0,0,0,0,0,0
1992,0,0,0,0,0,0,1,1,1,0,0,1
1993,0,0,0,0,1,0,0,0,0,0,0,0
1994,1,1,1,1,0,0,0,0,0,0,0,0
1995,1,1,0,0,0,0,0,0,0,0,0,0
1996,0,0,1,1,1,0,0,0,0,0,0,0
1997,1,1,0,0,0,0,0,0,1,0,0,0
1998,1,1,0,0,0,0,0,0,0,1,0,0
1999,1,1,1,0,1,1,0,0,0,0,0,0
2000,0,0,0,0,0,0,0,0,0,0,0,0
2001,1,1,1,1,0,0,0,0,0,0,0,0
2002,1,1,1,0,1,0,0,0,0,0,0,0
2003,0,0,0,1,0,1,1,1,1,0,0,0
2004,0,0,0,0,1,0,0,0,0,0,0,0
2005,1,1,1,1,0,0,0,0,0,0,0,0
2006,0,0,0,0,0,0,1,1,1,0,0,0
2007,0,0,0,0,1,1,0,0,0,0,0,0
2008,1,1,1,1,0,0,0,0,0,0,0,0
2009,1,1,1,0,0,0,0,0,0,0,0,0
2010,0,0,0,1,0,0,0,0,0,0,0,0
2011,1,1,1,0,1,1,0,0,0,0,0,0
2012,1,1,1,0,0,0,0,0,0,0,0,0
2013,0,0,0,1,1,0,0,0,0,0,0,0
2014,1,1,1,0,0,0,0,0,0,0,0,0
2015,1,1,0,1,0,0,0,0,1,0,0,1
2016,0,0,0,0,0,0,1,1,0,0,1,0
2017,0,0,1,1,0,0,0,0,0,0,0,0
2018,1,1,0,0,0,0,0,0,1,0,0,0
2019,1,1,0,0,0,0,0,0,0,0,0,0
2020,0,0,1,1,1,0,1,1,0,0,0,0
2021,0,0,0,0,0,0,1,0,1,0,0,1
2022,1,1,0,0,0,0,0,0,0,1,0,0
2023,1,1,1,0,1,0,0,0,0,0,0,0
2024,0,0,0,0,0,0,1,1,0,0,0,0
2025,0,0,1,1,0,1,0,0,0,0,0,0
2026,1,1,1,0,0,0,0,0,0,0,0,0
2027,1,1,1,0,1,0,0,0,0,1,0,0
2028,0,0,0,0,0,0,0,0,0,0,0,0
2029,1,1,1,0,0,0,0,0,0,0,0,0
2030,1,1,1,1,1,0,0,0,0,0,0,0
2031,0,0,0,0,0,0,1,1,0,0,0,0
2032,0,0,1,0,0,0,0,0,0,1,0,0
2033,1,1,0,0,0,0,0,0,0,0,1,0
2034,1,1,1,0,0,1,0,0,0,0,0,0
2035,0,0,1,1,0,0,0,0,0,0,0,0
2036,1,1,0,0,1,0,0,0,0,0,0,0
2037,1,1,1,0,0,0,0,0,0,1,0,1
2038,1,0,1,0,0,0,0,0,0,0,0,0
2039,1,1,0,0,1,0,0,0,0,0,0,0
2040,1,1,1,1,0,0,0,0,0,0,0,0
2041,1,0,0,0,0,0,0,0,0,0,0,0
2042,1,1,1,1,1,0,0,0,0,0,0,0
2043,1,1,1,0,0,1,0,0,0,0,0,0
2044,1,1,0,0,0,0,0,0,0,1,0,0
2045,0,0,1,0,0,0,1,1,0,0,0,0
2046,0,0,0,0,1,0,1,0,1,0,0,0
2047,0,1,0,1,0,0,1,0,0,0,0,0
2048,0,1,1,0,0,0,1,0,0,0,0,0
2049,0,0,0,1,1,0,1,1,1,0,0,0
2050,0,0,0,0,0,0,0,0,0,0,0,0
2051,1,1,1,1,0,0,0,0,0,0,0,0
2052,1,1,1,0,0,0,0,0,0,0,0,0
2053,1,1,0,0,1,1,0,0,1,1,0,0
2054,0,0,0,0,0,0,1,1,0,0,0,0
2055,0,1,1,0,0,0,0,0,0,0,0,0
2056,1,1,0,1,0,0,0,0,0,0,1,0
2057,1,1,1,0,0,0,0,0,0,0,0,0
2058,0,1,0,1,0,0,1,0,1,0,0,0
2059,0,1,0,0,0,1,0,0,0,0,0,0
2060,1,1,1,1,1,0,0,0,0,0,0,0
2061,0,0,0,0,0,0,0,0,0,0,0,0
2062,1,1,1,0,0,0,0,0,0,0,0,0
2063,1,1,1,1,0,1,0,0,0,0,1,0
2064,0,0,0,0,0,0,1,1,0,0,0,0
2065,0,0,1,0,0,0,1,0,0,1,0,0
2066,1,1,0,0,0,0,0,0,0,0,1,0
2067,1,2,1,0,0,0,0,0,0,0,0,0
2068,1,1,1,1,0,0,0,0,0,0,0,1
2069,0,1,0,0,0,0,0,0,0,0,0,0
2070,1,1,1,1,1,0,0,0,0,0,0,0
2071,1,1,1,0,0,0,0,0,0,0,0,0
2072,0,0,0,0,0,1,1,1,1,1,0,0
2073,0,0,0,0,0,0,0,0,0,0,1,0
2074,1,1,1,0,0,0,0,0,0,0,0,0
2075,1,1,0,1,0,0,0,0,1,0,0,0
2076,0,0,0,0,0,0,1,1,0,0,0,0
2077,0,0,1,0,1,0,0,0,0,0,0,0
2078,1,1,0,1,0,1,0,0,1,0,0,1
2079,1,1,0,0,0,0,0,0,0,0,0,0
2080,0,0,1,1,1,0,1,1,0,0,0,0
2081,0,0,0,0,0,0,0,0,1,0,0,0
2082,1,1,0,1,0,0,0,0,0,0,0,1
2083,2,1,1,0,1,0,0,0,0,0,0,0
2084,1,1,1,0,0,0,0,0,0,0,0,0
2085,0,1,0,1,0,0,1,0,0,0,0,0
2086,0,1,1,0,1,1,0,0,0,0,0,0
2087,1,0,0,1,0,0,0,1,0,0,0,0
2088,1,0,1,0,0,0,0,0,0,0,0,0
2089,1,1,1,0,1,0,0,0,0,0,0,0
2090,1,1,0,1,0,0,0,0,0,0,0,0
2091,0,0,1,0,0,0,0,0,0,0,0,0
2092,1,1,1,1,0,1,0,0,0,0,1,0
2093,1,1,0,0,0,0,0,0,0,0,0,0
2094,1,1,1,1,0,0,0,0,0,0,0,0
2095,0,0,0,0,0,0,0,0,0,0,1,0
2096,1,1,1,0,0,0,0,0,0,0,0,1
2097,1,1,1,1,0,0,0,0,0,0,0,0
2098,0,0,0,0,0,0,1,1,1,0,0,0
2099,0,0,0,1,1,0,0,0,0,0,0,0
2100,1,1,1,0,0,0,0,0,0,0,0,0
2101,0,0,0,0,1,0,1,1,1,1,0,0
2102,0,0,0,0,0,0,0,0,0,0,0,0
2103,1,1,1,0,0,1,0,0,0,0,0,0
2104,0,0,0,1,1,0,1,1,1,0,0,0
2105,0,0,0,0,0,0,0,0,0,0,0,0
2106,1,1,1,0,1,1,0,0,0,1,0,0
2107,1,1,0,0,0,1,0,0,0,0,0,0
2108,0,0,1,0,0,0,0,0,0,0,0,0
2109,1,1,0,1,0,0,0,0,1,0,0,0
2110,1,1,0,0,1,0,0,0,0,0,0,0
2111,1,1,1,1,0,0,0,0,0,0,0,0
2112,0,0,0,0,0,1,1,1,1,0,0,0
2113,0,0,0,0,1,0,0,0,0,1,0,0
2114,1,1,1,0,0,0,0,0,0,0,0,0
2115,1,1,0,0,0,1,0,0,0,1,0,0
2116,0,0,1,0,1,0,0,0,0,0,0,0
2117,1,1,1,0,0,0,0,0,0,0,0,0
2118,1,1,1,1,0,0,0,0,0,0,0,0
2119,0,0,0,0,1,1,0,0,1,0,0,0
2120,1,1,0,1,0,0,0,0,0,0,0,0
2121,1,1,1,0,1,0,0,0,0,0,0,0
2122,1,1,0,1,0,0,0,0,0,0,0,0
2123,0,0,1,0,0,0,1,1,0,0,0,0
2124,0,0,0,1,0,1,0,0,1,0,0,0
2125,1,1,0,0,1,0,0,0,0,0,0,0
2126,1,1,1,0,0,0,0,0,0,1,0,0
2127,0,0,0,0,0,0,1,1,1,0,0,0
2128,0,0,0,0,1,0,0,0,0,0,0,0
2129,1,1,1,1,0,0,0,0,0,0,0,0
2130,0,0,0,0,0,1,1,1,1,0,1,0
2131,0,0,0,1,0,0,0,0,0,0,0,0
2132,1,1,1,0,0,0,0,0,0,0,1,0
2133,1,1,0,0,0,0,0,0,0,1,0,0
2134,0,0,1,0,0,1,0,0,0,0,0,0
2135,1,1,0,0,1,0,0,0,0,0,0,0
2136,1,1,1,1,0,0,0,0,0,0,0,0
2137,0,0,1,0,0,0,1,1,0,0,0,0
2138,0,0,0,1,1,0,0,0,0,0,0,0
2139,1,1,1,0,0,0,0,0,0,0,0,0
2140,0,0,0,0,0,1,0,0,0,1,0,0
2141,1,1,1,0,1,0,0,0,0,0,0,0
2142,2,1,1,0,0,0,0,0,0,0,0,1
2143,1,1,0,1,0,0,0,0,0,0,0,0
2144,1,1,1,0,0,0,0,0,0,0,1,0
2145,2,1,1,0,0,1,0,0,0,1,0,0
2146,0,0,0,0,0,0,1,1,0,0,0,0
2147,0,0,1,0,0,0,0,0,0,0,0,0
2148,1,1,0,1,1,0,0,0,0,0,0,0
2149,1,1,1,0,0,1,0,0,0,0,0,0
2150,0,0,1,1,0,0,0,0,0,0,0,0
2151,1,1,0,0,1,0,0,0,0,0,0,0
2152,1,1,1,0,0,0,0,0,0,0,0,0
2153,0,0,0,1,0,0,1,1,1,0,0,0
2154,0,0,0,0,0,0,0,0,0,0,1,1
2155,1,1,1,0,0,0,0,0,0,1,0,0
2156,0,0,0,0,0,0,1,1,0,0,0,0
2157,0,0,1,0,0,0,0,0,0,1,0,0
2158,1,1,0,0,1,1,0,0,0,0,0,0
2159,1,1,1,0,0,0,0,0,0,0,0,0
2160,1,1,1,1,0,1,0,0,0,0,0,0
2161,0,0,0,0,1,0,0,0,0,0,0,0
2162,1,1,1,0,0,0,0,0,0,0,0,0
2163,1,1,1,1,0,0,0,0,0,0,0,0
2164,1,1,1,0,0,0,0,0,0,0,1,0
2165,0,0,0,1,0,0,0,0,0,0,0,0
2166,1,1,1,0,0,1,0,0,0,0,0,0
2167,1,1,0,0,0,0,0,0,1,0,0,0
2168,0,0,0,1,1,0,1,1,0,0,0,0
2169,0,0,1,0,0,0,0,0,0,0,0,0
2170,1,1,0,1,0,0,0,0,1,0,0,0
2171,1,1,0,0,1,0,0,0,0,0,0,0
2172,1,0,1,0,0,0,0,0,0,1,0,0
2173,0,1,0,0,0,0,1,0,1,0,0,0
2174,0,1,0,0,1,0,0,0,0,0,0,0
2175,1,0,1,1,0,1,0,1,0,0,0,0
2176,1,0,0,0,0,0,0,0,0,0,0,0
2177,2,1,1,1,0,0,0,0,0,0,1,0
2178,1,1,0,0,0,0,1,0,1,0,0,0
2179,1,1,0,1,0,0,1,0,0,0,0,0
2180,0,0,1,0,1,0,1,1,0,0,0,0
2181,0,0,0,0,0,0,0,0,0,0,0,0
2182,1,1,1,1,0,0,0,0,0,0,0,0
2183,1,1,1,0,1,0,0,0,0,0,0,1
2184,0,0,0,0,0,0,0,0,0,1,0,0
2185,1,1,1,0,0,0,0,0,0,0,0,0
2186,1,1,1,0,1,0,0,0,0,0,0,0
2187,0,0,0,1,0,0,0,0,0,0,0,0
2188,1,1,1,0,0,0,0,0,0,1,0,0
2189,1,1,1,0,1,0,0,0,0,0,0,0
2190,1,1,1,1,0,1,0,0,0,0,0,0
2191,0,0,0,0,0,0,0,0,0,0,0,0
2192,1,1,1,0,1,0,0,0,0,1,0,0
2193,1,1,1,0,0,0,0,0,0,0,0,0
2194,0,0,0,0,0,1,1,1,1,0,0,0
2195,0,0,0,1,0,0,0,0,0,0,1,0
2196,1,1,1,0,0,0,0,0,0,0,0,0
2197,1,1,1,1,0,0,0,0,0,0,0,0
2198,0,0,0,0,0,0,1,1,0,0,0,0
2199,0,0,1,0,1,1,0,0,0,0,0,0
2200,1,1,0,1,0,0,0,0,1,0,0,0
2201,0,0,0,0,0,0,1,1,0,0,0,0
2202,0,0,1,1,0,1,0,0,0,0,1,0
2203,1,1,0,0,0,0,0,0,1,0,0,0
2204,0,0,0,1,0,0,1,1,0,0,0,1
2205,0,0,1,0,0,0,0,0,0,0,0,0
2206,1,1,1,0,1,0,0,0,0,0,0,0
2207,0,0,1,1,0,0,1,1,0,0,0,0
2208,0,0,1,0,0,0,0,0,0,0,0,0
2209,1,1,1,1,0,1,0,0,0,0,1,0
2210,1,1,1,0,0,0,0,0,0,0,0,0
2211,0,0,0,0,0,0,1,1,1,1,0,0
2212,0,0,0,0,0,0,0,0,0,0,1,0
2213,1,1,1,0,0,0,0,0,0,0,0,0
2214,1,1,1,1,0,0,0,0,0,0,0,0
2215,0,0,0,0,0,0,1,1,0,0,0,0
2216,0,0,1,1,1,0,0,0,0,0,0,0
2217,1,1,1,0,0,0,0,0,0,0,0,0
2218,0,0,0,0,0,0,1,1,0,1,0,0
2219,0,0,1,0,1,1,0,0,0,0,0,0
2220,1,1,1,0,0,0,0,0,1,0,0,0
2221,1,1,1,1,0,0,0,0,0,0,0,0
2222,0,0,1,0,0,0,0,0,0,0,0,0
2223,1,1,1,1,1,0,0,0,0,0,0,0
2224,1,1,1,1,0,0,0,0,0,0,0,1
2225,0,0,1,0,0,0,0,0,0,0,0,0
2226,1,1,0,0,1,0,0,0,0,0,0,0
2227,1,1,1,1,0,0,0,0,0,0,0,0
2228,0,0,0,0,0,0,1,1,1,0,0,1
2229,0,0,0,1,1,0,0,0,0,0,0,0
2230,1,1,1,0,0,0,0,0,0,0,0,0
2231,0,0,1,1,0,0,0,0,0,0,0,0
2232,1,1,0,0,1,0,0,0,0,0,0,0
2233,1,1,1,0,0,0,0,0,0,0,0,0
2234,1,1,1,1,0,1,0,0,0,0,0,0
2235,0,0,0,0,0,0,0,0,0,0,1,0
2236,1,1,1,1,0,0,0,0,0,0,0,0
2237,1,1,1,0,0,0,0,0,0,0,0,0
2238,0,0,0,0,0,0,1,1,0,1,0,0
2239,0,0,1,0,1,0,0,0,0,0,0,1
2240,1,1,1,0,0,0,0,0,0,0,0,0
2241,1,1,1,1,0,0,0,0,0,0,0,0
2242,0,0,0,0,1,0,0,0,0,0,0,0
2243,1,1,1,0,0,0,0,0,0,1,0,0
2244,1,1,1,0,0,0,0,0,0,0,0,0
2245,0,0,0,0,0,0,1,1,0,0,1,0
2246,0,0,1,1,0,1,0,0,0,0,0,0
2247,1,1,0,0,0,0,0,0,0,1,0,0
2248,1,1,1,0,0,1,0,0,0,0,0,0
2249,0,0,0,1,1,0,0,0,1,0,0,0
2250,1,1,0,0,0,0,0,0,0,0,0,1
2251,1,1,1,1,0,0,0,0,0,0,0,0
2252,0,0,1,0,0,0,1,1,0,0,1,0
2253,0,0,0,0,0,0,0,0,0,0,0,0
2254,1,1,1,1,0,0,0,0,0,0,0,0
2255,1,1,0,0,0,0,0,0,1,0,0,1
2256,1,1,0,0,1,0,0,0,0,1,0,0
2257,0,0,1,0,0,0,1,1,0,0,0,0
2258,0,0,0,0,0,0,0,0,0,0,0,0
2259,1,1,1,1,1,0,0,0,0,0,0,0
2260,1,1,0,0,0,0,0,0,0,0,0,0
2261,0,0,1,0,0,1,1,1,0,1,0,0
2262,0,0,1,0,1,0,0,0,0,0,0,1
2263,1,1,0,0,0,0,0,0,1,0,0,0
2264,1,1,0,1,0,0,0,0,0,0,0,0
2265,0,0,1,0,0,0,0,0,0,0,0,0
2266,1,1,0,0,1,0,0,0,0,0,0,0
2267,1,1,1,1,0,0,0,0,0,0,0,0
2268,1,1,1,0,0,0,0,0,0,0,0,1
2269,0,0,0,1,1,0,0,0,0,0,0,0
2270,1,1,1,0,0,0,0,0,0,0,0,0
2271,1,1,0,1,0,0,0,0,1,0,0,0
2272,1,1,0,0,0,0,0,0,0,0,1,0
2273,0,0,1,0,0,0,0,0,0,0,0,0
2274,1,1,0,1,0,0,0,0,0,0,0,0
2275,1,2,1,0,0,0,0,0,0,0,0,0
2276,0,1,0,0,1,0,1,1,1,1,0,1
2277,0,0,0,0,0,0,0,0,0,0,0,0
2278,1,1,1,0,0,0,0,0,0,0,0,0
2279,1,1,0,1,0,0,0,0,0,0,1,0
2280,0,0,1,0,0,0,1,1,0,0,0,0
2281,0,0,1,0,0,0,0,0,0,1,0,0
2282,1,1,0,0,1,0,0,0,0,0,0,0
2283,1,1,1,0,0,0,0,0,0,0,0,0
2284,0,0,0,1,0,0,0,0,0,0,0,0
2285,1,1,1,0,1,0,0,0,0,0,0,0
2286,1,1,1,0,0,0,0,0,0,0,0,0
2287,0,0,0,1,0,1,1,1,1,0,0,0
2288,0,0,0,0,0,0,0,0,0,0,1,0
2289,1,1,1,1,0,0,0,0,0,0,0,0
2290,1,1,1,0,0,0,0,0,0,0,0,0
2291,0,0,0,1,0,0,0,0,0,0,0,0
2292,1,1,1,0,1,0,0,0,0,0,0,0
2293,1,1,0,0,0,0,0,0,0,0,0,0
2294,0,1,1,1,1,1,1,0,0,0,0,0
2295,0,1,1,0,0,0,0,0,0,0,0,0
2296,1,0,0,1,0,0,0,1,0,0,0,0
2297,1,0,1,0,1,0,0,0,0,0,0,0
2298,1,1,1,1,0,0,0,0,0,0,0,0
2299,1,1,0,0,0,1,0,0,0,0,0,0
2300,0,0,1,0,0,0,0,0,0,1,0,0
2301,1,1,0,0,1,0,0,0,1,0,0,1
2302,1,1,0,0,0,0,0,0,0,0,0,0
2303,0,0,1,1,0,1,0,0,0,0,0,0
2304,1,1,0,0,1,0,0,0,0,0,0,0
2305,1,1,1,0,0,0,0,0,0,0,0,0
2306,1,1,1,1,0,0,0,0,0,0,0,0
2307,1,1,0,0,0,0,0,0,1,0,1,0
2308,0,0,0,1,0,0,1,1,0,0,0,0
2309,0,0,1,0,0,1,0,0,0,0,0,0
2310,1,1,0,0,0,0,0,0,0,0,0,0
2311,1,1,1,1,1,0,0,0,0,0,0,0
2312,0,0,0,0,0,0,1,1,1,0,0,0
2313,0,0,0,1,0,0,0,1,0,0,0,0
2314,1,1,1,0,1,0,0,0,0,0,0,0
2315,1,2,1,0,0,1,0,0,0,0,0,0
2316,0,1,0,1,0,0,1,0,1,0,0,1
2317,0,0,0,0,1,0,1,1,0,0,0,0
2318,0,0,1,0,0,0,0,0,0,1,0,0
2319,1,1,1,0,0,0,0,0,0,0,0,1
2320,1,1,0,0,1,0,0,0,0,0,0,0
2321,0,0,1,1,0,0,1,1,0,0,0,0
2322,1,0,0,0,0,0,0,0,0,0,0,0
2323,1,1,1,1,0,0,1,0,0,0,0,0
2324,1,1,0,0,1,0,0,0,1,0,0,0
2325,1,0,0,0,0,0,0,0,0,0,0,0
2326,0,1,1,1,0,1,0,0,0,0,0,0
2327,1,1,0,0,1,0,0,0,0,0,0,0
2328,1,1,1,0,0,0,0,0,0,1,0,0
2329,1,0,1,0,0,0,0,0,0,0,0,0
2330,0,1,0,0,1,0,1,0,0,0,0,0
2331,0,1,1,1,0,0,1,1,0,0,0,0
2332,0,1,0,0,0,0,0,0,1,0,0,0
2333,1,1,0,1,0,0,0,0,0,0,1,0
2334,1,2,1,0,0,1,0,0,0,0,0,0
2335,0,0,0,0,0,0,1,1,1,0,0,0
2336,0,0,0,1,0,0,0,0,0,0,0,0
2337,1,1,1,0,1,0,0,0,0,0,0,0
2338,0,0,0,0,0,0,1,1,1,1,0,0
2339,0,0,0,0,0,0,0,0,0,0,0,0
2340,1,1,1,0,0,1,0,0,0,0,1,0
2341,1,1,0,1,0,0,0,0,0,0,0,0
2342,0,0,1,0,0,0,1,1,0,0,0,0
2343,0,0,0,0,0,1,0,0,1,0,0,0
2344,1,1,0,1,1,0,0,0,0,0,0,0
2345,0,0,1,0,0,0,1,1,0,0,0,0
2346,0,0,1,0,0,0,0,0,0,0,0,0
2347,1,1,0,1,1,0,0,0,0,0,0,0
2348,1,1,1,0,0,0,0,0,0,0,0,0
2349,0,0,0,1,0,0,1,1,1,0,0,0
2350,0,0,0,0,0,1,0,0,0,0,1,0
2351,1,1,1,0,0,0,0,0,0,1,0,0
2352,0,0,0,0,0,1,1,1,1,0,0,0
2353,0,0,0,0,0,1,0,0,0,0,0,0
2354,1,1,1,1,1,0,0,0,0,0,0,0
