,s0,s1,s2,s3,s4,s5,q0,q1,q2,q3,q4,q5
110,2,1,2,1,1,0,1,1,0,0,0,0
111,2,1,2,1,1,0,1,1,0,0,0,0
112,2,1,2,1,1,0,1,1,0,0,0,0
113,2,1,1,1,1,0,1,1,0,0,0,0
114,3,2,1,1,1,0,0,0,0,0,0,0
115,2,2,1,1,1,0,0,0,1,0,0,0
116,2,2,1,1,1,0,0,0,1,0,0,0
117,2,2,1,1,1,0,0,0,1,0,0,0
118,2,2,1,1,1,0,0,0,1,0,0,0
119,2,2,1,1,1,0,0,0,1,0,0,0
120,2,2,1,1,1,0,0,0,1,0,0,0
121,2,2,1,1,1,0,1,1,1,0,0,0
122,2,2,1,1,0,0,1,1,1,0,0,0
123,2,2,1,1,0,0,1,1,1,0,0,0
124,2,1,1,1,0,0,1,1,1,0,0,0
125,2,1,2,1,0,0,1,1,0,0,0,0
126,2,1,2,1,0,0,1,1,0,1,0,0
127,2,1,2,1,0,0,1,1,0,1,0,0
128,2,1,2,1,0,0,1,1,0,1,1,0
129,2,1,2,1,0,0,1,1,0,1,1,0
130,2,1,2,1,0,0,1,1,0,1,1,0
131,2,2,2,1,0,0,0,0,0,1,1,0
132,2,2,2,1,0,0,0,0,0,1,1,0
133,2,2,1,1,0,0,0,0,1,1,1,0
134,2,2,1,0,0,0,0,0,1,1,1,0
135,2,2,1,0,0,0,0,0,1,1,1,0
136,2,2,1,1,0,0,0,0,1,0,1,0
137,2,2,1,1,0,0,0,0,1,0,1,0
138,2,2,1,1,1,0,0,0,1,0,0,0
139,2,2,1,1,1,0,1,1,1,0,0,0
140,2,2,1,1,1,0,1,1,1,0,0,0
141,2,2,1,1,1,0,1,1,1,0,0,0
142,2,2,1,1,1,0,1,1,1,0,0,0
143,2,2,2,1,1,0,1,1,0,0,0,0
144,1,1,2,1,1,0,1,1,0,0,0,0
145,1,1,2,1,1,0,1,1,0,0,0,0
146,1,1,2,1,1,0,1,1,0,0,0,0
147,1,1,2,1,1,0,1,1,0,0,0,0
148,1,1,2,1,1,0,1,1,0,0,0,0
149,2,2,2,1,1,0,0,0,0,0,0,0
150,2,2,2,1,1,0,0,0,0,0,0,0
151,2,2,2,1,1,0,0,0,0,0,0,0
152,2,2,2,1,1,0,0,0,0,0,0,0
153,2,2,2,1,1,0,0,0,0,0,0,0
154,2,2,2,1,1,0,0,0,0,0,0,0
155,2,2,1,1,1,0,0,0,0,0,0,0
156,2,2,1,1,1,0,1,1,1,0,0,0
157,2,2,1,1,1,0,1,1,1,0,0,0
158,2,2,1,1,1,0,1,1,1,1,0,0
159,2,2,1,1,1,0,1,1,1,1,0,0
160,2,2,1,1,1,0,1,1,1,1,0,0
161,1,1,1,1,1,0,1,1,1,1,0,0
162,1,1,1,1,1,0,1,1,1,1,0,0
163,1,1,1,1,1,0,1,1,1,1,0,0
164,1,1,1,1,1,0,1,1,1,1,0,0
165,1,1,1,1,1,0,1,1,1,1,0,0
166,2,2,2,0,1,0,0,0,0,1,0,0
167,2,2,2,0,1,0,0,0,0,1,0,0
168,2,2,2,1,0,0,0,0,0,0,1,0
169,2,2,2,1,0,0,0,0,0,0,1,0
170,2,2,2,1,0,0,0,0,0,0,1,0
171,2,2,2,1,0,0,0,0,0,0,1,0
172,2,2,2,1,0,0,0,0,0,0,1,0
173,2,2,1,1,0,0,0,0,0,0,1,0
174,2,2,1,1,0,0,1,1,1,0,1,0
175,2,2,1,1,0,0,1,1,1,0,1,0
176,2,2,1,1,0,0,1,1,1,0,1,0
177,2,2,1,1,0,0,1,1,1,0,1,0
178,2,2,1,1,1,0,1,1,1,0,0,0
179,1,1,1,1,1,0,1,1,1,0,0,0
180,1,1,1,1,1,0,1,1,1,0,0,0
181,1,1,1,1,1,0,1,1,1,0,0,0
182,1,1,1,1,1,0,1,1,1,0,0,0
183,1,1,1,1,1,0,1,1,1,0,0,0
184,2,2,2,1,1,0,0,0,0,0,0,0
185,2,2,2,1,1,0,0,0,0,0,0,0
186,2,2,2,1,1,0,0,0,0,0,0,0
187,2,2,2,1,1,0,0,0,0,0,0,0
188,2,2,2,1,1,0,0,0,0,0,0,0
189,2,2,2,1,1,0,0,0,0,0,0,0
190,2,2,2,1,1,0,0,0,0,1,0,0
191,2,2,2,1,1,0,0,0,0,1,0,0
192,2,2,2,1,1,0,1,1,0,1,0,0
193,2,2,2,1,1,0,1,1,0,1,0,0
194,2,2,2,1,1,0,1,1,0,1,0,0
195,2,2,2,1,1,0,1,1,0,1,0,0
196,1,1,1,1,1,0,1,1,0,1,0,0
197,1,1,1,1,1,0,1,1,1,1,0,1
198,1,1,1,0,1,0,1,1,1,1,0,1
199,1,1,1,0,1,0,1,1,1,1,0,1
200,1,1,1,1,1,0,1,1,1,0,0,1
201,1,1,1,1,1,0,1,1,1,0,0,1
202,2,2,1,1,1,0,0,0,1,0,0,1
203,2,2,1,1,1,0,0,0,1,0,0,1
204,2,2,1,1,1,0,0,0,1,0,0,1
205,2,2,1,1,1,0,0,0,1,0,0,1
206,2,2,1,1,1,0,0,0,1,0,0,1
207,2,2,2,1,1,1,0,0,0,0,0,0
208,2,2,2,1,0,1,0,0,0,0,0,0
209,2,2,2,1,0,1,1,1,0,0,0,0
210,2,2,2,1,0,1,1,1,0,0,0,0
211,2,2,2,1,0,1,1,1,0,0,1,0
212,2,2,2,1,0,1,1,1,0,0,1,0
213,2,2,2,1,0,1,1,1,0,0,1,0
214,1,1,1,1,0,1,1,1,0,0,1,0
215,1,1,1,1,0,1,1,1,0,0,1,0
216,1,1,1,1,0,1,1,1,0,0,1,0
217,1,1,1,1,0,1,1,1,1,0,1,0
218,1,1,1,1,0,1,1,1,1,0,1,0
219,2,2,1,1,0,1,0,0,1,0,1,0
220,2,2,1,1,0,1,0,0,1,0,1,0
221,2,2,1,1,1,1,0,0,1,0,0,0
222,2,2,1,1,1,1,0,0,1,1,0,0
223,2,2,1,1,1,1,0,0,1,1,0,0
224,2,2,1,1,1,1,0,0,1,1,0,0
225,2,2,1,1,1,1,0,0,1,1,0,0
226,2,2,1,1,1,1,1,1,1,1,0,0
227,2,2,2,1,1,1,1,1,0,1,0,0
228,2,2,2,1,1,1,1,1,0,1,0,0
229,2,2,2,1,1,1,1,1,0,1,0,0
230,2,2,2,0,1,1,1,1,0,1,0,0
231,2,2,2,0,1,1,1,1,0,1,0,0
232,1,1,2,1,1,1,1,1,0,0,0,0
233,1,1,2,1,1,1,1,1,0,0,0,0
234,1,1,2,1,1,1,1,1,0,0,0,0
235,1,1,2,1,1,1,1,1,1,0,0,0
236,2,2,2,1,1,1,0,0,1,0,0,0
237,2,2,1,1,1,0,0,0,1,0,0,0
238,2,2,1,1,1,0,0,0,1,0,0,0
239,2,2,1,1,1,0,0,0,1,0,0,0
240,2,2,1,1,1,0,0,0,1,0,0,0
241,2,2,1,1,1,0,0,0,1,0,0,0
242,2,2,1,1,1,0,0,0,1,0,0,0
243,2,2,1,1,1,0,0,0,1,0,0,0
244,2,2,1,1,1,0,1,1,1,0,0,0
245,2,2,2,1,1,0,1,1,0,0,0,0
246,2,2,2,1,1,0,1,1,0,0,0,0
247,2,2,2,1,1,0,1,1,0,0,0,0
248,2,2,2,1,1,0,1,1,1,0,0,0
249,1,1,2,1,1,0,1,1,1,1,0,0
250,1,1,2,1,1,0,1,1,1,1,0,0
251,1,1,2,1,0,0,1,1,1,1,0,0
252,1,1,2,1,0,0,1,1,1,1,0,0
253,1,1,2,1,0,0,1,1,1,1,0,0
254,2,2,2,1,0,0,0,0,1,1,0,0
255,2,2,2,1,0,0,0,0,1,1,0,0
256,2,2,2,1,0,0,0,0,2,1,1,0
257,2,2,1,1,0,0,0,0,2,1,1,0
258,2,2,2,1,0,0,0,0,1,1,1,0
259,2,2,2,2,0,0,0,0,1,0,1,0
260,2,2,2,2,0,0,1,1,1,0,1,0
261,2,2,2,2,0,0,1,1,1,0,1,0
262,2,2,2,1,0,0,1,1,1,0,1,0
263,2,2,2,1,0,0,1,1,1,0,1,0
264,2,2,2,1,0,0,1,1,1,0,1,0
265,2,2,2,1,0,0,1,1,1,0,1,0
266,1,1,3,1,1,0,1,1,0,0,0,0
267,1,1,3,1,1,0,1,1,1,0,0,0
268,1,1,3,1,1,0,1,1,1,0,0,0
269,1,1,3,1,1,0,1,1,1,0,0,0
270,2,2,3,1,1,0,0,0,1,0,0,0
271,2,2,3,1,1,0,0,0,1,0,0,0
272,2,2,3,1,1,0,0,0,1,0,0,0
273,2,2,3,1,1,0,0,0,1,0,0,0
274,2,2,3,1,1,0,0,0,1,0,0,0
275,2,2,2,1,1,0,0,0,1,0,0,0
276,2,2,2,1,1,0,0,0,1,0,0,0
277,2,2,3,1,1,0,0,0,0,0,0,0
278,2,2,3,1,1,0,1,1,0,0,0,0
279,2,2,3,1,1,0,1,1,0,0,0,0
280,2,2,3,1,1,0,1,1,0,0,0,0
281,2,2,3,1,1,0,1,1,0,1,0,0
282,2,2,3,1,1,0,1,1,0,1,0,0
283,2,2,3,1,1,0,1,1,1,1,0,0
284,1,1,3,1,1,0,1,1,1,1,0,0
285,1,1,3,1,1,0,1,1,1,1,0,0
286,1,1,3,1,1,0,1,1,1,1,0,0
287,1,1,3,1,1,0,1,1,1,1,0,0
288,2,2,2,1,1,0,0,0,1,1,0,0
289,2,2,2,0,1,0,0,0,1,1,0,0
290,2,2,2,0,1,0,0,0,1,1,0,0
291,2,2,2,1,1,0,0,0,1,0,0,0
292,2,2,2,1,1,0,0,0,1,0,0,0
293,2,2,3,1,1,0,0,0,0,0,0,0
294,2,2,3,1,1,0,0,0,0,0,0,0
295,2,2,3,1,1,0,0,0,0,0,0,0
296,2,2,2,1,0,0,0,0,0,0,1,0
297,2,2,2,1,0,0,1,1,0,0,1,0
298,2,2,2,1,0,0,1,1,0,0,1,0
299,2,2,2,1,0,0,1,1,0,0,1,0
300,1,1,2,1,0,0,1,1,0,0,1,1
301,1,1,2,1,0,0,1,1,1,0,1,1
302,1,1,2,1,0,0,1,1,1,0,1,1
303,1,1,2,1,0,0,1,1,1,0,1,1
304,1,1,2,1,0,0,1,1,1,0,1,1
305,1,1,2,1,0,0,1,1,1,0,1,1
306,1,1,2,1,1,0,1,1,1,0,0,1
307,2,2,1,1,1,0,0,0,1,0,0,1
308,2,2,1,1,1,0,0,0,1,0,0,1
309,2,2,1,1,1,0,0,0,1,0,0,1
310,2,2,1,1,1,1,0,0,1,0,0,0
311,2,2,2,1,1,1,0,0,0,0,0,0
312,2,2,2,1,1,1,0,0,0,0,0,0
313,2,2,2,1,1,1,0,0,0,0,0,0
314,2,2,2,1,1,1,0,0,0,0,0,0
315,2,2,2,1,1,1,1,1,0,0,0,0
316,2,2,2,1,1,1,1,1,0,1,0,0
317,2,2,2,1,1,1,1,1,0,1,0,0
318,1,1,2,1,1,1,1,1,0,1,0,0
319,1,1,2,1,1,1,1,1,1,1,0,0
320,1,1,2,1,1,1,1,1,1,1,0,0
321,1,1,2,0,1,1,1,1,1,1,0,0
322,1,1,2,0,1,1,1,1,1,1,0,0
323,1,1,1,0,1,1,1,1,1,1,0,0
324,1,1,1,0,1,1,1,1,1,1,0,0
325,2,2,1,0,1,1,0,0,1,1,0,0
326,2,2,1,1,1,1,0,0,1,0,0,0
327,2,2,1,1,1,1,0,0,1,0,0,0
328,2,2,1,1,1,1,0,0,1,0,0,0
329,2,2,2,1,1,1,0,0,0,0,0,0
330,2,2,2,1,1,1,0,0,0,0,0,0
331,2,2,2,1,1,1,1,1,0,0,0,0
332,2,2,2,1,1,1,1,1,0,0,0,0
333,2,2,2,1,1,1,1,1,0,0,0,0
334,2,2,2,1,1,1,1,1,0,0,0,0
335,2,2,2,1,1,1,1,1,0,0,0,0
336,2,2,2,1,0,1,1,1,0,0,0,0
337,1,1,2,1,0,1,1,1,0,0,0,0
338,1,1,2,1,0,1,1,1,1,0,0,0
339,1,1,2,1,0,1,1,1,1,0,0,0
340,1,1,2,1,0,0,1,1,1,0,0,0
341,2,2,1,1,0,0,0,0,1,0,1,0
342,2,2,1,1,0,0,0,0,1,0,1,0
343,2,2,1,1,0,0,0,0,1,0,1,0
344,2,2,1,1,0,0,0,0,1,0,1,0
345,2,2,1,1,0,0,0,0,1,0,1,0
346,2,2,1,1,0,0,0,0,1,0,1,0
347,2,2,1,1,0,0,0,0,1,1,1,0
348,2,2,2,1,0,0,0,0,0,1,1,0
349,2,2,2,1,0,0,1,1,0,1,1,0
350,2,2,2,1,0,0,1,1,0,1,1,0
351,2,2,2,1,1,0,1,1,0,1,0,0
352,2,2,2,1,1,0,1,1,0,1,0,0
353,2,2,2,1,1,0,1,1,0,1,0,0
354,2,2,2,1,1,0,1,1,0,1,0,0
355,1,1,2,1,1,0,1,1,0,1,0,1
356,1,1,2,0,1,0,1,1,0,1,0,1
357,1,1,2,1,1,0,1,1,1,0,0,1
358,1,1,2,1,1,0,1,1,1,0,0,1
359,2,2,1,1,1,0,0,0,1,0,0,1
360,2,2,1,1,1,0,0,0,1,0,0,1
361,2,2,1,1,1,0,0,0,1,0,1,1
362,2,2,1,1,1,0,0,0,1,0,1,1
363,2,2,1,1,1,0,0,0,1,0,1,1
364,2,2,1,1,1,0,0,0,1,0,1,1
365,2,2,1,1,1,1,0,0,1,0,1,0
366,2,2,1,1,1,1,0,0,1,0,1,0
367,2,2,2,1,1,1,0,0,0,0,1,0
368,2,2,2,1,1,1,0,0,0,0,1,0
369,2,2,2,1,1,1,1,1,0,0,1,0
370,2,2,2,1,1,1,1,1,0,0,1,0
371,1,1,2,1,2,1,1,1,0,0,0,0
372,1,1,2,1,2,1,1,1,0,0,0,0
373,1,1,2,1,2,1,1,1,0,0,0,0
374,1,1,2,1,2,1,1,1,0,0,0,0
375,1,1,2,1,2,1,1,1,0,0,0,0
376,1,1,2,1,2,1,1,1,0,0,0,0
377,1,1,2,1,2,1,1,1,0,0,0,0
378,1,1,1,1,2,1,1,1,1,1,0,1
379,2,2,1,1,2,1,0,0,1,1,0,1
380,2,2,1,1,2,1,0,0,1,1,0,1
381,2,2,1,1,1,1,0,0,1,1,0,1
382,2,2,1,1,1,1,0,0,1,1,0,1
383,2,2,1,1,1,1,0,0,1,1,0,1
384,2,2,1,1,1,1,0,0,1,1,1,1
385,2,2,1,1,1,1,0,0,1,1,1,1
386,2,2,1,1,1,1,0,0,1,1,1,1
387,2,2,1,0,1,1,0,0,1,1,1,1
388,2,2,2,1,1,2,1,1,0,0,1,0
389,1,1,2,1,1,2,1,1,0,0,1,0
390,1,1,2,1,1,2,1,1,0,0,1,0
391,1,1,2,1,1,2,1,1,0,0,1,0
392,1,1,2,1,1,2,1,1,0,0,1,0
393,1,1,2,1,1,2,1,1,0,0,1,0
394,1,1,2,1,2,2,1,1,0,0,0,0
395,1,1,2,1,2,1,1,1,0,0,0,0
396,1,1,2,1,2,1,1,1,0,0,0,0
397,1,1,1,1,2,1,1,1,0,0,0,0
398,2,2,1,1,2,1,0,0,0,0,0,0
399,2,2,1,1,2,1,0,0,1,0,0,0
400,2,2,1,1,2,1,0,0,1,0,0,0
401,2,2,1,1,1,1,0,0,1,0,0,0
402,2,2,1,1,1,1,0,0,1,0,0,0
403,2,2,1,1,1,1,1,1,1,0,0,0
404,2,2,1,1,1,1,1,1,1,0,0,0
405,2,2,1,1,1,1,1,1,1,0,0,0
406,2,2,1,1,1,1,1,1,1,0,0,0
407,2,2,1,1,1,1,1,1,1,0,0,0
408,2,2,1,1,1,1,1,1,1,0,0,0
409,1,1,2,1,1,1,1,1,0,0,0,0
410,1,1,2,1,1,1,1,1,0,0,0,0
411,1,1,2,1,1,1,1,1,0,0,0,0
412,1,1,2,1,1,1,1,1,0,1,0,0
413,2,2,2,1,1,1,0,0,0,1,0,0
414,2,2,2,1,1,1,0,0,0,1,0,0
415,2,2,2,1,1,1,0,0,0,1,0,0
416,2,2,2,1,1,1,0,1,0,1,0,0
417,2,2,2,1,1,1,0,1,0,1,0,0
418,2,2,1,0,1,0,0,1,0,1,0,0
419,2,2,1,0,1,0,0,1,0,1,0,0
420,2,2,1,0,1,0,0,1,1,1,0,0
421,2,2,1,0,1,0,1,2,1,1,0,0
422,2,2,1,1,1,0,1,2,1,0,0,0
423,2,2,1,1,1,0,1,2,1,0,0,0
424,2,2,1,1,0,0,1,2,1,0,0,1
425,2,2,1,1,0,0,1,2,1,0,0,1
426,2,3,1,1,0,0,1,1,1,0,0,1
427,2,3,1,1,0,0,1,1,1,0,1,1
428,1,2,1,1,0,0,1,1,1,0,1,1
429,1,2,1,1,0,0,1,1,1,0,1,1
430,1,2,2,1,0,0,1,1,0,0,1,1
431,2,3,2,1,0,0,0,0,0,0,1,1
432,2,3,2,1,0,0,0,0,0,0,1,1
433,2,3,2,1,0,0,0,0,0,0,1,1
434,2,3,2,1,0,1,1,1,0,0,1,0
435,2,3,2,1,0,1,1,1,0,0,1,0
436,2,3,2,1,0,1,1,1,0,0,1,0
437,2,3,2,1,1,1,1,1,0,0,0,0
438,2,3,2,1,1,1,1,1,0,0,0,0
439,2,3,1,1,1,1,1,1,0,0,0,0
440,2,3,1,1,1,1,1,1,0,0,0,0
441,2,3,1,1,1,1,1,1,0,0,0,0
442,2,3,1,1,1,1,2,1,1,1,0,0
443,1,2,1,1,1,1,2,1,1,1,0,0
444,2,3,1,1,1,1,1,0,1,1,0,0
445,2,3,1,1,1,1,1,0,1,1,0,0
446,2,3,1,1,1,1,1,0,1,1,0,0
447,2,3,1,1,1,1,1,0,1,1,0,0
448,2,3,1,1,1,1,1,0,1,1,0,0
449,2,3,1,1,1,1,1,0,1,1,0,0
450,2,3,1,1,1,1,1,0,1,1,0,0
451,2,3,1,1,1,1,1,0,1,1,0,0
452,3,3,2,1,1,1,0,0,0,0,0,0
453,3,3,2,1,1,1,0,0,0,0,0,0
454,3,3,2,1,1,1,0,0,0,0,0,0
455,3,3,2,1,1,1,0,0,0,0,0,0
456,3,2,2,1,1,1,0,0,0,0,0,0
457,3,2,2,1,1,1,0,0,0,0,0,0
458,3,2,2,1,1,1,1,1,0,0,0,0
459,3,2,2,1,1,1,1,1,0,0,0,0
460,3,2,1,1,1,1,1,1,0,0,0,0
461,2,1,1,1,1,1,1,1,0,0,0,0
462,2,1,1,1,1,1,1,1,0,0,0,0
463,2,1,1,1,1,1,1,1,1,0,0,0
464,2,1,1,1,1,0,1,1,1,0,0,0
465,2,1,1,1,1,0,1,1,1,0,0,0
466,2,1,1,1,1,0,1,1,1,0,0,0
467,2,1,1,1,0,0,1,1,1,0,0,0
468,3,2,1,1,0,0,0,0,1,0,0,0
469,3,2,1,1,0,0,0,0,1,0,0,0
470,3,2,1,1,0,0,0,0,1,0,1,0
471,3,2,1,1,0,0,0,0,1,0,1,0
472,3,2,1,1,0,0,0,0,1,0,1,0
473,3,2,2,1,0,0,0,0,0,0,1,0
474,2,1,2,1,0,0,0,0,0,0,1,0
475,2,1,2,1,0,0,0,0,0,1,1,0
476,2,1,2,1,0,0,1,1,0,1,1,0
477,2,1,2,1,0,0,1,1,0,1,1,0
478,2,1,2,1,0,0,1,1,0,1,1,0
479,2,1,2,1,0,0,1,1,0,1,1,0
480,2,1,2,1,1,0,1,1,0,1,0,0
481,2,1,2,1,1,0,1,1,0,1,0,0
482,1,1,1,0,1,0,1,1,0,1,0,0
483,1,1,1,0,1,0,1,1,0,1,0,0
484,1,1,1,0,1,0,1,1,0,1,0,0
485,1,1,1,1,1,0,1,1,0,0,0,0
486,2,2,1,1,1,0,0,0,0,0,0,0
487,2,2,1,1,1,0,0,0,1,0,0,1
488,2,2,1,1,1,0,0,0,1,0,0,1
489,2,2,1,1,1,0,0,0,1,0,0,1
490,2,2,1,1,1,0,0,0,1,0,0,1
491,2,2,1,1,1,0,0,0,1,0,0,1
492,2,2,1,1,1,0,0,0,1,0,0,1
493,2,2,1,1,1,0,0,0,1,0,0,1
494,2,2,1,1,1,0,1,1,1,0,0,1
495,2,2,1,1,1,0,1,1,1,0,0,1
496,2,2,1,1,1,0,1,1,1,0,0,1
497,2,2,2,1,1,1,1,1,0,0,0,0
498,1,1,2,1,1,1,1,1,0,0,0,0
499,1,1,2,1,1,1,1,1,0,0,0,0
500,1,1,2,1,1,1,1,1,0,0,0,0
501,1,1,2,1,1,1,1,1,0,0,0,0
502,1,1,2,1,1,1,1,1,0,0,0,0
503,1,1,1,1,1,1,1,1,0,0,0,0
504,2,2,1,1,1,1,0,0,0,0,0,0
505,2,2,1,1,1,1,0,0,0,0,0,0
506,2,2,1,1,1,1,0,0,0,0,0,0
507,2,2,1,1,1,1,0,0,0,0,0,0
508,2,2,1,1,1,1,1,0,1,0,0,0
509,2,2,1,1,1,1,1,0,1,1,0,0
510,2,2,1,1,0,1,1,0,1,1,0,0
511,2,2,1,1,0,1,1,1,1,1,1,0
512,2,2,1,1,0,1,1,1,1,1,1,0
513,2,2,1,1,0,1,1,1,1,1,1,0
514,2,2,1,1,0,1,1,1,1,1,1,0
515,2,2,1,0,0,1,1,1,1,1,1,0
516,1,1,1,0,0,1,1,1,1,1,1,0
517,1,1,1,0,0,1,1,1,1,1,1,0
518,2,1,2,0,0,1,0,1,0,1,1,0
519,2,1,2,1,0,1,0,1,0,0,1,0
520,2,1,2,1,0,1,0,1,0,0,1,0
521,2,2,2,1,1,1,0,0,0,0,0,0
522,2,2,2,1,1,1,0,0,0,0,0,0
523,2,2,2,1,1,1,1,0,0,0,0,0
524,2,2,2,1,1,1,1,0,0,0,0,0
525,2,2,2,1,1,1,1,0,0,0,0,0
526,2,2,2,1,1,1,1,0,0,0,0,0
527,2,2,1,1,1,0,1,0,0,0,0,0
528,2,2,1,1,1,0,1,0,1,0,0,0
529,2,2,1,1,1,0,1,0,1,0,0,0
530,2,2,1,1,1,0,1,1,1,0,0,0
531,2,2,1,1,1,0,1,1,1,0,0,0
532,2,2,1,1,1,0,1,1,1,0,0,0
533,3,2,1,1,1,0,0,1,1,0,0,0
534,2,1,1,1,1,0,0,1,1,0,0,0
