,San Andreas (Carrizo) rev,San Andreas (Cholame) rev,San Andreas (Mojave S),San Andreas (Coachella) rev,San Jacinto (Anza) rev,Garlock (West),San Andreas (Carrizo) rev,San Andreas (Cholame) rev,San Andreas (Mojave S),San Andreas (Coachella) rev,San Jacinto (Anza) rev,Garlock (West)
2068,1,1,1,1,0,0,0,0,0,0,0,0
2069,0,0,0,0,0,1,0,0,0,0,0,0
2070,1,1,0,1,0,0,0,0,1,0,0,0
2071,0,0,0,1,0,0,1,1,1,0,0,0
2072,1,1,0,0,0,0,0,0,0,0,0,0
2073,0,0,0,0,1,1,0,0,0,0,0,0
2074,0,0,0,0,0,0,1,1,1,0,0,0
2075,1,1,1,1,0,1,0,0,0,0,1,0
2076,1,0,1,0,0,0,0,0,0,0,0,0
2077,0,0,0,1,1,1,1,1,1,0,0,0
2078,1,1,1,1,0,0,0,0,0,0,0,0
2079,0,1,1,0,0,0,0,0,0,0,0,0
2080,1,1,1,0,0,1,0,0,0,0,0,0
2081,1,1,0,0,0,0,0,0,0,0,0,0
2082,1,1,1,1,0,0,0,0,0,0,0,0
2083,2,1,1,0,0,0,0,0,0,0,0,0
2084,0,0,0,0,0,0,0,0,0,0,0,0
2085,1,1,0,1,1,0,0,0,0,0,0,0
2086,1,1,1,0,0,0,0,0,0,0,1,0
2087,0,0,1,1,0,0,0,0,0,0,0,0
2088,1,1,0,0,0,0,0,0,0,0,1,1
2089,0,0,0,1,0,0,0,0,0,0,0,0
2090,0,0,0,0,0,0,1,1,1,1,0,1
2091,1,1,1,0,0,0,0,0,0,0,0,0
2092,1,0,0,0,0,0,0,0,0,0,0,0
2093,1,1,0,0,0,0,0,0,1,0,0,0
2094,1,1,1,1,0,0,0,0,0,0,0,0
2095,1,1,1,0,1,1,0,0,0,0,0,0
2096,1,1,1,0,0,0,0,0,0,0,0,0
2097,1,1,1,0,1,0,0,0,0,0,0,0
2098,0,0,1,0,1,0,1,1,0,0,0,0
2099,1,1,0,0,1,1,0,0,1,0,0,0
2100,1,1,1,1,0,0,0,0,0,0,0,0
2101,1,1,1,0,0,0,0,0,0,0,0,0
2102,0,0,0,0,0,1,0,0,1,0,0,0
2103,1,1,0,0,0,0,0,0,0,1,0,0
2104,1,1,1,1,0,0,0,0,0,0,0,0
2105,1,1,0,0,0,0,0,0,0,0,0,0
2106,1,1,1,1,0,0,0,0,0,0,0,0
2107,0,0,0,0,1,0,0,0,0,0,0,0
2108,1,1,0,1,0,0,0,0,0,0,1,0
2109,1,1,0,1,0,0,0,0,0,0,0,0
2110,1,0,1,0,1,0,1,1,0,1,0,0
2111,1,1,0,0,0,0,0,0,0,1,0,0
2112,1,1,1,1,0,0,0,0,0,0,0,0
2113,0,0,0,1,0,0,0,0,0,0,0,0
2114,1,1,1,1,0,0,0,0,1,0,0,0
2115,0,0,1,0,0,0,0,0,0,0,0,0
2116,1,1,1,0,0,0,0,0,0,0,0,0
2117,0,0,0,0,0,0,1,1,1,0,1,0
2118,1,1,0,0,0,0,0,0,1,0,0,0
2119,0,0,1,0,0,0,0,0,0,0,0,0
2120,0,1,0,0,0,0,1,0,1,1,0,0
2121,1,1,0,1,0,0,0,0,0,0,0,0
2122,0,0,1,0,0,0,1,1,0,0,0,0
2123,0,0,1,0,0,0,1,1,0,0,0,0
2124,0,0,1,1,0,0,1,1,0,0,0,0
2125,1,1,0,1,1,0,0,0,0,0,0,0
2126,1,1,0,0,0,0,0,0,1,0,0,0
2127,1,1,1,0,1,0,0,0,0,0,0,0
2128,0,0,1,0,0,0,0,0,0,1,0,0
2129,0,1,0,1,0,0,0,0,1,0,0,0
2130,0,1,0,0,1,0,1,1,0,0,0,0
2131,0,0,0,1,0,0,1,1,0,0,0,0
2132,1,1,1,0,0,0,0,0,0,0,0,0
2133,1,1,1,1,0,0,0,0,0,0,0,0
2134,0,0,0,0,1,0,1,1,1,1,0,0
2135,1,1,1,0,1,0,0,0,0,0,0,0
2136,1,1,0,1,0,1,0,0,0,0,0,0
2137,0,0,0,0,0,0,0,0,0,1,0,0
2138,1,1,1,0,0,0,0,0,0,0,0,0
2139,1,1,1,0,0,0,0,0,0,0,0,0
2140,0,0,1,0,0,0,0,0,0,0,0,0
2141,1,1,0,0,0,0,0,0,1,1,0,0
2142,0,1,0,0,1,0,0,0,0,0,0,0
2143,1,1,0,0,1,0,0,0,1,0,0,0
2144,1,1,1,1,1,1,0,0,0,0,0,0
2145,1,0,0,1,1,0,0,0,1,0,0,0
2146,1,1,1,0,1,0,0,0,0,0,0,0
2147,1,1,1,0,0,0,0,0,0,0,0,0
2148,1,1,1,0,0,0,0,0,0,0,0,0
2149,0,0,0,1,0,0,1,1,1,0,0,0
2150,0,0,0,0,0,0,1,1,1,0,0,0
2151,0,1,0,1,1,0,0,0,0,0,0,0
2152,1,0,1,0,1,0,0,0,0,0,0,0
2153,0,1,1,0,0,1,1,0,0,0,0,0
2154,1,1,1,1,1,0,0,0,0,0,0,0
2155,0,1,0,0,0,0,0,0,0,0,0,0
2156,1,1,0,0,0,1,0,0,0,0,0,0
2157,1,1,1,0,0,0,0,0,0,0,0,0
2158,0,0,1,1,0,0,1,0,0,0,0,0
2159,0,0,1,0,1,0,1,1,0,0,0,0
2160,0,0,0,0,0,0,1,1,0,0,0,0
2161,1,1,1,0,0,1,0,0,0,0,0,0
2162,0,0,1,0,0,0,0,0,0,1,0,0
2163,1,1,0,1,0,0,0,0,0,0,0,0
2164,1,0,1,0,1,0,0,0,0,0,0,0
2165,0,0,0,1,0,0,0,0,0,0,0,0
2166,1,1,1,0,0,0,0,0,0,0,0,1
2167,0,0,0,0,1,0,1,1,0,0,0,0
2168,1,1,1,1,0,1,0,0,0,0,0,0
2169,0,1,0,0,0,0,1,0,0,0,1,0
2170,1,0,0,0,0,0,1,1,1,1,0,0
2171,0,0,1,1,1,0,0,0,0,0,0,0
2172,1,1,1,1,0,0,0,0,0,0,0,0
2173,0,0,1,0,0,0,1,1,0,1,0,0
2174,1,1,1,1,0,0,0,0,0,0,0,1
2175,1,1,0,0,0,0,0,0,1,0,0,0
2176,1,0,1,1,0,1,0,0,0,0,0,0
2177,1,1,0,1,0,0,0,0,0,0,1,0
2178,1,1,1,0,1,0,0,0,0,0,0,0
2179,0,0,1,1,0,0,0,0,0,0,0,0
2180,0,0,1,1,0,0,1,1,0,0,1,0
2181,1,1,1,1,0,0,0,0,0,0,0,0
2182,0,1,1,0,0,0,1,0,0,0,0,0
2183,1,1,1,1,0,0,0,1,0,0,0,0
2184,1,1,0,0,1,0,0,0,1,1,0,0
2185,1,1,1,0,0,0,0,0,0,1,0,0
2186,0,0,0,1,0,0,1,1,0,0,0,0
2187,1,1,1,1,0,1,0,0,0,0,0,0
2188,0,0,1,0,0,0,1,1,0,0,1,0
2189,1,1,0,0,0,1,0,0,0,0,0,0
2190,1,1,1,0,1,1,0,0,0,1,0,0
2191,0,0,0,0,0,0,0,0,0,0,0,0
2192,1,1,1,0,0,0,0,0,0,0,0,0
2193,0,0,1,1,0,0,1,1,0,0,0,0
2194,1,0,0,0,0,0,0,0,1,0,0,1
2195,0,0,0,0,0,0,0,0,0,0,0,0
2196,0,1,1,1,0,0,1,0,0,0,0,0
2197,1,1,0,1,0,0,0,0,0,0,0,0
2198,2,1,1,0,0,0,0,0,0,0,0,0
2199,1,1,0,0,0,0,0,0,1,1,0,1
2200,0,1,0,1,1,0,1,0,0,0,0,0
2201,0,0,0,0,0,0,0,1,0,0,0,0
2202,1,1,0,0,0,0,0,0,0,0,0,0
2203,0,0,0,0,0,0,0,0,1,0,0,0
2204,0,1,1,1,0,0,0,0,0,0,0,0
2205,1,1,0,1,0,0,0,0,0,0,0,0
2206,0,1,0,0,1,0,0,0,0,0,0,0
2207,0,0,0,1,0,0,0,0,0,0,0,0
2208,1,1,1,0,1,0,0,0,0,0,0,0
2209,1,1,1,0,1,1,0,0,0,0,0,0
2210,0,0,1,0,1,1,1,1,0,1,0,0
2211,1,1,0,1,0,0,0,0,1,0,0,0
2212,1,1,1,0,0,0,0,0,0,0,0,0
2213,1,1,0,0,0,0,0,0,0,0,0,0
2214,1,1,1,0,1,0,0,0,0,0,0,0
2215,1,1,1,0,1,0,0,0,0,0,0,0
2216,0,0,1,0,0,0,1,1,0,0,0,0
2217,0,0,0,0,1,0,0,0,0,1,0,0
2218,0,0,0,1,0,0,0,0,0,0,0,0
2219,1,2,1,0,0,0,0,0,0,0,0,0
2220,1,1,1,0,1,0,0,0,0,0,0,0
2221,1,1,1,0,1,0,0,0,0,0,0,0
2222,1,1,0,1,1,0,0,0,0,0,0,0
2223,0,0,0,0,0,0,0,0,0,0,1,1
2224,1,1,1,0,0,0,0,0,0,1,0,0
2225,0,0,0,0,1,0,0,0,0,0,0,0
2226,1,0,1,0,0,0,0,0,0,0,1,0
2227,1,1,1,0,0,0,0,0,0,0,0,0
2228,0,0,0,0,0,0,0,0,0,0,0,0
2229,1,1,1,1,1,0,0,0,0,0,0,0
2230,1,1,1,0,1,0,0,0,0,0,0,0
2231,0,0,0,0,0,1,0,0,0,0,0,0
2232,1,1,1,0,1,0,0,0,0,0,0,0
2233,0,0,1,1,0,1,0,0,0,0,0,0
2234,1,1,0,0,1,1,0,0,1,0,0,0
2235,1,1,0,0,1,0,1,0,1,0,0,0
2236,0,0,1,0,1,0,0,0,0,0,0,0
2237,0,0,0,0,0,0,0,0,0,1,0,0
2238,1,1,1,0,0,0,0,0,0,0,1,0
2239,1,1,1,1,0,0,0,0,0,0,0,0
2240,1,0,1,0,0,0,0,0,0,0,0,0
2241,0,0,0,1,0,0,0,0,0,0,0,0
2242,1,1,0,1,0,0,0,0,0,0,0,0
2243,1,1,1,0,0,0,0,0,0,1,0,0
2244,1,1,0,1,0,0,0,0,1,0,0,0
2245,0,0,0,0,0,0,0,0,0,0,1,0
2246,1,1,1,0,0,1,0,0,0,0,0,0
2247,0,0,1,0,0,0,0,0,0,0,0,0
2248,0,0,1,1,1,1,0,0,0,0,0,0
2249,1,1,0,0,0,0,0,0,0,0,0,0
2250,1,1,1,0,0,0,0,0,0,0,0,0
2251,0,0,1,1,0,0,1,1,0,0,0,0
2252,1,1,1,0,1,0,0,1,0,0,0,0
2253,1,1,0,0,0,0,0,0,1,1,1,0
2254,1,1,1,0,1,1,0,0,0,0,0,0
2255,1,0,1,0,0,0,0,0,0,0,0,0
2256,0,0,0,1,0,0,0,0,0,0,0,0
2257,0,0,2,1,1,0,1,1,0,0,0,0
2258,0,0,1,0,0,2,1,1,0,0,0,0
2259,0,0,0,0,0,0,0,0,0,0,0,0
2260,1,1,1,0,0,1,0,0,0,0,0,0
2261,1,1,1,0,1,0,0,0,0,0,0,0
2262,0,0,1,0,0,0,1,1,0,0,1,0
2263,0,0,0,0,0,0,0,0,0,0,1,0
2264,1,1,0,0,0,0,0,0,1,0,0,0
2265,1,1,1,0,0,0,0,0,0,0,0,0
2266,1,1,1,0,1,0,0,0,0,0,0,0
2267,1,1,1,0,0,0,0,0,0,0,0,0
2268,0,0,0,0,0,0,0,0,0,0,0,0
2269,1,1,1,0,0,1,0,0,0,0,0,0
2270,0,0,0,0,0,0,1,1,1,0,0,0
2271,0,0,1,0,0,0,0,0,0,0,0,0
2272,1,1,1,0,1,0,0,0,0,0,0,1
2273,0,0,0,1,0,1,0,0,0,0,0,0
2274,0,0,0,1,1,0,1,1,1,0,0,1
2275,1,1,1,0,0,0,0,0,0,0,0,0
2276,1,1,0,0,0,0,0,0,0,0,1,0
2277,0,0,0,1,0,1,1,0,0,0,0,0
2278,0,0,1,0,1,0,0,0,0,0,0,0
2279,1,1,1,1,1,1,0,0,0,0,0,0
2280,1,1,0,0,0,0,0,0,1,1,0,0
2281,1,1,1,0,1,0,0,0,0,0,0,1
2282,0,0,0,0,1,0,0,0,0,0,0,0
2283,1,0,0,0,0,0,0,0,0,0,0,0
2284,0,0,0,0,0,0,0,0,0,0,0,0
2285,1,1,1,1,0,0,0,0,0,0,0,0
2286,1,1,0,1,0,0,0,0,0,0,0,0
2287,1,1,1,0,0,1,0,0,0,0,0,0
2288,1,1,0,1,0,0,0,0,0,0,0,0
2289,0,0,1,1,0,0,0,0,0,0,0,1
2290,0,0,1,0,0,0,1,1,0,0,0,0
2291,1,0,0,1,0,0,1,0,0,0,0,0
2292,0,0,0,0,1,0,0,0,0,0,0,0
2293,1,1,1,0,0,0,0,0,0,0,1,0
2294,1,1,0,0,0,0,0,0,0,0,1,0
2295,1,1,0,0,0,0,0,0,1,0,0,0
2296,1,1,1,0,0,0,0,0,0,1,0,0
2297,1,1,1,1,0,0,0,0,0,0,0,0
2298,1,0,1,0,0,0,0,1,0,0,0,0
2299,0,1,1,1,1,0,0,0,0,0,0,0
2300,1,1,1,0,0,1,0,0,0,0,0,0
2301,1,1,0,0,1,0,0,0,0,0,0,0
2302,1,1,1,0,0,1,0,0,0,0,0,0
2303,1,1,0,1,1,0,0,0,0,0,0,0
2304,0,0,0,0,1,1,0,0,0,0,0,0
2305,0,0,0,1,0,0,0,0,0,0,0,0
2306,1,0,1,0,0,1,1,1,0,0,0,0
2307,0,0,0,0,0,0,1,1,1,0,0,0
2308,0,0,1,0,1,1,1,1,0,0,0,0
2309,1,1,0,0,0,0,0,0,0,0,0,0
2310,0,0,0,0,0,0,0,0,0,0,0,0
2311,1,0,1,1,0,0,1,1,0,0,0,0
2312,1,1,1,0,0,1,0,0,0,0,0,0
2313,0,0,1,0,1,0,0,0,0,0,0,0
2314,0,0,0,0,0,0,1,1,1,0,1,0
2315,1,1,0,1,0,0,0,0,0,0,0,0
2316,1,0,1,1,0,0,1,0,0,0,0,0
2317,1,1,0,0,1,1,0,0,0,0,0,0
2318,1,1,0,0,0,0,0,0,1,1,0,0
2319,0,0,1,0,0,1,0,0,0,0,0,0
2320,0,0,0,1,0,0,0,0,0,0,0,0
2321,0,0,1,0,0,1,0,0,0,0,0,0
2322,1,1,0,0,1,0,0,0,0,0,0,0
2323,1,1,0,1,0,0,0,0,1,0,0,0
2324,1,1,0,0,1,0,0,0,1,0,0,0
2325,2,1,1,0,0,0,0,0,0,0,1,0
2326,1,1,1,0,0,0,0,0,0,0,0,0
2327,1,1,1,0,0,0,0,1,0,0,0,0
2328,0,0,0,1,1,0,0,0,0,0,0,0
2329,1,1,0,1,0,0,0,0,0,0,0,0
2330,0,0,1,0,0,0,1,1,0,0,0,0
2331,0,0,0,1,0,0,1,1,0,0,0,0
2332,1,0,1,1,0,0,0,0,0,0,0,0
2333,1,1,1,0,0,0,0,0,0,0,0,0
2334,0,0,0,1,0,0,1,1,1,0,0,0
2335,0,0,1,1,0,0,1,1,0,0,0,0
2336,1,1,1,0,1,0,0,0,0,0,0,0
2337,1,2,1,1,0,0,0,0,0,0,1,0
2338,0,0,1,0,1,0,0,0,0,0,0,0
2339,1,1,1,0,1,0,0,0,0,1,0,0
2340,1,1,0,0,1,0,0,0,0,0,0,0
2341,1,1,0,1,0,0,0,0,1,0,0,0
2342,1,1,1,1,0,0,0,0,0,0,0,0
2343,1,1,1,1,0,0,0,0,0,0,0,0
2344,2,1,1,0,0,0,0,0,0,0,0,0
2345,1,1,1,0,0,0,0,0,0,0,0,0
2346,1,1,0,0,0,0,0,0,1,0,0,0
2347,0,0,0,0,0,0,0,0,0,0,0,0
2348,1,1,0,1,0,0,0,0,1,0,0,0
2349,0,0,0,0,0,0,0,0,0,0,0,0
2350,0,0,0,1,0,0,1,1,1,0,0,0
2351,0,0,1,0,0,0,0,0,0,0,0,0
2352,0,0,0,0,0,0,1,1,1,0,0,0
2353,0,0,1,0,1,0,1,1,0,0,0,0
2354,0,0,0,1,0,0,0,0,0,0,1,0
2355,1,1,0,1,0,0,0,0,1,0,0,0
2356,1,0,1,0,0,1,0,0,0,0,0,0
2357,0,0,0,0,1,0,1,0,1,0,0,0
2358,0,0,1,1,0,1,0,0,0,0,1,0
2359,1,1,0,0,0,0,0,0,0,0,0,0
2360,1,1,0,0,0,1,0,0,0,0,0,0
2361,1,0,0,0,0,0,0,1,1,0,0,0
2362,1,1,0,0,0,0,0,0,0,0,1,0
2363,0,0,0,0,0,0,0,0,0,0,1,0
2364,1,1,1,0,0,0,0,0,0,1,0,0
2365,0,0,0,0,0,0,1,0,0,0,1,0
2366,1,1,0,0,1,0,0,0,0,0,0,0
2367,1,1,1,0,0,0,0,0,0,0,0,0
2368,0,0,0,0,0,1,1,1,1,0,0,0
2369,1,1,0,1,0,0,0,0,0,0,0,0
2370,1,1,1,0,0,0,0,0,0,0,0,0
2371,0,0,1,0,0,0,1,1,0,0,0,0
2372,1,1,1,0,0,0,0,0,0,1,0,0
2373,1,1,1,0,0,0,0,0,0,1,0,0
2374,0,0,0,1,0,0,0,0,0,0,0,0
2375,0,0,0,1,0,0,1,0,0,0,1,0
2376,1,1,1,1,0,0,0,0,0,0,1,0
2377,0,0,0,1,0,1,1,1,1,0,0,0
2378,0,0,1,0,0,0,1,1,0,0,0,0
2379,1,1,1,0,0,0,0,0,0,0,1,0
2380,1,1,1,0,0,0,0,0,0,0,0,0
2381,1,0,1,0,1,1,0,0,0,0,0,0
2382,0,0,0,0,0,0,1,1,0,0,0,0
2383,1,1,1,1,0,0,0,0,0,0,0,0
2384,1,1,0,1,0,0,0,0,1,0,0,0
2385,1,1,1,1,0,0,0,0,0,0,0,0
2386,0,0,1,1,1,0,1,1,0,0,0,0
2387,0,1,1,1,0,0,0,0,0,0,0,0
2388,0,0,0,1,0,0,1,1,1,0,0,0
2389,0,1,0,0,0,0,0,0,0,0,0,0
2390,1,1,1,0,0,0,0,0,0,0,0,0
2391,1,1,1,0,0,0,0,0,0,0,0,0
2392,0,0,0,1,0,0,1,0,0,0,0,0
2393,0,1,0,0,1,0,0,0,0,0,0,0
2394,1,0,1,0,0,0,0,0,0,0,0,0
2395,0,0,1,0,0,0,0,0,0,0,0,0
2396,0,0,1,0,0,1,1,1,0,0,0,0
2397,1,1,1,0,0,0,0,0,0,0,0,0
2398,1,0,0,1,0,0,0,0,0,0,0,0
2399,1,1,1,0,0,0,0,0,0,0,1,0
2400,0,0,0,0,1,0,0,0,0,0,0,0
2401,1,0,1,1,0,0,0,1,0,0,0,0
2402,1,1,1,1,1,1,0,0,0,0,0,0
2403,1,1,1,0,0,1,0,0,0,0,0,1
2404,0,0,1,1,0,1,0,0,0,0,0,0
2405,0,0,1,0,0,1,0,0,0,0,0,0
2406,1,1,1,0,0,0,0,0,0,0,1,0
2407,1,1,1,0,1,0,0,0,0,0,0,0
2408,0,0,1,0,0,1,1,1,0,0,0,0
2409,1,1,0,1,0,1,0,0,0,0,0,0
2410,0,0,0,0,0,0,0,0,0,0,0,0
2411,1,1,1,0,0,0,0,0,0,0,0,0
2412,0,0,0,0,0,0,0,0,0,0,1,0
2413,0,0,0,0,0,0,1,1,1,0,1,0
2414,1,0,0,1,0,1,0,0,1,0,0,0
2415,0,0,0,1,1,0,0,0,1,0,0,0
2416,0,0,1,0,0,0,0,0,0,0,0,1
2417,1,1,1,1,0,0,0,0,0,0,0,0
2418,1,1,1,0,0,0,0,0,0,0,0,0
2419,1,1,0,0,0,0,1,0,1,0,0,0
2420,0,0,0,1,1,0,0,0,0,0,0,0
2421,0,0,1,0,1,0,0,0,0,0,0,0
2422,1,1,1,0,0,0,0,0,0,0,0,1
2423,1,1,1,0,0,0,0,0,0,0,0,0
2424,1,1,0,0,0,0,0,0,0,1,1,0
2425,0,0,0,0,0,0,0,0,0,0,0,0
2426,1,1,0,0,0,0,0,0,0,0,0,0
2427,0,0,0,0,0,0,1,0,0,0,0,0
2428,1,1,0,0,1,0,0,0,0,0,0,0
2429,1,1,2,0,0,0,0,0,0,0,0,0
2430,1,1,1,1,0,0,0,0,0,0,0,0
2431,0,0,0,0,0,0,1,1,1,0,0,1
2432,1,0,1,0,0,0,0,1,0,0,0,0
2433,0,0,0,0,0,0,0,0,0,0,0,0
2434,1,1,0,0,0,1,0,0,0,1,0,0
2435,1,1,1,0,0,0,0,0,0,0,0,0
2436,1,1,1,1,0,0,0,0,0,0,1,0
2437,1,1,1,0,0,0,0,0,0,0,0,0
2438,1,1,1,1,1,0,0,0,0,0,0,0
2439,1,1,1,0,0,0,0,0,0,1,0,0
2440,0,0,1,0,0,0,0,0,0,1,0,0
2441,1,0,1,1,0,0,0,0,0,0,0,0
2442,1,1,1,1,0,0,0,0,0,0,0,0
2443,1,1,0,0,0,0,0,0,0,0,0,0
2444,1,1,1,0,1,1,0,0,0,0,0,0
2445,1,1,1,1,1,0,0,0,0,0,0,0
2446,1,1,0,1,1,0,0,0,0,0,0,0
2447,1,0,1,1,0,1,0,0,0,0,0,0
2448,1,1,0,1,0,0,0,0,0,0,1,0
2449,1,1,1,1,0,0,0,0,0,0,0,0
2450,1,1,1,1,0,0,0,0,0,0,0,0
2451,1,1,1,1,0,0,0,0,0,0,0,0
2452,0,0,0,0,0,0,1,1,1,0,0,0
2453,0,0,1,1,1,0,1,1,0,0,0,0
2454,0,0,1,1,0,0,0,0,0,0,1,0
2455,1,1,1,0,0,1,0,0,0,0,0,0
2456,0,0,0,0,1,0,1,1,1,0,0,0
2457,0,0,0,0,1,0,0,0,0,0,0,0
2458,0,0,0,0,0,0,0,0,0,0,0,0
2459,1,1,1,0,0,0,0,0,0,0,0,0
2460,0,0,1,0,0,0,0,0,0,0,0,0
2461,0,0,1,0,0,0,0,0,0,0,0,0
2462,0,1,1,1,0,0,0,0,0,0,0,1
2463,1,1,0,0,1,0,0,0,0,0,0,0
2464,1,1,0,1,0,0,0,0,0,0,0,0
2465,1,1,1,0,1,0,0,0,0,0,0,0
2466,0,0,0,0,0,0,0,0,0,0,0,0
2467,1,1,1,1,0,1,0,0,0,0,0,0
2468,1,0,1,0,0,0,0,0,0,0,0,0
2469,1,1,1,1,0,0,0,0,0,0,0,0
2470,1,1,1,1,0,0,0,0,0,0,0,0
2471,1,1,0,0,0,0,0,0,1,0,1,0
2472,0,0,0,0,1,0,0,0,1,0,0,0
2473,0,0,1,1,0,0,0,0,0,0,0,0
2474,1,1,1,1,0,0,0,0,0,0,0,1
2475,1,1,1,0,0,1,0,0,0,0,0,0
2476,0,0,1,1,1,0,0,0,0,0,0,0
2477,1,1,0,0,1,0,0,0,1,0,0,0
2478,1,1,1,1,0,1,0,0,0,0,0,0
2479,1,1,1,1,0,0,0,0,0,0,1,0
2480,0,0,0,0,0,0,1,1,1,0,1,0
2481,0,0,1,1,0,0,0,0,0,0,0,0
2482,1,1,1,1,0,1,0,0,0,0,0,0
2483,2,2,1,0,1,0,0,0,0,0,0,0
2484,1,1,0,0,1,0,0,0,0,0,0,0
2485,1,1,1,0,0,0,0,0,0,0,0,0
2486,1,1,1,1,0,0,0,0,0,0,0,0
2487,1,1,0,1,1,0,0,0,0,0,0,0
2488,0,0,0,0,0,0,1,1,1,0,0,0
2489,1,1,1,0,1,0,0,0,0,0,0,0
2490,0,0,0,0,1,0,1,1,0,0,0,0
2491,1,1,0,0,0,1,1,0,1,0,0,0
2492,1,0,1,0,1,0,0,0,0,0,0,0
2493,0,0,0,0,0,0,1,1,1,0,0,0
2494,0,0,0,0,0,1,0,0,0,0,0,0
2495,0,0,0,1,1,0,0,0,0,0,0,0
2496,1,1,1,1,0,0,0,1,0,0,1,0
2497,1,1,1,0,0,0,0,0,0,1,0,1
2498,1,1,0,0,0,1,0,0,0,0,0,0
2499,1,1,1,1,0,0,0,0,0,0,0,0
2500,1,1,1,0,1,0,0,0,0,0,0,0
2501,1,1,1,0,0,0,0,0,0,0,0,0
2502,0,0,0,0,0,0,1,1,1,0,0,1
2503,1,1,0,0,1,0,0,0,0,0,0,0
2504,0,0,1,1,1,0,1,1,0,0,0,0
2505,1,1,1,0,0,0,0,0,0,0,0,0
2506,1,1,1,1,0,0,0,0,0,0,0,0
2507,0,0,1,0,0,0,0,0,0,0,0,1
2508,0,0,0,0,0,0,0,0,0,0,0,0
2509,1,0,0,0,0,0,0,0,0,0,0,0
2510,1,1,1,0,0,0,0,0,0,0,0,0
2511,1,1,0,1,1,0,0,0,1,0,0,0
2512,1,1,1,0,0,1,0,0,0,0,0,0
2513,0,0,0,0,0,0,1,1,1,0,0,0
2514,1,1,1,1,0,0,0,0,0,0,0,0
2515,1,1,0,1,1,0,0,0,0,0,0,0
2516,1,1,1,1,0,0,0,0,0,0,0,0
2517,0,0,0,0,0,0,0,0,0,0,0,0
2518,0,0,0,0,0,0,0,0,0,0,0,0
2519,1,1,0,1,0,1,0,0,1,0,0,0
2520,0,0,0,0,0,1,0,0,0,0,0,0
2521,1,1,0,0,1,0,0,0,0,0,0,0
2522,0,0,1,0,1,0,1,1,0,0,0,0
2523,0,0,0,0,1,0,1,1,0,0,0,0
2524,0,0,0,0,0,0,0,0,0,0,0,0
2525,0,0,0,0,1,0,0,0,0,0,0,0
2526,1,1,1,0,1,0,0,0,0,0,0,1
2527,1,1,1,0,0,0,1,0,0,0,0,0
2528,1,1,1,0,1,0,0,0,0,0,0,0
2529,1,1,1,1,0,0,0,0,0,0,0,0
2530,0,1,0,0,0,0,0,0,0,1,0,0
2531,1,1,0,0,0,0,0,0,0,0,0,0
2532,1,1,0,0,0,0,1,0,1,0,0,0
2533,0,0,0,1,0,0,1,1,0,0,1,0
2534,0,0,0,0,1,0,0,0,0,0,0,1
2535,0,0,0,1,0,0,0,0,0,0,1,0
2536,1,1,0,0,0,0,0,0,0,0,0,0
2537,1,1,0,0,0,0,0,0,0,0,1,0
2538,0,0,1,1,0,0,0,0,0,0,0,0
2539,0,1,1,0,0,1,0,0,0,0,1,0
2540,1,1,1,1,0,0,0,0,0,0,0,0
2541,1,1,1,0,0,0,0,0,0,0,0,0
2542,1,1,1,1,0,0,0,0,0,0,0,0
2543,1,1,1,0,0,0,0,0,0,0,0,0
2544,0,0,0,0,0,1,1,1,0,0,0,0
2545,0,0,0,0,1,1,1,1,0,0,0,0
2546,0,0,0,0,0,0,1,1,1,0,0,0
2547,1,1,1,0,0,0,0,0,0,1,0,0
2548,1,0,0,0,1,0,1,1,0,1,0,0
2549,1,0,1,0,0,0,0,0,0,0,0,0
2550,2,1,1,0,0,0,0,0,0,0,0,0
2551,1,1,1,0,0,1,0,0,0,0,0,0
2552,0,0,1,0,0,0,0,0,0,0,0,0
2553,1,1,1,0,0,0,0,0,0,0,0,0
2554,1,1,1,0,1,0,0,0,0,0,0,0
2555,0,0,1,1,1,0,0,1,0,0,0,0
2556,1,1,1,0,0,0,0,0,0,0,1,0
2557,1,1,1,1,0,1,0,0,0,0,0,0
2558,0,0,0,0,1,0,0,0,0,0,0,0
2559,1,0,1,0,0,0,0,0,0,0,0,0
2560,1,1,1,0,0,0,0,0,0,0,0,0
2561,1,0,0,0,0,0,0,1,1,0,0,0
2562,1,1,1,1,0,0,0,0,0,0,0,0
2563,0,0,0,0,1,0,0,0,0,0,0,0
2564,0,1,1,0,0,0,1,0,0,0,0,0
2565,1,1,1,1,0,1,0,0,0,0,0,0
2566,0,0,1,1,0,0,0,0,0,0,0,0
2567,0,0,1,1,1,0,0,0,0,0,0,0
2568,0,0,0,0,0,0,1,1,1,0,0,0
2569,0,0,0,1,0,0,0,0,1,0,1,0
2570,0,0,0,0,1,0,0,0,0,0,0,0
2571,0,0,1,0,0,0,0,0,0,0,1,0
2572,0,0,1,1,0,0,0,0,0,0,0,0
2573,1,0,1,0,0,0,0,0,0,0,1,0
2574,2,0,0,0,0,0,0,0,0,0,0,0
2575,0,0,0,0,0,0,0,0,0,0,0,0
2576,1,1,1,0,1,0,0,0,0,0,0,0
2577,1,1,0,1,1,0,0,0,0,0,0,0
2578,1,1,0,1,0,0,0,0,0,0,0,0
2579,1,1,1,1,0,0,0,0,0,0,0,0
