,San Andreas (Carrizo) rev,San Andreas (Cholame) rev,San Andreas (Mojave S),San Andreas (Coachella) rev,San Jacinto (Anza) rev,Garlock (West),0
1682,0,0,0,0,0,0,0
1683,0,0,0,0,0,0,1
1684,1,1,1,0,1,0,0
1685,1,1,1,0,1,0,0
1686,1,1,0,0,0,0,0
1687,1,1,0,0,1,0,1
1688,1,0,1,0,0,0,1
1689,1,1,0,0,1,0,0
1690,1,1,0,0,0,0,0
1691,1,1,1,1,0,0,0
1692,1,1,1,0,0,0,1
1693,0,0,1,1,1,0,1
1694,1,0,1,0,0,0,1
1695,1,0,1,0,0,1,1
1696,0,0,1,0,0,0,1
1697,0,0,1,0,0,1,1
1698,1,1,0,0,0,0,0
1699,1,1,1,0,0,1,0
1700,0,0,0,0,1,0,0
1701,1,0,1,0,0,1,1
1702,1,1,0,0,1,0,1
1703,1,0,1,0,1,0,0
1704,1,1,0,0,1,0,1
1705,1,1,1,0,0,0,0
1706,1,1,1,1,0,0,1
1707,0,0,0,0,0,0,1
1708,0,0,0,0,1,0,1
1709,1,1,1,0,0,0,1
1710,2,1,1,0,0,0,1
1711,1,1,0,1,0,0,1
1712,1,1,0,1,0,0,0
1713,0,0,1,0,0,0,0
1714,1,1,1,0,0,0,0
1715,0,0,0,0,0,1,1
1716,0,1,0,0,0,0,0
1717,0,0,1,1,1,0,0
1718,0,0,0,1,1,0,0
1719,0,0,0,0,1,1,1
1720,0,1,0,0,0,0,1
1721,1,1,0,1,1,0,1
1722,1,1,0,0,0,0,0
1723,1,1,1,0,0,1,0
1724,0,0,0,0,1,0,1
1725,1,1,0,0,1,0,1
1726,1,1,1,0,0,0,0
1727,0,0,0,0,1,0,0
1728,2,1,0,0,1,1,0
1729,1,0,1,0,0,1,1
1730,0,0,1,0,1,1,0
1731,0,0,0,0,0,0,1
1732,1,1,1,0,1,0,0
1733,1,0,1,1,0,0,0
1734,0,0,0,0,1,0,1
1735,0,1,0,0,1,0,1
1736,0,0,0,1,0,0,0
1737,0,0,0,0,1,0,0
1738,0,0,1,0,1,1,1
1739,1,1,1,0,0,0,0
1740,1,1,0,0,0,0,0
1741,1,0,0,0,1,1,1
1742,1,1,0,0,0,0,1
1743,1,1,1,1,1,1,0
1744,1,1,0,0,1,0,1
1745,0,0,0,0,0,1,1
1746,0,0,0,0,0,1,1
1747,1,1,0,1,0,0,0
1748,1,1,0,0,0,0,0
1749,1,1,1,0,0,1,0
1750,0,0,0,0,1,0,1
1751,1,1,0,0,1,0,1
1752,1,1,0,0,0,0,0
1753,0,0,0,0,0,0,1
1754,0,0,1,0,0,0,0
1755,1,0,1,0,0,1,1
1756,1,1,0,1,0,0,0
1757,0,0,0,1,1,1,0
1758,0,0,0,0,0,1,0
1759,1,2,0,0,0,0,0
1760,0,0,0,0,0,0,1
1761,0,0,0,0,0,0,0
1762,0,0,0,1,0,0,0
1763,1,1,1,0,1,0,0
1764,1,1,1,1,0,0,0
1765,1,1,1,1,0,0,0
1766,1,0,1,0,1,0,1
1767,1,1,1,0,0,0,0
1768,1,1,1,0,0,0,1
1769,0,0,1,0,0,0,1
1770,0,0,0,0,0,0,0
1771,1,1,1,0,0,0,0
1772,0,0,1,1,0,0,0
1773,1,1,1,1,0,0,0
1774,1,1,0,0,1,0,1
1775,0,0,0,1,0,0,0
1776,1,1,1,0,0,0,0
1777,0,0,0,1,0,0,1
1778,0,0,0,1,0,0,1
1779,1,1,0,1,0,0,1
1780,0,0,0,1,0,0,1
1781,1,1,0,0,1,0,1
1782,1,1,0,0,1,0,0
1783,1,1,1,1,0,1,0
1784,0,1,0,0,0,0,0
1785,1,1,0,1,0,0,1
1786,1,1,1,0,0,0,1
1787,0,1,0,0,1,0,0
1788,1,1,0,1,0,0,0
1789,1,1,1,0,1,0,0
1790,1,1,0,1,0,0,1
1791,0,0,0,0,0,0,1
1792,1,1,1,0,0,0,0
1793,1,1,1,0,0,0,1
1794,1,1,1,1,0,1,0
1795,1,1,0,0,0,0,1
1796,0,0,1,0,0,0,0
1797,1,1,1,0,1,0,0
1798,0,0,0,0,0,0,1
1799,1,1,1,0,1,1,0
1800,0,0,0,1,0,0,1
1801,0,1,0,0,0,0,1
1802,1,1,1,0,1,0,1
1803,0,0,1,0,0,0,1
1804,1,0,1,0,0,2,1
1805,1,1,1,1,0,0,0
1806,0,0,1,0,0,0,0
1807,1,1,1,0,0,0,0
1808,0,0,0,0,0,0,1
1809,0,0,0,0,0,0,1
1810,1,1,1,1,0,0,1
1811,0,0,0,0,0,0,1
1812,0,0,0,0,1,0,0
1813,1,1,1,0,1,1,0
1814,0,0,1,1,0,0,1
1815,1,1,0,1,1,0,0
1816,0,0,1,0,0,0,0
1817,1,1,0,0,0,0,1
1818,0,0,1,0,1,0,0
1819,0,0,1,0,1,1,1
1820,0,0,0,0,0,0,1
1821,1,1,0,0,0,0,1
1822,0,0,1,1,0,0,1
1823,1,1,1,1,0,1,0
1824,1,1,1,1,0,0,1
1825,1,1,0,0,0,0,1
1826,1,1,1,0,1,0,0
1827,0,0,0,0,0,0,1
1828,1,1,1,0,1,0,1
1829,1,1,1,0,0,1,0
1830,1,1,0,1,0,0,0
1831,1,1,1,1,0,0,0
1832,1,1,0,1,0,0,0
1833,0,0,0,1,0,0,1
1834,0,0,0,0,0,0,1
1835,1,0,1,0,0,0,1
1836,1,1,0,0,0,0,1
1837,0,0,0,0,0,0,0
1838,1,1,1,0,0,0,0
1839,1,1,0,0,0,1,0
1840,0,0,1,0,1,0,0
1841,1,1,0,0,0,0,1
1842,0,0,0,1,0,0,1
1843,1,1,1,0,0,0,0
1844,1,1,0,0,0,0,0
1845,1,1,0,0,1,0,1
1846,2,1,1,0,0,1,0
1847,1,1,0,1,0,0,0
1848,0,0,0,0,1,0,1
1849,0,1,0,0,1,1,1
1850,0,0,0,0,0,0,0
1851,0,0,1,0,0,0,0
1852,1,1,0,0,0,0,1
1853,0,0,0,0,0,0,1
1854,0,1,1,0,0,0,1
1855,1,1,0,1,0,0,0
1856,1,1,1,1,0,1,0
1857,1,1,1,1,1,0,0
1858,1,1,1,1,0,1,0
1859,1,1,1,1,0,0,0
1860,1,1,0,0,1,0,0
1861,1,1,0,0,0,0,0
1862,1,1,0,0,0,1,1
1863,0,0,0,0,1,1,1
1864,1,1,0,0,0,0,1
1865,0,0,1,0,0,0,1
1866,0,0,1,0,0,0,1
1867,0,0,0,0,0,0,0
1868,1,1,1,1,1,0,0
1869,0,0,1,0,0,0,0
1870,1,1,0,0,1,0,0
1871,0,0,0,0,1,0,0
1872,1,1,0,0,1,0,0
1873,0,0,0,0,0,0,1
1874,1,1,1,0,0,0,0
1875,1,1,1,1,0,0,1
1876,0,0,0,0,0,0,1
1877,1,1,1,0,1,1,0
1878,1,1,1,0,0,0,0
1879,1,1,1,0,0,0,0
1880,1,1,0,0,0,0,1
1881,1,1,1,0,0,0,0
1882,0,0,0,0,0,0,0
1883,1,1,1,0,0,1,0
1884,1,1,1,1,0,0,0
1885,1,1,0,0,0,0,1
1886,0,0,0,0,0,0,1
1887,0,0,1,0,1,0,1
1888,0,1,0,1,1,0,1
1889,1,1,0,0,0,0,1
1890,1,1,1,1,1,0,0
1891,0,0,1,0,1,1,1
1892,1,1,1,1,0,0,0
1893,1,0,1,1,0,0,0
1894,1,1,0,1,0,0,1
1895,0,0,1,1,0,0,1
1896,1,0,0,0,0,0,1
1897,1,1,0,0,0,0,1
1898,0,0,0,1,0,0,1
1899,0,0,0,0,0,0,0
1900,1,0,1,0,1,0,1
1901,1,1,0,1,0,0,0
1902,1,1,1,1,1,0,0
1903,0,0,0,1,0,1,0
1904,0,0,0,0,0,0,0
1905,0,0,1,1,0,1,1
1906,1,1,0,0,0,0,1
1907,0,0,1,0,0,0,1
1908,0,0,0,0,0,0,1
1909,0,0,0,0,0,0,1
1910,0,0,0,1,1,0,0
1911,1,1,1,0,0,0,1
1912,1,1,1,1,0,1,0
1913,0,0,1,1,0,0,1
1914,1,1,0,1,0,0,1
1915,1,1,1,0,0,0,0
1916,0,0,0,0,0,1,1
1917,1,1,1,0,1,0,0
1918,2,1,1,0,0,1,0
1919,0,0,0,1,0,0,0
1920,0,0,0,0,0,0,0
1921,1,1,0,0,0,0,1
1922,1,1,0,0,0,0,0
1923,0,0,0,0,0,0,1
1924,1,1,0,1,0,1,0
1925,1,0,1,0,0,0,1
1926,1,1,0,1,0,0,0
1927,1,1,1,0,1,1,0
1928,0,0,1,0,0,0,0
1929,0,0,0,1,0,0,1
1930,1,1,1,1,0,0,0
1931,1,1,0,0,1,1,1
1932,1,1,0,0,1,0,0
1933,1,1,1,0,1,1,1
1934,1,1,1,1,0,1,0
1935,0,0,0,1,0,0,1
1936,1,0,1,0,1,1,1
1937,0,0,0,1,0,0,1
1938,0,0,0,1,0,0,0
1939,1,1,1,1,0,0,1
1940,1,1,0,0,0,0,1
1941,1,1,0,1,0,0,0
1942,0,0,1,1,0,0,1
1943,1,2,1,0,0,0,0
1944,1,1,1,1,0,0,1
1945,1,1,1,1,0,1,0
1946,0,0,1,0,1,0,0
1947,0,0,1,0,0,1,0
1948,1,1,1,0,1,0,1
1949,1,1,1,0,1,0,0
1950,1,1,1,0,1,0,1
1951,0,0,0,1,0,0,1
1952,0,0,0,0,0,0,1
1953,1,1,0,0,0,0,0
1954,1,1,1,1,0,0,0
1955,1,1,0,0,0,0,1
1956,1,1,0,0,1,0,1
1957,1,1,1,1,0,0,0
1958,1,1,0,1,0,0,1
1959,2,1,1,0,0,0,1
1960,1,1,1,1,0,1,1
1961,1,1,1,0,0,0,0
1962,1,1,0,0,1,0,1
1963,1,1,1,0,0,0,0
1964,1,1,1,0,0,0,0
1965,1,1,1,0,0,0,0
1966,0,1,0,1,0,0,1
1967,0,0,0,0,0,0,1
1968,1,1,1,1,0,0,0
1969,1,1,1,0,0,0,0
1970,0,0,0,0,0,1,1
1971,1,1,0,0,0,0,0
1972,1,1,1,0,1,0,1
1973,0,0,1,0,0,0,1
1974,0,0,0,1,0,0,1
1975,1,1,1,0,0,0,0
1976,1,1,0,0,0,0,0
1977,1,1,0,1,1,0,0
1978,2,1,0,0,0,1,1
1979,0,0,0,1,0,0,0
1980,1,1,1,0,0,1,0
1981,0,0,1,0,0,1,1
1982,0,0,0,0,0,0,1
1983,1,1,0,1,0,0,0
1984,1,1,1,0,1,0,0
1985,0,0,0,1,1,0,1
1986,1,1,0,0,0,1,1
1987,0,0,0,0,0,0,1
1988,1,1,1,0,0,0,0
1989,0,0,0,0,1,0,1
1990,1,1,1,1,0,0,1
1991,1,1,1,1,0,0,1
1992,0,0,0,1,0,0,0
1993,1,0,1,1,0,0,1
1994,0,0,0,0,1,0,0
1995,0,0,0,0,0,0,1
1996,1,1,1,0,0,0,0
1997,1,1,1,0,0,0,0
1998,1,1,1,0,0,0,0
1999,0,0,0,1,0,1,1
2000,0,0,1,0,0,0,1
2001,0,0,1,0,0,0,1
2002,0,1,0,0,1,0,1
2003,1,0,0,0,0,0,0
2004,0,0,0,1,0,0,1
2005,1,1,0,1,1,1,0
2006,0,0,0,1,0,0,1
2007,1,1,1,0,0,0,0
2008,1,0,1,0,0,0,1
2009,0,0,0,0,0,0,1
2010,0,0,1,1,0,0,0
2011,1,0,1,1,0,1,0
2012,0,1,1,0,0,0,1
2013,1,1,1,1,0,0,0
2014,2,1,1,0,0,0,0
2015,1,1,1,1,0,0,0
2016,1,1,0,0,0,0,1
2017,0,0,1,0,0,1,0
2018,0,0,0,1,0,0,0
2019,1,1,1,1,0,0,0
2020,1,0,1,0,0,0,0
2021,1,1,1,0,0,0,0
2022,1,1,0,0,0,0,0
2023,1,0,1,0,1,0,1
2024,0,0,0,1,0,0,0
2025,1,1,0,1,0,0,0
2026,0,0,0,0,0,0,1
2027,0,0,0,0,0,0,1
2028,2,1,0,0,0,0,1
2029,1,1,1,1,0,0,0
2030,0,0,0,0,0,0,1
2031,0,0,0,0,0,1,0
2032,1,1,1,0,1,1,0
2033,1,1,1,1,0,0,0
2034,0,0,1,1,1,0,0
2035,1,1,1,0,0,0,0
2036,1,1,1,0,0,0,0
2037,0,0,1,0,0,0,1
2038,0,0,0,0,0,0,1
2039,0,0,0,0,0,0,0
2040,1,1,1,1,0,0,0
2041,1,1,0,0,0,0,1
2042,0,0,1,0,0,0,0
2043,0,0,0,0,0,0,1
2044,0,0,1,0,0,0,1
2045,1,1,0,0,1,0,0
2046,1,1,1,0,0,0,0
2047,1,1,0,0,0,0,0
2048,0,0,0,0,0,0,0
2049,0,0,1,0,1,0,1
2050,1,1,1,0,1,0,0
2051,0,0,0,1,0,0,1
2052,0,0,1,0,0,0,1
2053,0,0,0,0,0,1,1
2054,1,1,1,0,0,0,0
2055,1,1,1,1,0,1,0
2056,0,1,0,1,1,0,1
2057,0,0,0,0,0,0,0
2058,1,1,1,0,0,0,1
2059,1,1,1,1,1,0,0
2060,2,1,1,0,1,0,0
2061,0,0,0,0,0,0,1
2062,1,1,1,0,0,0,0
2063,1,1,1,0,0,0,1
2064,0,0,1,1,0,1,0
2065,1,1,0,0,0,0,1
2066,0,0,1,0,0,0,0
2067,0,0,0,0,0,0,1
2068,1,1,0,0,0,0,0
2069,0,0,1,0,0,0,1
2070,1,0,0,0,0,0,0
2071,1,1,0,0,0,0,0
2072,0,0,1,0,0,1,0
2073,0,0,1,0,1,0,1
2074,1,1,0,0,0,0,0
2075,1,1,0,0,0,0,0
2076,0,0,0,0,0,0,0
2077,0,1,0,0,0,0,1
2078,1,2,1,1,1,0,0
2079,1,1,1,0,0,0,0
2080,0,0,0,0,0,0,1
2081,1,1,1,1,0,0,0
2082,0,1,0,1,0,0,0
2083,1,1,0,1,0,0,0
2084,0,0,1,1,0,0,0
2085,1,1,1,1,0,0,0
2086,0,0,0,0,0,0,0
2087,2,1,1,0,0,0,1
2088,0,0,1,0,0,0,1
2089,1,0,0,1,0,0,1
2090,0,0,0,0,1,1,0
2091,1,1,1,1,0,0,0
2092,0,0,1,0,0,0,1
2093,0,0,1,0,0,0,1
2094,1,1,1,0,0,0,0
2095,0,0,1,0,0,0,0
2096,1,1,0,0,0,0,1
2097,0,0,0,0,0,0,1
2098,0,0,0,0,0,0,1
2099,0,0,0,1,0,0,1
2100,1,1,1,0,1,0,0
2101,0,0,0,1,0,0,1
2102,1,1,1,0,1,0,0
2103,3,1,1,0,0,0,0
2104,1,1,1,0,1,0,1
2105,1,1,1,0,0,1,0
2106,2,1,0,0,0,0,1
2107,1,1,0,0,1,0,0
2108,0,0,0,0,0,0,1
2109,0,0,0,0,0,0,1
2110,1,1,1,0,1,0,0
2111,1,1,0,0,1,0,0
2112,1,0,0,1,0,0,1
2113,0,0,0,0,1,0,0
2114,0,0,1,0,1,1,1
2115,0,0,0,0,0,0,0
2116,1,1,1,0,0,0,0
2117,2,1,1,0,1,0,0
2118,0,0,0,0,1,0,1
2119,0,0,1,1,0,0,0
2120,0,0,1,0,0,1,1
2121,1,1,1,0,0,0,0
2122,1,1,0,0,0,0,1
2123,1,1,1,1,0,0,0
2124,1,1,1,0,1,0,0
2125,0,0,0,0,0,0,1
2126,1,0,0,1,0,0,1
2127,1,1,1,0,1,0,0
2128,1,0,1,0,1,0,0
2129,1,1,1,0,1,0,0
2130,0,0,1,1,0,0,1
2131,1,1,1,0,0,0,1
2132,1,1,0,0,0,0,0
2133,1,1,1,1,0,1,0
2134,2,1,1,0,0,0,0
2135,1,1,1,0,0,0,0
2136,1,1,0,1,0,0,0
2137,0,0,0,0,1,0,0
2138,1,1,1,0,0,0,1
2139,2,1,0,0,0,0,0
2140,1,1,0,0,1,0,1
2141,0,0,0,0,0,0,1
2142,1,1,0,0,0,1,1
2143,0,1,0,0,0,1,0
2144,1,0,1,0,0,0,1
2145,0,0,0,1,0,0,0
2146,1,1,0,0,0,0,0
2147,2,2,1,0,1,0,0
2148,1,0,1,0,1,1,0
2149,1,1,0,0,0,0,0
2150,0,0,0,0,0,0,0
2151,0,0,0,1,0,0,1
2152,1,1,1,0,0,1,1
2153,1,1,0,1,0,0,1
2154,1,1,1,0,1,0,0
2155,1,1,1,0,0,1,1
2156,1,1,1,0,0,0,0
2157,1,1,1,0,0,0,0
2158,1,1,0,1,1,0,0
2159,0,0,1,0,0,0,1
2160,1,1,1,0,0,0,0
2161,1,0,1,0,1,0,0
2162,0,0,0,1,1,0,1
2163,0,0,0,0,0,1,1
2164,0,0,1,0,0,0,1
2165,0,0,1,0,0,1,0
2166,0,0,0,1,0,0,1
2167,1,0,1,0,0,0,1
2168,0,0,0,0,0,0,1
2169,0,0,0,0,1,1,1
2170,1,1,1,0,0,0,0
2171,1,1,0,0,0,0,1
2172,0,1,0,0,1,0,1
2173,0,0,1,1,0,0,0
2174,0,1,0,0,0,0,1
2175,0,0,1,1,0,1,0
2176,0,0,1,1,1,1,1
2177,0,1,0,0,0,0,1
2178,1,1,0,0,0,0,1
2179,1,1,1,0,0,0,0
2180,1,1,0,1,0,0,0
2181,0,0,1,0,1,0,1
2182,0,0,1,0,0,0,0
2183,1,1,1,0,1,2,0
2184,0,0,1,1,0,1,0
2185,1,1,0,0,1,0,1
2186,1,1,1,0,1,0,0
2187,1,1,1,0,1,0,0
2188,1,1,0,0,0,1,0
2189,1,1,1,0,0,0,0
2190,0,0,1,1,0,0,1
2191,0,0,1,1,0,0,0
2192,1,1,1,0,0,0,1
2193,0,0,0,0,0,0,0
2194,1,1,0,0,0,1,0
2195,1,2,0,0,0,0,0
2196,0,0,0,1,0,0,1
2197,0,0,1,0,0,0,0
2198,1,1,1,0,1,0,0
2199,0,0,0,1,0,0,1
2200,1,1,1,0,1,1,1
2201,0,0,0,1,1,0,1
2202,0,0,1,0,1,0,0
2203,1,1,0,0,0,0,0
2204,1,1,1,1,1,0,0
2205,1,1,1,0,1,0,0
2206,1,1,0,0,1,0,1
2207,1,1,0,0,1,0,0
2208,1,1,0,0,0,0,1
2209,1,1,0,1,0,0,1
2210,1,1,1,0,1,1,0
2211,0,0,0,1,0,0,1
2212,0,0,0,0,0,0,1
2213,1,1,1,0,1,0,0
2214,1,1,1,1,0,1,0
2215,1,1,1,1,0,0,0
2216,1,1,1,0,0,0,0
2217,1,1,0,0,1,1,1
2218,1,1,0,0,0,0,0
2219,1,1,1,0,0,1,0
2220,1,1,1,0,0,0,0
2221,1,1,1,0,0,0,0
2222,1,1,1,1,0,0,0
2223,1,1,1,0,0,0,0
2224,1,1,1,1,0,0,0
2225,0,0,1,1,0,0,1
2226,0,0,1,0,1,1,1
2227,1,1,0,0,0,0,0
2228,0,0,1,1,0,0,1
2229,0,1,0,0,0,0,1
2230,1,0,1,1,0,0,0
2231,1,1,0,0,1,0,1
2232,1,1,0,0,0,0,0
2233,0,0,0,0,0,1,1
2234,2,1,0,0,0,0,1
2235,2,1,1,0,0,1,0
2236,0,0,1,0,0,0,1
2237,0,0,0,0,1,0,0
2238,1,1,1,1,0,0,0
2239,1,1,1,0,0,0,0
2240,0,0,1,0,0,0,1
2241,0,1,0,0,1,0,0
2242,1,0,1,0,1,0,1
2243,1,0,1,1,0,0,0
2244,0,0,0,0,1,0,1
2245,1,1,0,0,0,0,1
2246,1,1,1,0,0,0,1
2247,0,0,1,0,0,0,1
2248,0,0,1,0,0,0,0
2249,1,1,1,1,1,0,0
2250,1,0,1,0,0,1,0
2251,1,1,0,0,0,1,0
2252,0,0,0,1,0,1,0
2253,1,1,0,0,0,0,1
2254,0,1,0,0,1,0,1
2255,1,1,1,0,0,0,0
2256,0,0,1,1,0,0,0
2257,0,0,1,0,1,0,0
2258,1,1,0,1,0,0,0
2259,0,0,0,0,0,0,1
2260,0,0,0,0,0,1,0
2261,0,0,0,0,0,0,0
2262,1,1,1,0,0,1,0
2263,1,0,0,0,1,0,1
2264,0,0,0,0,0,0,1
2265,0,0,0,0,0,0,0
2266,0,0,0,0,0,0,0
2267,0,0,0,1,0,0,0
2268,0,0,1,0,0,0,0
2269,2,1,1,0,1,0,1
2270,0,0,0,0,0,0,1
2271,0,0,0,0,0,1,1
2272,1,1,1,0,0,0,0
2273,1,1,1,1,0,1,0
2274,1,0,1,1,0,0,0
2275,0,1,0,0,0,0,0
2276,1,1,0,0,1,0,0
2277,1,1,1,0,0,1,0
2278,1,1,1,0,0,0,0
2279,1,1,1,1,0,0,0
2280,1,1,1,0,0,0,0
2281,1,1,1,1,0,0,0
2282,1,1,1,0,0,0,0
2283,2,1,0,0,0,0,0
2284,0,0,0,0,0,0,0
2285,1,1,1,0,1,0,0
2286,0,1,1,0,0,1,0
2287,1,1,0,0,0,0,0
2288,1,1,0,0,0,1,1
2289,0,0,1,0,0,0,0
2290,1,0,1,0,0,0,0
2291,0,0,0,0,0,1,1
2292,1,0,1,0,0,0,1
2293,1,1,1,1,0,1,0
2294,0,0,1,0,0,1,0
2295,0,0,1,1,0,0,1
2296,0,0,0,0,1,0,1
2297,0,0,0,0,0,0,1
2298,1,1,1,1,0,0,1
2299,1,0,0,1,0,0,0
2300,1,1,0,0,0,0,1
2301,1,1,1,0,0,0,0
2302,1,1,1,0,0,0,0
2303,1,1,1,1,0,0,1
2304,1,1,0,0,0,0,1
2305,1,1,0,1,0,0,0
2306,0,0,1,0,1,0,0
2307,0,0,0,1,0,0,0
2308,1,1,0,1,0,0,0
2309,1,0,1,0,0,0,0
2310,0,0,0,1,0,0,1
2311,1,1,0,0,0,0,1
2312,0,0,0,0,1,0,1
2313,2,1,1,0,1,0,1
2314,0,0,0,1,0,0,0
2315,1,1,1,1,0,0,0
2316,0,0,1,0,0,0,1
2317,2,1,1,1,0,0,0
2318,1,1,1,0,0,0,0
2319,1,1,1,0,1,0,0
2320,0,0,1,0,0,1,1
2321,1,1,0,1,0,0,0
2322,1,1,1,1,0,0,1
2323,1,1,1,1,0,0,0
2324,1,1,0,1,0,0,1
2325,0,0,1,0,0,1,0
2326,0,0,1,0,1,1,1
2327,1,1,1,1,1,0,0
2328,1,1,1,1,0,0,0
2329,1,1,1,0,0,0,0
2330,1,1,1,0,0,0,1
2331,0,0,0,0,1,0,1
2332,1,1,1,0,0,0,0
2333,1,1,1,0,0,0,0
2334,1,1,0,1,0,0,0
2335,0,0,0,1,0,0,0
2336,1,1,2,0,0,0,0
2337,0,0,1,0,1,0,1
2338,0,0,0,0,0,0,0
2339,0,0,0,1,0,0,0
2340,1,1,1,0,0,0,0
2341,1,1,0,1,0,0,0
2342,0,0,0,0,0,0,1
2343,1,0,0,0,0,0,1
2344,1,1,0,0,0,0,1
2345,1,1,1,0,1,0,0
2346,1,1,1,1,0,0,0
2347,1,1,1,0,0,0,0
2348,0,0,1,0,0,0,1
2349,1,1,1,1,0,0,0
2350,1,0,1,1,0,0,1
2351,0,0,0,0,0,0,1
2352,1,1,1,0,1,0,0
2353,1,1,0,0,0,0,0
2354,0,1,1,0,0,1,0
2355,1,0,0,0,0,0,0
2356,0,0,1,1,0,0,0
2357,1,1,1,0,1,0,1
2358,0,0,1,1,0,0,1
2359,1,1,0,0,0,1,0
2360,0,0,0,0,0,0,0
2361,1,1,0,0,0,0,0
2362,1,1,1,1,0,0,0
2363,0,0,0,1,0,1,0
2364,0,0,0,0,0,0,1
2365,0,0,0,0,1,0,0
2366,1,1,0,0,0,0,1
2367,1,1,0,0,1,0,1
2368,0,0,0,0,0,1,1
2369,0,0,1,0,0,0,0
2370,1,2,1,1,1,0,0
2371,0,0,0,0,0,1,1
2372,1,1,1,0,0,0,0
2373,0,0,0,0,0,0,1
2374,1,1,0,0,0,0,0
2375,0,0,1,1,1,0,0
2376,0,0,0,0,0,0,0
2377,1,1,0,0,0,0,0
2378,1,1,0,0,0,0,0
2379,2,1,0,1,1,0,1
2380,0,0,1,0,1,0,1
2381,1,1,0,1,0,0,0
2382,0,0,0,0,0,0,1
2383,0,0,1,1,0,1,1
2384,0,0,0,0,0,0,1
2385,1,1,0,1,0,0,0
2386,0,0,1,1,0,1,0
2387,0,0,0,1,1,0,0
2388,0,0,1,0,0,1,0
2389,1,1,0,0,0,0,1
2390,1,1,1,0,1,0,1
2391,0,0,0,0,0,0,0
2392,0,0,0,1,0,0,0
2393,1,1,1,1,0,0,0
2394,1,1,0,1,0,0,0
2395,1,1,1,0,1,0,0
2396,1,1,1,0,0,0,0
2397,1,1,1,0,0,0,0
2398,0,0,1,0,0,0,0
2399,0,0,1,0,1,1,0
2400,1,1,1,0,0,0,1
2401,1,1,0,0,0,1,0
2402,0,0,0,0,0,0,1
2403,1,1,1,1,0,1,0
2404,0,0,1,0,1,0,0
2405,1,1,0,1,0,0,0
2406,0,0,0,0,0,0,1
2407,0,0,0,0,0,0,0
2408,0,0,1,0,1,0,1
2409,1,1,1,0,0,0,0
2410,1,1,0,0,0,0,1
2411,1,1,1,0,0,0,1
2412,0,0,1,0,0,0,0
2413,1,1,1,0,0,0,1
2414,1,1,0,1,0,0,0
2415,0,0,0,0,0,0,1
2416,0,0,0,1,1,0,1
2417,1,1,0,0,0,0,1
2418,0,0,0,0,0,0,1
2419,1,0,1,1,0,0,1
2420,0,0,1,0,1,0,1
2421,0,1,0,0,1,0,0
2422,0,0,0,0,0,0,1
2423,1,1,1,0,0,0,0
2424,0,0,0,0,0,0,1
2425,1,1,0,1,0,0,0
2426,0,0,1,0,1,1,0
2427,0,0,0,1,0,0,0
2428,0,0,0,0,1,0,1
2429,0,0,0,0,0,0,1
2430,1,1,1,1,0,0,0
2431,0,0,1,1,0,1,0
2432,1,1,1,0,1,0,0
2433,0,0,0,0,0,0,1
2434,1,1,1,0,0,0,0
2435,1,1,1,0,0,0,1
2436,1,1,1,0,0,0,0
2437,0,0,0,0,0,0,1
2438,1,1,1,0,1,0,1
2439,1,1,0,0,1,0,1
2440,0,0,1,0,0,1,0
2441,1,1,1,0,1,0,0
2442,0,0,1,0,0,0,0
2443,0,0,0,1,0,1,1
2444,1,1,1,0,0,0,0
2445,1,0,0,0,1,0,0
2446,0,0,0,1,1,0,0
2447,1,1,0,1,0,0,0
2448,1,1,0,1,0,0,1
2449,0,0,0,0,0,0,0
2450,1,1,1,1,1,1,0
2451,0,0,0,0,1,1,0
2452,0,0,0,0,0,0,1
2453,1,1,1,0,0,0,0
2454,1,0,1,0,0,0,0
2455,1,1,0,0,1,0,0
2456,0,1,0,1,0,0,1
2457,0,0,0,0,0,0,0
2458,0,0,1,0,0,0,0
2459,0,0,1,1,0,1,0
2460,0,0,1,0,0,0,0
2461,1,1,0,0,0,0,0
2462,1,1,1,0,0,0,0
2463,1,1,1,0,0,0,0
2464,1,0,1,0,0,0,1
2465,1,1,0,0,0,0,1
2466,1,1,1,0,0,1,0
2467,2,1,1,0,0,0,1
2468,1,1,1,0,0,0,0
2469,1,0,0,1,1,0,1
2470,1,1,1,0,0,0,0
2471,1,1,1,1,0,1,0
2472,1,0,0,0,0,0,1
2473,0,0,1,0,0,0,0
2474,0,0,0,0,0,0,0
2475,0,0,0,0,0,0,1
2476,1,1,1,1,0,0,0
2477,0,1,1,1,0,0,1
2478,0,0,1,0,1,0,1
2479,1,1,1,0,1,0,0
2480,0,0,0,0,1,0,1
2481,0,0,0,0,0,0,0
2482,0,0,0,0,1,0,1
2483,0,0,0,0,0,0,0
2484,0,0,1,0,1,0,0
2485,0,0,0,0,0,1,1
2486,0,0,0,1,0,1,0
2487,1,1,1,0,0,0,0
2488,1,1,0,0,1,0,0
2489,1,1,1,0,1,0,0
2490,1,1,1,0,0,0,1
2491,1,1,0,1,0,0,1
2492,1,1,1,0,1,1,0
2493,1,1,1,0,0,0,0
2494,0,0,0,0,0,0,1
2495,1,1,1,1,0,0,1
2496,1,1,1,1,1,0,0
2497,1,1,1,0,0,0,1
2498,0,0,0,0,0,0,0
2499,1,1,0,0,0,0,0
