,San Andreas (Carrizo) rev,San Andreas (Cholame) rev,San Andreas (Mojave S),San Andreas (Coachella) rev,San Jacinto (Anza) rev,Garlock (West),0
855,0,0,1,1,1,0,0
856,0,0,0,1,0,0,1
857,1,1,1,0,0,1,0
858,1,0,0,0,1,0,0
859,1,1,1,0,1,0,0
860,0,0,1,0,0,0,0
861,1,1,0,0,1,1,1
862,0,0,1,0,0,0,1
863,1,1,1,0,0,0,0
864,1,1,1,1,0,0,0
865,1,1,1,0,0,0,0
866,1,0,1,0,1,1,0
867,0,1,0,0,0,1,1
868,1,0,1,0,0,0,0
869,1,1,1,1,1,0,0
870,1,1,1,1,0,1,1
871,1,1,1,0,0,0,0
872,1,1,0,0,1,0,1
873,1,1,0,0,0,0,0
874,0,0,0,1,0,0,1
875,1,1,0,1,0,0,0
876,0,0,0,0,0,0,0
877,0,0,0,1,0,0,0
878,0,1,0,0,0,0,1
879,0,1,0,1,0,0,0
880,1,1,1,0,0,0,0
881,1,1,1,0,0,1,1
882,0,0,0,1,1,0,1
883,1,1,1,0,1,0,0
884,1,1,1,0,0,0,0
885,0,0,0,0,0,0,0
886,1,1,0,0,0,1,1
887,0,0,1,0,0,0,0
888,1,1,1,0,0,0,1
889,0,0,1,1,0,0,0
890,1,1,0,0,0,0,1
891,0,0,0,1,0,0,1
892,0,0,0,1,0,0,1
893,1,1,1,0,1,0,0
894,1,1,0,1,0,0,1
895,2,1,0,0,0,0,0
896,0,0,0,0,0,0,0
897,1,1,1,0,0,0,0
898,0,0,1,0,1,1,0
899,1,1,0,0,0,0,0
900,0,0,0,0,0,0,1
901,1,1,1,0,1,1,0
902,1,1,1,0,1,0,0
903,1,1,1,1,0,0,0
904,1,1,1,1,0,1,1
905,0,0,0,0,0,0,0
906,1,1,0,0,0,0,1
907,1,1,1,0,0,0,1
908,0,0,0,1,0,0,1
909,1,2,1,1,0,0,0
910,1,0,1,0,0,0,1
911,1,1,0,0,0,0,0
912,1,1,0,0,0,0,1
913,0,0,1,1,1,0,0
914,1,0,1,0,0,0,1
915,1,1,0,1,1,0,0
916,1,1,1,0,0,0,0
917,0,0,0,0,0,0,0
918,0,0,1,0,1,0,0
919,0,0,1,0,1,0,1
920,0,0,1,0,0,1,1
921,0,1,1,0,0,0,1
922,1,1,0,1,0,0,0
923,0,0,0,0,0,0,0
924,1,1,1,0,0,0,0
925,1,1,0,1,0,0,1
926,0,0,0,0,0,0,1
927,0,0,0,0,0,0,1
928,1,1,1,0,0,0,1
929,1,1,0,0,0,0,0
930,1,1,1,0,0,0,1
931,1,1,0,0,0,0,0
932,1,1,1,0,0,0,0
933,1,1,0,1,0,1,0
934,0,0,0,0,0,0,1
935,1,1,0,1,0,0,1
936,1,0,1,1,0,0,0
937,0,0,1,0,0,1,0
938,0,0,0,0,0,0,1
939,1,0,0,0,0,0,1
940,1,1,1,0,0,0,0
941,0,0,1,0,0,1,0
942,0,0,0,0,0,0,1
943,0,0,0,0,0,0,1
944,0,0,0,0,0,0,0
945,1,1,1,0,0,0,0
946,0,1,1,0,0,1,1
947,0,0,0,0,0,0,1
948,1,1,0,0,0,0,0
949,1,1,1,0,0,0,1
950,0,0,1,0,0,1,1
951,0,0,0,1,0,0,1
952,0,0,0,0,0,0,1
953,0,0,0,0,1,0,0
954,1,0,0,0,0,0,1
955,1,1,0,1,0,0,1
956,0,0,0,0,0,0,1
957,0,0,0,1,0,0,1
958,0,0,0,0,0,1,0
959,1,1,0,0,0,1,1
960,1,1,1,0,0,0,0
961,1,1,0,0,0,1,1
962,1,1,1,1,0,0,1
963,1,1,0,0,0,0,0
964,0,0,0,1,0,0,1
965,1,1,0,0,0,0,1
966,0,0,0,1,0,0,0
967,0,0,0,0,0,0,0
968,0,0,0,1,0,0,1
969,2,1,0,1,1,0,0
970,0,1,0,0,0,0,1
971,1,1,1,1,1,0,0
972,0,0,0,1,1,0,0
973,1,1,1,0,0,0,1
974,0,0,0,0,0,0,0
975,1,1,1,0,0,1,1
976,1,1,1,0,0,2,1
977,1,0,1,1,0,1,1
978,1,1,0,0,0,0,1
979,1,1,1,0,0,0,0
980,1,0,1,0,1,0,0
981,0,0,0,0,0,0,0
982,0,1,1,0,1,0,0
983,1,1,1,0,0,0,0
984,1,1,0,1,0,0,0
985,1,1,1,0,0,0,0
986,1,1,1,0,0,0,1
987,1,1,0,0,0,0,0
988,1,1,0,0,0,0,0
989,0,0,0,0,1,0,1
990,1,1,1,0,0,0,1
991,1,1,0,0,0,0,0
992,1,1,1,0,1,0,0
993,1,1,0,1,1,0,0
994,1,1,0,1,0,0,0
995,1,1,0,1,0,0,0
996,0,0,0,1,0,0,0
997,1,1,0,0,0,0,0
998,0,1,1,0,0,0,0
999,1,1,1,0,1,0,0
1000,2,1,1,1,0,0,1
1001,1,1,1,0,0,0,0
1002,1,1,1,0,0,0,0
1003,0,0,1,1,1,1,1
1004,1,1,0,1,0,0,0
1005,0,0,0,0,0,0,1
1006,1,1,1,0,0,0,1
1007,1,1,1,1,1,0,0
1008,1,1,0,0,0,0,1
1009,1,1,1,0,1,0,0
1010,1,1,1,0,0,0,0
1011,0,0,0,0,0,0,0
1012,1,1,0,0,0,0,0
1013,1,1,0,1,0,0,0
1014,1,1,1,0,0,0,0
1015,0,0,1,1,0,0,1
1016,0,0,1,0,0,0,1
1017,0,0,0,0,0,0,0
1018,1,1,1,0,0,1,0
1019,1,1,1,1,0,0,0
1020,0,0,1,0,0,0,1
1021,0,0,1,0,0,0,1
1022,1,1,0,1,0,0,1
1023,1,2,1,0,1,0,0
1024,1,1,1,0,0,0,1
1025,1,0,1,1,0,1,1
1026,0,0,0,0,0,1,1
1027,1,1,1,1,0,1,1
1028,1,1,1,0,0,0,0
1029,2,1,0,1,0,0,1
1030,1,1,1,0,0,1,0
1031,1,1,1,0,0,0,0
1032,1,1,0,0,0,1,0
1033,0,1,1,0,0,1,0
1034,1,1,0,0,0,0,1
1035,0,0,0,0,0,0,1
1036,0,0,1,0,0,0,1
1037,0,0,0,1,0,0,1
1038,0,0,0,0,0,0,1
1039,1,1,0,0,0,0,1
1040,1,1,1,0,1,1,0
1041,1,1,1,1,0,0,1
1042,1,1,0,1,0,0,1
1043,0,1,0,1,1,0,0
1044,1,1,1,0,1,1,0
1045,1,1,0,1,0,1,0
1046,1,1,1,0,0,0,0
1047,0,0,0,0,0,0,1
1048,1,1,0,0,0,0,1
1049,0,0,0,0,0,1,1
1050,1,1,0,0,0,0,0
1051,2,1,1,1,0,1,0
1052,1,0,1,0,0,0,1
1053,1,1,1,0,0,0,0
1054,0,0,1,1,0,0,1
1055,1,1,0,0,0,0,1
1056,1,0,0,0,0,0,0
1057,1,0,1,0,0,0,1
1058,2,1,0,1,0,0,1
1059,1,1,1,0,0,0,0
1060,1,1,0,1,0,0,0
1061,1,0,1,0,0,0,1
1062,0,0,0,0,0,0,1
1063,1,0,1,0,0,1,0
1064,1,1,1,0,1,0,0
1065,1,2,1,0,0,0,0
1066,1,1,0,0,0,1,0
1067,1,1,0,0,0,0,1
1068,1,1,0,1,0,0,0
1069,0,0,0,0,0,0,1
1070,0,0,1,1,0,1,0
1071,0,0,0,1,1,0,1
1072,1,1,0,0,0,0,0
1073,0,0,1,1,0,0,1
1074,0,0,0,1,1,1,0
1075,0,0,1,0,0,0,1
1076,0,0,0,0,0,1,0
1077,1,1,1,1,0,0,0
1078,0,0,0,0,1,1,1
1079,0,0,1,0,0,1,0
1080,1,1,1,0,0,0,1
1081,1,1,1,0,0,0,1
1082,0,0,1,1,0,0,0
1083,1,1,1,0,0,0,0
1084,0,0,0,0,0,1,0
1085,0,1,0,0,0,0,0
1086,1,1,0,0,0,0,0
1087,1,1,1,0,1,0,1
1088,1,1,0,1,0,0,0
1089,0,0,1,0,1,0,0
1090,1,1,1,0,0,0,0
1091,0,0,1,1,0,0,0
1092,0,0,1,0,0,0,0
1093,0,1,1,0,1,0,0
1094,0,1,0,0,0,0,0
1095,1,1,1,1,0,0,0
1096,1,1,1,0,1,0,0
1097,1,1,1,0,0,1,1
1098,0,0,1,0,0,0,1
1099,1,1,1,0,0,1,0
1100,1,0,1,0,0,0,1
1101,0,0,0,0,1,0,0
1102,1,1,1,0,0,1,0
1103,1,1,0,0,1,0,0
1104,1,1,1,0,1,1,0
1105,1,0,1,0,0,1,0
1106,0,0,1,0,0,0,1
1107,1,1,0,0,0,0,1
1108,1,1,1,0,1,0,0
1109,0,0,0,0,1,0,0
1110,1,1,1,0,0,0,0
1111,0,0,0,0,0,0,0
1112,0,0,0,0,1,0,1
1113,1,1,0,1,1,0,1
1114,1,1,0,1,1,0,0
1115,1,0,0,1,0,0,0
1116,1,0,0,0,0,0,0
1117,1,1,1,0,0,1,0
1118,0,0,0,0,1,1,0
1119,0,0,1,1,0,0,1
1120,1,0,1,0,1,0,1
1121,1,1,0,1,0,0,1
1122,1,0,1,0,0,1,0
1123,1,1,0,1,0,1,0
1124,0,0,1,0,0,1,0
1125,0,0,1,1,0,0,0
1126,0,0,0,0,0,0,1
1127,0,0,0,0,0,0,1
1128,1,1,1,0,0,0,0
1129,0,0,0,0,0,0,0
1130,0,0,0,0,0,0,1
1131,1,1,0,1,0,0,0
1132,1,1,0,1,0,0,1
1133,1,1,1,0,1,0,1
1134,0,0,0,1,0,0,1
1135,0,0,0,0,0,0,1
1136,0,0,1,0,0,1,0
1137,0,0,0,0,0,0,1
1138,1,1,0,0,1,0,1
1139,0,1,1,0,0,0,0
1140,1,1,0,0,1,0,1
1141,1,1,1,0,0,0,0
1142,0,0,0,1,1,0,1
1143,1,1,1,1,0,0,0
1144,0,0,1,0,1,0,0
1145,0,0,1,0,0,0,0
1146,0,0,0,1,0,0,0
1147,1,1,1,0,0,0,0
1148,0,0,0,1,0,0,0
1149,0,0,1,1,0,0,0
1150,1,0,0,0,0,1,0
1151,0,0,1,1,0,0,1
1152,0,0,0,0,0,0,0
1153,1,1,0,0,1,0,0
1154,1,1,0,0,0,0,0
1155,1,1,1,0,0,0,1
1156,1,0,1,1,1,0,1
1157,1,1,1,0,0,0,0
1158,0,0,0,0,1,0,1
1159,1,1,1,0,0,0,0
1160,1,1,0,0,1,1,0
1161,0,0,0,0,0,0,1
1162,1,0,0,0,0,0,0
1163,1,2,1,0,1,0,1
1164,1,1,0,0,0,0,0
1165,1,1,1,1,0,0,0
1166,0,0,0,0,0,0,0
1167,1,1,0,0,0,0,1
1168,1,1,1,1,0,0,0
1169,2,1,1,1,1,1,0
1170,1,0,1,1,0,0,1
1171,1,1,0,0,0,1,0
1172,0,0,0,1,0,0,0
1173,0,0,0,0,0,0,0
1174,1,1,1,0,1,0,0
1175,1,1,1,0,0,1,0
1176,1,1,1,1,0,0,1
1177,0,0,0,1,1,0,0
1178,1,1,0,0,0,1,0
1179,0,0,0,0,0,0,0
1180,0,0,1,1,0,0,1
1181,0,0,0,0,0,0,1
1182,1,1,1,1,1,0,1
1183,0,0,0,0,0,1,0
1184,0,0,1,0,0,1,1
1185,0,0,0,1,0,0,0
1186,0,0,0,1,0,0,1
1187,1,1,0,0,0,0,0
1188,0,0,1,0,0,1,1
1189,0,0,0,0,0,0,1
1190,0,0,1,1,1,0,0
1191,0,0,1,0,0,0,0
1192,1,1,1,1,1,0,0
1193,1,1,1,0,1,0,1
1194,1,1,1,0,0,0,0
1195,1,1,0,0,1,0,0
1196,1,1,1,0,0,0,1
1197,1,1,0,0,0,0,0
1198,0,0,0,0,1,0,0
1199,0,0,1,1,0,0,1
1200,1,1,0,0,0,0,1
1201,1,1,1,0,0,0,0
1202,1,1,1,1,0,0,0
1203,0,0,1,1,0,0,0
1204,1,1,1,0,0,0,0
1205,0,0,0,0,1,0,1
1206,0,0,1,0,1,0,1
1207,1,1,1,0,1,0,0
1208,0,1,0,0,1,0,0
1209,1,1,0,0,0,0,0
1210,1,1,1,0,0,0,0
1211,1,0,1,0,1,1,0
1212,1,1,1,0,0,0,0
1213,1,1,0,0,0,0,1
1214,1,1,1,0,0,0,0
1215,1,1,1,0,0,0,0
1216,1,1,1,0,0,1,0
1217,1,1,0,0,0,0,0
1218,0,0,0,0,1,0,1
1219,1,1,1,0,0,0,0
1220,1,1,1,0,0,0,0
1221,1,1,0,1,0,1,0
1222,1,1,0,0,1,0,0
1223,0,0,0,0,0,0,1
1224,1,1,0,0,1,1,0
1225,1,1,1,0,0,0,1
1226,1,1,1,1,0,0,0
1227,1,1,0,0,0,0,1
1228,0,0,0,0,0,0,1
1229,1,1,1,0,0,0,1
1230,1,1,1,0,0,0,0
1231,0,0,1,1,0,1,1
1232,1,1,1,1,0,0,0
1233,1,1,1,0,0,0,0
1234,1,1,0,1,0,0,0
1235,0,0,0,0,0,0,1
1236,1,1,1,1,0,0,0
1237,1,1,0,1,0,0,0
1238,0,0,0,0,1,0,1
1239,1,1,1,0,0,0,0
1240,1,1,1,1,1,1,0
1241,0,0,0,0,1,0,1
1242,0,1,0,0,1,1,0
1243,1,1,1,0,1,1,0
1244,0,0,0,0,0,0,1
1245,0,0,1,1,0,0,0
1246,1,0,0,0,1,1,0
1247,1,1,1,0,1,0,0
1248,1,1,1,0,0,0,0
1249,1,1,0,0,1,0,1
1250,1,1,0,0,1,0,0
1251,1,0,0,0,0,0,1
1252,1,1,1,1,0,0,0
1253,0,0,1,0,0,0,1
1254,0,1,0,0,0,0,1
1255,1,1,1,1,0,1,0
1256,0,0,0,0,0,0,1
1257,1,1,0,0,1,0,1
1258,0,0,1,0,0,0,0
1259,1,1,0,0,0,0,1
1260,1,1,1,0,0,0,0
1261,0,0,0,0,0,0,1
1262,1,0,1,0,0,0,1
1263,0,1,0,0,0,0,1
1264,1,1,1,1,0,0,1
1265,0,0,0,0,0,0,0
1266,1,0,1,0,0,0,1
1267,1,1,1,1,0,0,0
1268,0,0,0,0,1,0,1
1269,0,0,1,0,0,0,1
1270,1,1,0,1,0,0,1
1271,1,1,0,0,0,0,0
1272,1,1,0,0,0,0,0
1273,1,1,1,1,0,0,0
1274,0,0,0,0,0,0,1
1275,1,1,0,0,0,0,1
1276,1,1,1,1,0,1,1
1277,0,1,0,1,1,0,0
1278,0,0,0,0,0,0,1
1279,0,0,1,1,0,1,1
1280,1,1,1,1,0,0,0
1281,1,1,1,0,0,0,0
1282,0,0,0,1,0,1,1
1283,1,0,1,1,0,0,0
1284,0,0,0,0,0,0,1
1285,1,1,1,0,0,0,1
1286,0,0,0,1,0,0,0
1287,1,0,0,0,1,1,1
1288,1,1,0,1,0,1,0
1289,0,1,0,0,1,0,1
1290,1,1,0,0,0,0,1
1291,1,1,0,0,1,1,1
1292,1,1,1,1,1,1,0
1293,1,1,0,0,1,0,1
1294,0,0,0,0,0,0,1
1295,1,1,0,0,1,0,1
1296,1,1,1,1,0,0,0
1297,0,0,0,1,0,0,0
1298,0,0,0,0,0,0,1
1299,1,1,1,0,0,0,1
1300,1,1,1,0,1,1,0
1301,1,1,1,0,1,0,0
1302,1,1,1,0,1,1,0
1303,1,1,0,1,0,0,1
1304,1,0,0,0,0,0,1
1305,1,1,0,0,1,0,0
1306,0,0,0,0,1,0,1
1307,0,0,0,1,0,0,1
1308,1,1,0,0,0,1,1
1309,1,1,0,0,1,0,1
1310,0,0,1,0,0,0,1
1311,1,1,1,0,0,0,0
1312,1,0,1,1,0,0,1
1313,1,0,1,1,0,0,1
1314,0,1,1,0,0,0,0
1315,2,1,0,0,0,1,0
1316,1,0,1,1,0,0,1
1317,0,1,0,0,0,1,1
1318,1,2,1,0,0,0,0
1319,1,2,1,0,1,0,0
1320,0,0,0,1,0,0,0
1321,1,1,1,0,1,0,0
1322,1,1,1,1,0,0,0
1323,0,0,1,1,0,0,1
1324,1,1,0,1,0,0,0
1325,0,0,1,0,0,0,1
1326,0,0,1,0,0,0,1
1327,1,0,1,0,0,1,1
1328,1,1,1,0,1,0,0
1329,0,0,0,0,0,0,0
1330,0,0,0,0,0,0,0
1331,1,1,0,0,1,0,0
1332,0,0,1,0,0,0,1
1333,1,1,0,0,1,0,1
1334,0,0,1,0,0,0,1
1335,0,0,0,1,0,0,1
1336,1,1,1,0,0,1,1
1337,1,1,1,0,0,0,0
1338,0,0,0,0,0,1,1
1339,1,1,1,0,0,0,0
1340,1,1,1,0,0,1,0
1341,1,0,1,0,0,0,0
1342,0,0,0,0,0,0,1
1343,1,1,1,1,0,0,0
1344,0,0,1,1,0,0,1
1345,1,1,0,0,0,1,0
1346,1,1,0,0,0,1,1
1347,0,1,0,1,0,0,1
1348,1,1,0,0,1,0,1
1349,0,0,0,0,0,1,0
1350,1,1,0,1,0,0,1
1351,1,1,1,1,0,0,0
1352,1,1,1,1,0,0,0
1353,0,0,1,1,0,1,1
1354,1,1,0,1,1,0,1
1355,1,1,0,0,0,0,1
1356,1,0,1,0,0,1,1
1357,1,1,1,0,0,0,1
1358,1,1,1,0,0,0,0
1359,1,1,0,0,0,0,1
1360,1,1,0,0,0,0,0
1361,0,0,0,0,0,0,1
1362,1,1,0,0,0,0,0
1363,1,1,1,0,0,0,0
1364,1,0,1,0,0,0,1
1365,0,0,1,0,0,0,1
1366,1,1,1,1,0,0,0
1367,1,1,1,1,0,0,0
1368,1,0,1,0,0,0,1
1369,1,1,1,0,0,0,0
1370,0,0,0,0,0,0,0
1371,1,1,1,0,0,0,0
1372,1,0,1,1,0,1,1
1373,1,1,1,0,1,1,0
1374,1,1,1,0,1,0,0
1375,0,0,1,1,0,0,1
1376,1,1,0,0,0,0,1
1377,0,0,1,0,0,1,1
1378,0,1,1,1,0,0,0
1379,0,0,1,0,0,0,0
1380,1,1,1,0,0,0,0
1381,0,0,1,0,0,1,0
1382,1,1,0,1,0,0,1
1383,1,1,0,0,0,0,1
1384,0,0,1,0,1,0,0
1385,1,1,0,0,0,0,1
1386,0,0,1,0,0,1,0
1387,0,0,1,1,0,0,1
1388,0,0,0,1,0,0,1
1389,1,1,1,0,0,0,0
1390,1,0,1,0,1,0,1
1391,0,0,0,0,0,1,1
1392,0,0,0,0,1,0,0
1393,1,1,1,1,1,0,1
1394,1,0,1,0,1,1,1
1395,0,0,0,1,0,1,1
1396,1,1,0,1,0,0,0
1397,1,1,1,1,0,0,0
1398,1,0,1,0,0,0,1
1399,0,0,1,1,1,0,0
1400,0,0,0,1,0,1,1
1401,1,1,0,1,1,0,1
1402,0,0,1,0,0,0,1
1403,0,0,0,0,1,0,0
1404,2,1,1,1,0,0,0
1405,0,0,0,1,1,0,1
1406,1,1,0,1,0,0,0
1407,1,1,1,1,0,0,0
1408,1,1,0,0,1,0,1
1409,0,0,1,0,0,1,1
1410,1,0,1,1,0,0,1
1411,1,1,1,0,0,0,1
1412,1,0,1,1,0,0,1
1413,1,1,1,0,0,0,0
1414,1,1,1,1,0,1,0
1415,1,1,1,0,1,0,1
1416,1,1,0,0,0,1,1
1417,1,1,1,0,0,0,1
1418,1,1,1,1,0,0,0
1419,0,0,1,1,0,0,0
1420,0,0,0,1,0,0,0
1421,0,0,0,0,0,0,1
1422,0,0,0,0,0,0,1
1423,0,0,1,0,0,1,1
1424,1,1,1,0,0,0,1
1425,0,0,0,1,0,1,1
1426,0,0,0,0,0,0,1
1427,1,1,0,1,0,0,1
1428,0,0,0,0,0,0,1
1429,0,0,0,0,0,0,1
1430,0,0,1,0,1,0,0
1431,1,1,0,0,0,0,0
1432,0,0,1,0,0,1,0
1433,1,1,0,0,1,0,1
1434,1,1,0,0,0,0,1
1435,1,1,1,0,1,0,0
1436,1,1,0,0,0,0,1
1437,0,0,0,1,0,0,1
1438,1,1,1,0,1,1,0
1439,1,1,0,0,1,0,1
1440,1,1,1,1,0,0,1
1441,1,1,1,0,1,0,0
1442,0,1,0,0,0,1,0
1443,0,0,0,0,1,0,0
1444,1,1,0,0,1,0,0
1445,0,0,1,1,0,1,1
1446,1,1,0,0,0,0,1
1447,1,1,0,1,0,0,1
1448,1,1,1,1,0,0,0
1449,1,1,0,0,1,0,1
1450,0,0,1,0,0,0,0
1451,1,1,1,0,0,0,0
1452,1,0,1,0,0,1,0
1453,0,0,1,0,0,0,0
1454,1,1,0,0,0,0,1
1455,0,0,0,1,1,0,0
1456,1,1,0,0,0,0,0
1457,1,1,1,1,0,0,0
1458,0,0,1,1,0,0,1
1459,2,1,1,1,0,0,0
1460,0,0,1,0,1,0,1
1461,1,1,1,0,0,1,0
1462,2,1,1,0,0,0,0
1463,1,1,1,1,0,0,0
1464,0,0,1,0,1,0,0
1465,1,1,1,0,0,0,1
1466,1,1,0,0,1,1,0
1467,1,0,1,0,0,0,1
1468,1,1,1,0,0,0,0
1469,1,1,1,0,0,0,0
1470,0,0,1,1,0,0,1
1471,1,1,2,1,0,0,1
1472,1,0,0,1,0,0,1
1473,0,0,0,0,0,0,0
1474,0,0,1,0,1,1,1
1475,1,1,0,0,0,0,1
1476,1,1,1,0,0,0,0
1477,0,0,1,0,0,0,0
1478,1,1,1,0,0,0,0
1479,1,1,1,1,0,0,0
1480,1,1,0,0,0,0,0
1481,1,1,1,0,1,0,0
1482,1,1,0,0,1,0,0
1483,1,1,1,0,1,0,1
1484,1,1,0,0,1,0,0
1485,1,1,1,0,1,0,0
1486,1,1,0,0,0,0,1
1487,0,0,0,0,0,0,1
1488,1,1,1,0,1,0,0
1489,1,1,0,0,1,0,0
1490,1,1,1,0,1,0,0
1491,0,0,0,1,0,0,1
1492,1,1,0,0,0,0,1
1493,1,1,0,1,0,0,0
1494,1,0,1,0,0,0,0
1495,0,0,0,1,0,1,1
1496,1,1,1,1,0,0,1
1497,1,1,0,0,0,0,1
1498,0,0,1,0,0,1,1
1499,1,1,0,0,0,0,1
1500,1,1,1,0,1,0,0
1501,0,0,0,0,0,0,0
1502,1,1,1,0,1,1,0
1503,0,0,1,0,1,0,0
1504,0,0,0,1,1,0,1
1505,1,1,1,0,1,0,0
1506,0,1,1,0,0,0,0
1507,1,1,1,0,1,0,0
1508,1,1,1,0,0,0,0
1509,0,0,0,0,0,0,1
1510,1,0,1,0,0,0,1
1511,0,1,0,1,0,0,1
1512,0,0,0,0,0,0,0
1513,1,0,1,1,0,0,0
1514,1,1,0,0,0,0,0
1515,1,1,1,0,1,0,0
1516,0,0,0,1,0,1,0
1517,1,1,1,0,0,0,0
1518,1,0,1,1,0,0,1
1519,1,1,1,0,0,1,1
1520,1,1,1,0,0,0,0
1521,1,1,1,0,0,1,1
1522,1,1,0,1,1,0,1
1523,1,1,1,1,0,0,0
1524,1,1,0,0,1,0,0
1525,0,0,0,0,0,0,0
1526,1,1,1,0,0,0,0
1527,1,1,0,0,0,0,1
1528,1,1,0,0,1,0,1
1529,0,0,1,1,0,0,0
1530,1,1,1,1,0,0,0
1531,0,0,1,0,0,0,0
1532,1,1,0,0,0,0,0
1533,0,0,0,0,1,0,0
1534,1,1,0,0,1,0,0
1535,1,1,1,0,0,0,0
1536,0,0,0,0,0,0,1
1537,0,0,0,1,0,0,1
1538,1,1,1,1,0,0,0
1539,1,1,0,0,0,0,1
1540,1,1,1,1,0,0,0
1541,2,1,1,0,0,0,1
1542,1,1,1,0,1,0,1
1543,1,1,1,0,0,0,0
1544,0,0,0,1,0,0,0
1545,0,0,0,1,0,0,1
1546,1,1,1,0,0,0,0
1547,1,1,0,1,0,0,1
1548,0,0,0,1,0,0,0
1549,0,0,1,1,0,0,1
1550,1,1,0,0,0,0,0
1551,1,1,1,0,0,0,1
1552,1,1,0,0,0,0,1
1553,0,0,1,0,1,1,0
1554,1,1,1,0,1,0,0
1555,1,1,1,1,0,1,0
1556,1,1,1,0,0,1,1
1557,0,0,0,0,0,0,1
1558,1,1,1,0,0,0,0
1559,1,0,1,0,0,0,0
1560,0,0,0,0,0,0,0
1561,1,1,1,0,1,0,0
1562,1,1,1,0,1,0,0
1563,0,0,1,1,0,0,0
1564,0,0,1,0,0,1,0
1565,0,0,0,1,0,0,0
1566,0,0,0,0,1,0,1
1567,1,1,0,0,0,0,0
1568,1,1,1,1,0,0,0
1569,1,1,1,0,0,1,0
1570,1,1,1,0,0,0,0
1571,1,1,1,0,0,0,0
1572,1,1,1,0,0,0,0
1573,0,0,1,1,0,0,0
1574,0,0,0,0,0,0,1
1575,0,0,0,1,1,0,1
1576,1,1,0,1,0,0,0
1577,1,0,1,0,0,0,1
1578,0,0,1,0,1,0,0
1579,1,1,1,1,0,0,1
1580,1,1,1,0,0,1,0
1581,1,1,1,1,0,0,0
1582,1,0,1,0,0,0,0
1583,1,1,1,1,0,0,0
1584,2,1,0,1,0,0,1
1585,0,0,1,0,1,1,1
1586,1,0,1,1,0,1,1
1587,0,0,0,0,0,0,1
1588,1,1,0,0,0,0,1
1589,1,1,0,0,0,0,1
1590,0,0,0,0,0,0,0
1591,1,1,0,0,1,0,1
1592,2,1,0,0,1,0,0
1593,1,1,1,0,0,0,0
1594,0,0,0,1,0,0,1
1595,1,0,1,1,0,0,0
1596,0,0,0,0,1,0,1
1597,1,1,0,1,1,0,0
1598,0,0,0,0,1,0,1
1599,1,1,0,0,0,0,0
1600,1,1,1,1,0,0,1
1601,0,0,1,1,0,0,0
1602,1,1,0,0,1,0,1
1603,0,0,0,0,0,0,1
1604,1,0,1,0,0,0,1
1605,0,0,0,1,0,0,1
1606,1,1,0,0,0,0,1
1607,1,1,0,0,0,0,0
1608,0,0,0,1,0,0,1
1609,1,1,1,0,0,0,0
1610,0,0,0,1,0,0,1
1611,0,0,1,0,0,0,1
1612,0,0,0,1,1,0,1
1613,0,0,0,0,0,0,0
1614,0,0,0,0,0,0,1
1615,0,0,1,0,0,1,0
1616,1,1,0,0,0,1,0
1617,1,1,1,1,0,1,0
1618,1,0,1,0,0,0,0
1619,1,0,0,0,0,0,1
1620,1,1,0,0,1,0,0
1621,2,1,1,1,0,1,1
1622,0,0,0,0,0,0,1
1623,1,1,0,0,1,0,1
1624,1,1,1,0,0,0,0
1625,1,1,1,0,0,0,0
1626,1,1,0,0,0,0,0
1627,1,1,1,1,1,0,0
1628,0,0,1,0,0,0,0
1629,1,0,1,0,0,0,0
1630,1,1,1,0,0,0,1
1631,0,0,1,0,1,0,1
1632,1,1,1,1,0,0,1
1633,0,0,0,0,1,0,0
1634,0,0,1,0,0,0,1
1635,1,1,1,0,0,0,1
1636,1,1,0,0,0,0,0
1637,0,0,0,0,0,0,1
1638,1,1,1,1,0,0,0
1639,2,1,0,0,0,1,0
1640,1,1,0,0,0,0,0
1641,0,0,0,0,0,0,1
1642,1,1,0,1,1,1,0
1643,1,0,1,0,0,1,1
1644,1,1,1,0,1,0,0
1645,1,1,1,0,1,1,0
1646,1,1,0,1,0,0,1
1647,0,0,1,1,0,0,0
1648,0,1,0,0,0,0,1
1649,0,0,0,0,0,1,0
1650,2,1,1,0,1,0,0
1651,0,0,1,1,0,0,0
1652,1,0,1,0,0,0,0
1653,1,1,0,0,0,0,1
1654,1,1,1,0,1,0,0
1655,0,0,0,0,1,0,1
1656,1,1,1,0,0,0,1
1657,1,1,0,1,0,0,0
1658,1,1,2,0,1,0,0
1659,1,1,1,1,0,1,1
1660,1,1,0,1,0,1,1
1661,0,1,1,0,1,0,0
1662,1,0,0,1,0,0,0
1663,1,1,1,1,1,0,0
1664,1,1,1,1,0,0,0
1665,1,1,0,0,0,0,0
1666,0,0,0,0,0,0,1
1667,1,1,0,0,0,0,0
1668,0,0,1,0,0,0,0
1669,1,1,1,0,1,0,0
1670,0,0,0,1,0,1,0
1671,0,0,0,0,1,0,0
1672,1,1,1,0,1,0,0
1673,0,0,0,0,1,0,1
1674,0,0,0,1,0,0,0
1675,0,0,0,0,0,1,0
1676,0,0,0,1,1,0,1
1677,1,1,1,0,0,1,0
1678,0,0,0,0,1,0,1
1679,1,1,1,0,0,0,1
1680,2,1,1,1,0,0,0
1681,0,0,0,0,0,0,1
