,San Andreas (Carrizo) rev,San Andreas (Cholame) rev,San Andreas (Mojave S),San Andreas (Coachella) rev,San Jacinto (Anza) rev,Garlock (West),San Andreas (Carrizo) rev output,San Andreas (Cholame) rev output,San Andreas (Mojave S) output,San Andreas (Coachella) rev output,San Jacinto (Anza) rev output,Garlock (West) output
526,7,6,6,3,3,1,0,0,0,0,0,0
527,6,6,5,3,2,1,1,1,1,0,0,0
528,5,5,5,4,3,2,1,1,1,0,0,0
529,5,5,5,3,2,1,1,1,0,0,1,0
530,5,6,5,3,2,3,1,1,1,1,0,0
531,6,5,5,4,3,1,1,1,1,0,0,0
532,5,5,5,3,4,3,1,1,1,0,0,0
533,9,7,5,4,3,2,0,0,1,0,0,0
534,6,6,5,3,3,2,1,1,0,1,0,0
535,7,8,6,3,3,0,0,1,0,0,0,1
536,8,5,7,4,2,1,1,1,1,0,1,0
537,9,5,5,3,2,3,1,1,0,1,1,0
538,7,5,5,3,2,3,1,1,1,0,0,0
539,6,6,5,4,3,2,0,0,0,0,0,0
540,6,6,5,3,3,2,1,1,1,0,0,0
541,6,6,5,3,3,1,0,0,0,1,1,0
542,6,6,6,3,2,2,0,0,0,0,1,0
543,6,6,5,4,2,2,1,1,1,0,0,0
544,7,6,5,3,2,2,0,0,0,0,1,0
545,6,6,5,4,2,1,0,0,1,0,0,0
546,6,6,5,3,3,2,0,0,0,0,0,0
547,6,6,7,4,2,1,1,1,0,0,0,0
548,7,6,5,3,4,3,0,0,1,1,1,1
549,7,6,5,3,3,1,0,0,1,1,1,1
550,10,6,5,3,2,1,1,1,0,0,0,0
551,7,7,5,4,2,3,1,1,0,0,1,0
552,9,5,5,3,2,1,1,1,1,0,0,1
553,6,6,5,5,2,1,0,0,0,0,1,0
554,6,6,5,3,2,2,1,1,1,1,1,0
555,6,5,4,3,2,2,1,1,1,0,0,0
556,5,5,5,3,3,2,1,1,0,0,0,0
557,7,6,6,4,3,2,0,1,0,0,0,0
558,5,5,5,3,2,2,1,1,1,1,0,0
559,6,6,5,3,3,2,1,1,0,0,0,0
560,5,5,5,3,3,1,1,1,1,0,0,0
561,7,5,5,3,2,1,1,0,0,1,0,0
562,5,6,5,3,3,1,0,0,1,0,1,0
563,7,6,5,3,2,2,0,0,0,1,1,0
564,6,6,5,3,2,2,0,0,0,0,0,0
565,7,6,5,3,3,2,0,0,1,1,0,0
566,6,6,5,3,4,2,1,1,0,0,0,0
567,6,6,5,4,3,2,0,0,0,0,0,0
568,6,7,5,3,2,2,1,1,1,0,0,1
569,9,6,5,4,3,1,1,1,0,0,0,0
570,7,10,5,3,2,2,0,1,1,1,0,0
571,10,9,5,4,4,2,0,1,0,0,0,0
572,10,5,6,3,3,1,0,0,0,1,0,0
573,7,6,7,3,3,2,0,1,0,1,0,0
574,6,6,5,4,2,2,0,0,0,0,1,0
575,8,7,5,3,2,2,1,0,1,1,0,0
576,9,7,5,3,3,2,0,0,0,0,0,0
577,8,9,7,3,2,2,1,0,1,1,1,0
578,8,6,5,3,2,2,0,0,0,1,0,0
579,6,6,5,3,3,2,0,0,0,0,0,0
580,6,6,6,3,3,1,0,0,0,0,0,0
581,6,6,5,4,3,2,0,0,0,0,0,0
582,6,6,5,3,2,2,1,1,1,0,1,0
583,6,7,5,3,2,1,1,1,0,1,0,1
584,6,6,5,3,3,1,1,0,1,0,0,0
585,7,6,4,3,2,1,1,1,1,1,0,0
586,6,6,5,3,3,2,1,1,1,0,0,0
587,5,5,4,3,2,2,1,1,1,0,1,0
588,5,5,5,4,3,1,1,1,0,0,0,0
589,6,6,6,3,3,3,0,0,0,1,0,0
590,6,6,5,3,4,2,0,0,1,0,0,0
591,7,6,5,4,2,2,1,1,0,0,0,0
592,8,5,5,4,3,2,1,1,1,0,0,1
593,7,7,5,3,3,2,0,0,0,1,0,1
594,7,6,5,3,2,1,1,1,0,0,1,1
595,5,5,5,3,2,1,1,1,1,1,0,1
596,6,6,5,3,2,2,0,0,1,0,1,0
597,6,6,9,3,2,2,0,0,1,1,0,0
598,7,6,5,3,3,0,1,1,0,0,0,1
599,5,5,7,3,2,0,1,1,0,1,1,1
600,7,6,5,4,2,1,0,0,1,0,0,1
601,7,6,4,3,2,1,1,1,1,1,1,1
602,6,5,5,3,2,2,1,1,0,0,1,0
603,5,5,5,4,2,1,1,1,1,0,0,0
604,5,5,5,4,2,2,1,1,1,0,1,0
605,6,6,5,3,3,1,0,0,0,0,0,0
606,6,6,5,4,2,1,0,0,1,0,1,0
607,6,6,5,4,2,1,1,1,1,0,0,0
608,7,6,5,3,2,2,0,0,0,0,1,1
609,5,5,5,6,2,1,1,1,0,0,1,0
610,5,5,5,3,2,1,1,1,1,0,1,0
611,5,5,5,4,2,2,1,1,1,0,1,0
612,5,5,5,3,2,2,1,1,0,0,0,0
613,5,5,5,3,3,2,0,0,0,1,0,0
614,6,6,5,3,2,1,1,1,1,0,1,1
615,7,6,4,5,2,1,0,0,1,1,0,1
616,8,7,5,3,3,1,0,0,0,0,0,0
617,7,6,5,3,2,2,1,1,1,1,1,0
618,7,5,7,3,2,2,0,1,0,0,0,0
619,7,6,5,4,3,2,1,1,1,0,0,0
620,5,5,5,3,3,2,1,1,1,1,0,0
621,9,7,5,3,3,1,1,1,1,0,0,0
622,5,6,4,3,3,2,1,1,1,0,0,0
623,6,6,5,3,3,2,0,0,0,0,0,0
624,8,5,5,4,3,0,1,1,1,0,0,1
625,6,5,4,3,3,1,1,1,1,0,0,0
626,5,5,4,4,2,2,1,1,1,0,1,0
627,5,5,5,3,2,3,1,1,1,0,0,0
628,7,6,5,4,3,2,0,0,0,0,0,0
629,6,6,6,3,2,1,1,1,0,1,0,1
630,6,6,5,3,3,1,0,0,0,0,0,0
631,6,6,6,4,2,3,1,1,1,0,1,0
632,5,5,5,3,2,2,1,1,0,1,0,0
633,5,5,7,3,3,1,1,1,0,0,0,1
634,6,6,5,3,2,1,0,0,1,0,0,1
635,6,6,4,3,3,1,0,0,1,1,0,0
636,6,6,5,3,2,2,0,0,0,0,1,0
637,6,6,5,4,2,1,0,0,0,0,0,1
638,7,6,6,3,3,2,0,0,0,0,0,0
639,6,6,6,3,2,2,0,0,0,1,1,0
640,6,6,5,3,2,3,1,1,1,1,0,0
641,8,10,5,3,3,2,0,0,0,0,0,1
642,5,5,5,4,2,1,1,1,1,0,1,0
643,7,7,6,4,2,3,1,0,0,0,0,0
644,7,8,5,3,2,1,1,0,0,1,0,0
645,6,6,6,4,3,2,0,0,1,0,0,0
646,8,6,5,3,3,2,1,1,0,1,0,0
647,6,7,5,3,2,1,1,1,1,0,0,0
648,5,5,5,3,3,1,1,1,1,1,0,1
649,6,6,4,3,2,1,0,0,1,0,1,1
650,6,6,5,4,2,1,1,1,0,0,0,1
651,5,5,7,4,3,1,1,1,1,0,0,0
652,5,5,5,3,2,2,1,1,1,0,1,0
653,6,6,5,3,2,2,0,0,0,1,0,0
654,6,6,6,3,2,1,0,0,0,0,1,0
655,6,6,5,4,2,2,0,0,1,0,0,0
656,6,6,5,3,3,1,0,0,0,0,0,0
657,6,6,5,4,2,1,0,0,0,0,0,0
658,6,6,6,3,3,1,0,0,0,0,0,0
659,6,6,4,3,2,1,1,1,1,1,1,0
660,9,7,5,3,2,2,1,1,0,0,0,1
661,7,5,6,3,2,1,1,1,0,1,1,0
662,7,6,5,3,2,2,0,1,0,0,0,0
663,9,9,5,4,3,1,1,0,1,0,0,0
664,9,6,5,3,2,1,0,0,0,0,1,0
665,5,5,5,3,3,2,1,1,1,1,0,0
666,5,5,5,3,2,3,1,1,0,1,0,0
667,6,6,5,3,3,1,0,0,1,0,0,1
668,6,6,5,4,2,1,1,1,0,0,0,0
669,5,5,5,3,3,2,1,1,1,0,0,0
670,5,5,5,4,2,2,1,1,0,0,0,0
671,6,6,5,3,3,2,0,0,1,1,0,0
672,6,6,5,3,2,2,1,1,1,0,1,0
673,5,5,4,3,2,2,1,1,1,0,0,0
674,6,9,5,4,3,2,1,1,0,0,0,0
675,5,5,5,3,2,1,1,1,0,1,1,0
676,8,5,5,3,3,1,1,1,1,0,0,0
677,5,5,4,4,2,2,0,0,1,0,1,0
678,6,6,5,4,2,2,0,0,1,1,0,1
679,6,6,4,3,3,0,0,0,1,0,0,1
680,7,7,5,4,2,0,1,1,1,0,0,1
681,5,5,5,3,3,1,1,1,0,1,0,0
682,6,6,5,3,2,2,0,0,1,0,1,0
683,6,6,5,3,2,1,0,0,0,1,0,1
684,6,6,5,3,3,1,1,1,1,0,0,0
685,6,7,6,3,2,1,0,1,0,1,1,1
686,8,6,5,3,2,1,1,1,1,0,1,0
687,7,5,5,3,3,1,0,0,1,0,0,0
688,6,6,5,3,2,2,1,1,1,1,0,0
689,6,5,5,3,2,2,0,0,0,0,1,0
690,6,6,6,4,2,1,0,0,0,0,0,0
691,6,7,7,4,2,1,1,1,1,0,1,0
692,6,6,5,3,2,1,1,1,0,1,0,0
693,7,5,5,3,2,2,0,0,1,1,1,0
694,6,6,5,3,2,2,0,0,0,0,0,0
695,6,6,5,3,3,2,0,0,1,1,1,0
696,6,6,4,3,2,1,1,1,1,0,0,1
697,5,5,5,3,2,1,1,1,0,0,1,0
698,5,5,6,3,2,1,1,1,0,1,0,1
699,7,6,5,3,3,2,0,0,1,0,0,0
700,6,6,4,3,3,1,0,0,1,1,0,1
701,5,5,5,4,2,2,1,1,1,0,1,0
702,6,6,5,3,2,1,0,0,1,0,0,0
703,6,6,5,3,3,1,0,0,0,1,0,1
704,6,6,5,3,2,2,1,1,1,1,0,0
705,5,5,5,3,3,3,1,1,0,0,0,0
706,6,5,6,3,2,2,1,1,0,0,0,0
707,8,5,5,4,3,1,1,1,1,0,0,0
708,5,5,5,3,2,3,1,1,0,0,1,0
709,7,6,5,4,2,1,0,0,1,0,0,0
710,6,6,4,3,3,1,1,1,1,1,0,0
711,5,5,5,3,3,1,1,1,0,0,0,0
712,5,5,5,3,2,3,1,1,0,0,0,0
713,5,5,5,4,3,2,1,1,1,0,0,0
714,6,6,5,5,3,1,0,0,0,0,1,0
715,6,6,6,3,3,1,0,0,0,0,0,0
716,6,6,5,3,3,2,0,0,1,1,0,0
717,6,6,5,3,3,2,0,0,1,0,0,1
718,7,6,5,4,2,1,1,1,1,0,1,1
719,5,5,4,3,2,2,1,1,1,0,1,0
720,5,5,6,3,2,1,1,1,0,0,1,0
721,5,5,6,3,2,1,1,1,0,1,0,0
722,5,5,5,3,3,2,1,1,1,0,0,0
723,7,6,5,3,2,2,1,1,1,1,0,0
724,5,5,6,3,3,1,1,1,1,0,1,0
725,5,5,5,3,2,2,1,1,0,1,0,0
726,5,5,5,3,3,3,1,1,1,0,0,0
727,7,6,5,3,2,2,1,1,0,0,1,0
728,7,7,5,4,2,1,0,0,1,0,0,1
729,6,7,5,3,3,1,1,1,0,0,0,0
730,7,5,5,4,2,2,1,1,1,1,0,0
731,7,5,7,3,3,2,0,0,1,0,0,0
732,6,6,5,4,2,1,1,1,1,0,1,0
733,5,5,5,3,2,1,1,1,1,1,0,1
734,5,5,5,3,3,1,0,0,0,0,0,0
735,6,6,5,4,4,0,1,1,1,1,0,1
736,6,6,5,3,2,1,1,0,1,0,0,1
737,8,8,5,3,2,1,0,0,0,0,1,0
738,6,6,5,4,2,2,0,0,1,0,0,0
739,8,7,5,3,2,1,0,0,1,1,1,1
740,6,10,6,3,2,1,1,1,1,1,1,0
741,7,6,5,3,3,2,1,1,0,0,0,0
742,10,5,6,3,2,2,1,1,0,0,0,0
743,7,8,5,5,3,2,1,0,1,0,1,1
744,9,6,5,3,2,1,1,1,0,0,0,0
745,9,7,6,3,2,1,0,0,0,1,0,0
746,6,6,5,3,3,2,0,0,1,1,1,0
747,6,6,5,3,3,1,0,0,0,0,0,1
748,6,6,5,4,2,1,0,0,1,0,1,1
749,11,6,5,4,2,1,1,0,1,0,0,0
750,5,8,4,4,3,1,1,1,1,0,0,0
751,6,7,5,4,2,2,1,1,0,0,1,0
752,7,6,5,4,2,2,1,1,1,0,0,0
753,10,5,5,4,2,2,1,1,0,0,1,1
754,6,5,5,3,2,2,1,1,0,0,0,0
755,7,6,5,4,3,1,0,0,1,0,0,0
756,6,6,6,3,3,1,0,0,1,1,0,0
757,8,6,5,3,3,1,0,0,1,0,0,0
758,8,6,5,3,2,2,1,0,0,0,1,0
759,6,6,5,4,2,1,0,0,0,0,0,1
760,5,5,5,3,2,1,1,1,1,0,1,0
761,5,5,5,3,2,2,1,1,1,0,0,0
762,6,6,5,3,3,2,0,0,1,1,0,0
763,6,6,4,3,2,2,1,0,1,0,1,0
764,6,6,5,4,2,2,0,0,1,0,0,0
765,6,6,5,3,3,3,1,1,1,0,0,0
766,6,5,4,4,2,1,1,1,1,0,0,0
767,7,7,5,3,3,2,1,1,0,1,0,0
768,7,5,5,3,4,2,1,1,1,0,1,0
769,6,6,5,4,2,1,1,1,0,0,0,0
770,5,5,6,3,3,2,1,1,0,1,0,0
771,6,6,5,3,3,2,0,0,1,0,0,0
772,7,6,4,3,2,2,1,0,1,0,1,1
773,7,8,5,4,2,1,1,1,1,0,0,0
774,5,9,4,4,2,3,0,1,1,0,1,0
775,6,6,5,4,2,1,1,1,1,0,0,0
776,5,5,5,3,3,2,0,0,0,0,0,0
777,6,6,6,3,2,2,0,0,0,1,0,0
778,6,6,6,3,3,1,0,0,0,0,0,1
779,5,5,5,3,2,1,1,1,1,1,1,0
780,6,5,5,3,2,2,1,1,0,0,0,0
781,6,6,5,4,2,2,0,0,1,0,1,0
782,7,5,5,4,2,2,1,1,0,0,0,0
783,7,7,5,3,3,1,1,1,0,1,0,0
784,5,5,5,3,3,2,1,1,1,1,0,0
785,5,5,5,3,2,1,1,1,0,0,1,0
786,5,5,5,4,2,2,1,1,1,0,0,0
787,6,5,4,3,2,1,1,1,1,0,1,0
788,5,6,5,3,3,1,1,1,1,1,0,0
789,6,6,5,3,2,2,0,0,0,0,1,0
790,6,6,5,3,2,1,1,1,1,0,0,0
791,5,5,5,4,2,2,1,1,1,0,1,0
792,6,5,5,3,2,3,1,1,0,1,0,0
793,9,5,5,3,3,1,1,1,1,0,0,0
794,7,5,5,3,2,1,1,1,0,0,1,0
795,6,6,5,4,2,1,1,0,1,0,0,0
796,6,6,5,3,2,1,0,0,1,0,1,1
797,7,6,6,4,2,2,0,0,0,0,1,0
798,6,6,6,3,4,2,1,1,0,0,0,0
799,5,5,5,3,4,1,1,1,1,1,0,1
800,5,8,5,3,2,1,1,1,1,0,0,0
801,7,5,5,3,3,3,0,1,0,1,0,0
802,8,5,5,3,2,1,1,1,1,0,1,1
803,5,5,5,3,2,1,1,1,0,1,1,0
804,6,6,5,3,2,1,0,0,1,0,0,0
805,6,6,5,4,2,2,1,1,1,0,1,1
806,6,6,5,3,2,1,0,0,1,1,0,0
807,6,6,5,3,2,1,0,0,0,0,0,1
808,6,6,5,3,3,2,1,1,1,1,0,0
809,5,7,5,3,2,2,0,0,0,0,1,0
810,6,6,6,4,2,1,0,0,0,0,1,0
811,7,6,5,3,3,2,0,0,1,1,0,0
812,6,6,5,3,2,2,1,1,1,0,1,0
813,8,6,5,3,2,2,1,0,0,0,1,0
814,7,6,5,4,3,2,0,0,1,0,0,0
815,5,5,5,3,3,2,1,1,0,1,0,0
816,5,5,6,3,4,1,1,1,1,0,0,0
817,5,5,5,3,2,2,1,1,1,0,0,0
818,5,5,5,4,3,1,1,1,1,0,0,1
819,5,5,5,4,2,2,1,1,0,0,0,0
820,6,6,5,3,3,1,0,0,1,0,0,0
821,7,6,4,4,2,2,1,1,1,0,1,0
822,5,5,5,3,3,1,1,1,0,0,0,0
823,7,5,5,3,4,1,0,0,1,1,0,0
824,6,6,5,3,4,2,1,1,0,0,0,0
825,5,5,5,4,2,1,1,1,0,0,1,1
826,6,6,5,3,3,1,1,1,1,1,0,0
827,5,5,5,3,2,1,1,1,0,0,0,0
828,6,6,5,3,4,1,0,0,0,0,0,0
829,10,5,6,3,2,3,0,1,0,1,1,0
830,7,6,6,3,4,1,0,0,0,0,0,0
831,6,6,6,4,2,2,0,0,0,1,1,0
832,6,6,5,3,2,2,1,0,0,0,0,0
833,8,6,5,3,3,2,1,1,1,1,0,0
834,5,5,5,3,3,0,1,1,0,1,0,1
835,6,5,5,3,3,1,1,0,1,0,0,0
836,7,8,5,3,2,1,1,1,1,1,1,1
837,6,8,4,3,2,2,1,1,1,0,0,0
838,6,8,5,3,2,1,0,0,0,1,1,0
839,7,6,5,3,2,1,1,1,1,0,0,1
840,8,5,5,3,3,1,0,0,0,1,0,0
841,6,7,5,3,2,2,1,1,1,0,0,0
842,5,5,5,3,3,2,1,1,1,1,0,0
843,6,6,5,3,3,3,0,0,0,0,0,0
844,7,6,5,3,3,1,1,1,1,0,0,0
845,5,5,5,4,3,2,1,1,0,0,0,0
846,10,6,6,3,3,3,1,0,0,1,0,0
847,6,6,5,3,2,1,0,0,0,0,0,0
848,6,6,6,4,3,3,0,0,0,0,0,0
849,7,6,5,3,3,1,1,1,1,0,0,0
850,6,6,5,4,2,2,0,0,1,0,0,0
851,8,6,5,3,3,2,1,0,0,1,0,0
852,5,5,5,4,2,1,1,1,1,0,1,0
853,5,5,5,3,2,2,1,1,0,1,1,0
854,5,5,5,3,2,2,1,1,1,0,0,0
855,5,5,5,3,3,2,1,1,1,1,0,0
856,7,6,5,3,3,2,1,1,0,0,0,0
857,6,6,5,3,2,2,1,1,1,1,0,1
858,5,5,4,3,3,1,1,1,1,0,0,0
859,5,5,5,3,2,2,1,1,1,0,1,0
860,6,6,5,4,2,1,1,1,1,0,0,1
861,6,8,5,3,2,1,0,0,1,1,1,0
862,6,6,5,3,2,1,1,1,0,0,0,0
863,5,5,5,3,2,2,1,1,1,1,1,0
864,6,6,5,3,2,1,0,0,0,0,0,1
865,8,6,5,3,3,2,0,0,1,1,0,1
866,6,6,5,3,3,1,0,0,0,0,1,0
867,6,6,5,4,2,3,0,0,1,0,0,0
868,6,6,5,3,2,1,1,1,1,0,1,1
869,7,7,4,4,2,2,1,1,1,0,0,0
870,6,9,5,3,3,2,1,0,1,1,0,0
871,9,5,5,3,3,2,0,1,0,0,0,0
872,6,6,5,4,3,1,1,1,0,0,0,0
873,5,5,5,3,3,2,1,1,1,0,0,0
874,6,7,5,3,3,2,0,0,0,1,0,0
875,6,6,5,3,3,2,0,0,1,0,0,0
876,6,6,5,3,2,2,0,0,0,0,1,0
877,6,6,6,3,2,2,0,0,0,1,1,0
878,6,6,5,3,2,1,1,0,1,0,0,0
879,6,7,5,3,3,2,1,1,0,1,0,0
880,6,7,6,3,3,2,0,1,0,0,0,0
881,7,6,5,3,2,2,0,0,0,0,1,0
882,6,6,5,3,2,1,0,0,0,1,0,1
883,6,6,5,3,3,1,0,0,0,0,0,0
884,6,6,5,3,2,2,1,1,1,1,0,0
885,8,5,5,3,3,2,1,0,1,0,0,0
886,5,10,4,4,2,2,1,0,1,0,1,0
887,6,6,4,3,3,1,1,1,1,0,1,0
888,6,5,5,3,3,3,1,1,0,1,0,0
889,6,6,6,3,3,1,0,0,0,0,0,1
890,6,6,5,3,3,2,0,0,1,1,0,0
891,6,6,4,3,2,2,0,0,1,0,0,1
892,7,6,5,3,3,2,0,0,0,1,0,0
893,9,7,6,3,3,3,0,0,0,0,0,0
894,6,6,5,3,3,1,1,1,1,1,0,0
895,6,5,4,3,2,1,1,1,1,1,0,0
896,6,6,5,3,3,3,0,0,1,0,0,0
897,6,6,4,3,3,1,1,1,1,1,0,1
898,5,5,5,3,2,1,1,1,1,0,1,0
899,5,5,5,3,2,1,1,1,1,1,0,0
900,6,7,5,3,3,3,0,0,0,0,0,0
901,6,6,5,4,3,2,0,0,1,0,0,1
902,6,6,5,3,3,2,0,0,0,1,0,0
903,6,6,5,3,2,2,0,0,1,0,1,0
904,6,6,5,3,3,2,1,1,0,1,0,1
