,San Andreas (Carrizo) rev,San Andreas (Cholame) rev,San Andreas (Mojave S),San Andreas (Coachella) rev,San Jacinto (Anza) rev,Garlock (West),0
1677,0,0,0,1,0,0,1
1678,1,1,0,0,0,0,0
1679,0,0,1,1,0,0,0
1680,0,0,0,1,0,0,1
1681,1,1,0,0,0,0,1
1682,0,0,1,0,0,0,0
1683,1,1,0,0,1,0,0
1684,1,1,1,0,0,0,1
1685,1,1,0,0,0,0,0
1686,0,0,1,0,1,0,0
1687,1,1,1,0,0,1,0
1688,0,0,0,0,1,0,0
1689,1,1,1,0,1,1,0
1690,2,1,0,1,0,0,0
1691,1,1,0,0,1,1,0
1692,1,1,1,1,1,0,0
1693,0,0,0,1,0,0,1
1694,0,0,1,0,1,1,1
1695,0,0,1,0,0,0,0
1696,1,1,0,0,0,0,0
1697,1,0,1,0,0,1,0
1698,0,0,0,1,0,0,1
1699,0,0,0,0,0,0,1
1700,2,1,1,1,0,0,0
1701,1,1,1,0,1,0,0
1702,0,1,0,0,1,1,1
1703,1,1,1,0,0,0,0
1704,1,1,1,1,1,0,0
1705,1,1,1,0,1,0,1
1706,1,1,0,0,0,1,1
1707,1,1,1,1,0,0,0
1708,1,1,0,0,1,0,1
1709,1,1,0,1,0,0,0
1710,0,0,1,1,0,0,0
1711,1,1,1,0,1,0,1
1712,0,0,0,0,1,0,0
1713,1,1,0,1,0,1,0
1714,0,0,1,0,1,0,1
1715,0,0,1,0,0,1,0
1716,0,0,0,1,0,0,1
1717,1,1,1,0,0,0,1
1718,0,0,0,1,0,0,1
1719,1,0,1,0,1,0,1
1720,0,0,0,0,0,0,1
1721,1,0,1,0,0,0,1
1722,0,0,0,1,0,1,0
1723,0,0,0,0,0,1,1
1724,0,0,1,0,0,1,0
1725,1,1,1,0,0,1,0
1726,0,0,1,0,0,0,0
1727,1,1,1,1,0,0,0
1728,0,0,0,0,0,0,1
1729,1,1,0,0,0,0,1
1730,1,1,1,0,0,0,0
1731,0,1,0,0,0,0,1
1732,1,1,0,0,0,1,1
1733,0,0,0,0,0,0,1
1734,1,1,0,0,1,0,1
1735,0,0,1,1,0,1,0
1736,1,1,1,0,0,0,0
1737,2,1,1,1,0,1,1
1738,1,1,1,0,1,0,0
1739,0,0,1,1,0,0,0
1740,1,1,0,0,0,0,0
1741,1,1,1,0,0,0,0
1742,0,0,0,0,0,1,1
1743,1,0,0,0,0,0,0
1744,0,0,0,0,1,0,1
1745,1,1,1,0,0,1,1
1746,1,1,1,0,0,0,0
1747,0,0,0,0,1,0,0
1748,0,0,1,1,0,0,0
1749,1,1,1,1,1,0,0
1750,1,1,1,0,0,0,0
1751,1,1,0,0,1,0,1
1752,1,1,0,1,0,0,1
1753,1,1,0,0,1,0,1
1754,1,1,0,0,1,0,0
1755,0,0,1,0,0,0,1
1756,1,1,1,0,1,0,0
1757,1,1,0,0,1,0,1
1758,1,2,0,0,1,1,0
1759,1,1,0,1,0,0,1
1760,1,1,0,0,0,0,0
1761,1,1,0,0,1,0,0
1762,0,0,0,0,0,0,1
1763,1,1,0,0,0,0,0
1764,0,0,0,1,0,0,1
1765,1,1,0,1,0,0,1
1766,1,1,0,0,1,0,1
1767,0,0,1,0,0,1,1
1768,1,0,1,0,0,0,1
1769,1,1,1,0,1,1,0
1770,1,1,1,1,0,0,0
1771,0,0,1,1,0,0,0
1772,1,1,1,0,1,0,0
1773,0,1,0,0,0,0,1
1774,0,0,0,0,0,0,1
1775,0,0,0,0,0,0,1
1776,0,0,0,0,0,0,0
1777,1,1,1,0,0,0,0
1778,1,1,0,0,1,0,0
1779,1,1,1,0,0,0,0
1780,1,1,1,1,1,0,0
1781,1,1,0,0,1,0,1
1782,1,1,1,0,0,0,0
1783,0,0,0,1,0,1,1
1784,1,1,1,0,0,1,0
1785,0,0,1,1,0,0,0
1786,0,0,0,1,1,0,1
1787,1,1,0,0,0,1,1
1788,0,0,0,0,0,0,0
1789,1,1,2,0,0,0,0
1790,0,0,0,0,0,0,1
1791,1,1,1,0,1,0,0
1792,1,1,0,0,0,1,0
1793,1,1,1,0,0,1,0
1794,1,0,0,1,0,0,0
1795,1,1,1,0,0,1,0
1796,1,1,1,1,0,0,1
1797,1,1,1,0,1,0,0
1798,1,1,1,1,0,0,1
1799,1,1,0,0,0,0,0
1800,0,0,0,0,0,0,1
1801,0,0,1,0,1,0,0
1802,1,1,1,0,0,0,0
1803,1,1,0,0,0,1,1
1804,0,0,0,0,1,0,1
1805,1,1,0,1,0,0,0
1806,1,1,1,0,1,1,0
1807,0,0,1,1,0,0,0
1808,1,1,0,1,1,1,0
1809,0,0,0,0,0,0,0
1810,1,1,1,1,1,0,0
1811,1,1,1,0,1,0,0
1812,0,0,0,0,1,1,1
1813,1,1,1,0,0,1,0
1814,0,0,1,0,0,0,0
1815,1,1,0,1,1,0,0
1816,1,1,0,0,1,1,0
1817,1,1,0,0,1,0,0
1818,1,1,0,0,0,0,0
1819,0,0,0,1,0,0,0
1820,0,0,0,1,0,0,0
1821,2,1,1,0,0,0,0
1822,1,1,0,1,0,1,0
1823,0,0,1,1,0,0,1
1824,0,0,0,0,0,1,1
1825,0,0,0,0,0,0,1
1826,0,0,1,1,0,0,1
1827,1,1,0,0,0,0,0
1828,1,1,0,0,1,0,0
1829,0,0,1,1,1,0,1
1830,1,1,1,0,0,0,0
1831,1,1,0,0,0,0,1
1832,1,1,0,0,0,0,0
1833,1,1,0,1,0,0,1
1834,1,1,1,0,0,1,1
1835,1,1,1,0,0,0,0
1836,1,1,0,1,0,0,1
1837,1,1,0,1,1,0,1
1838,0,0,1,0,0,0,0
1839,2,1,1,0,0,0,0
1840,0,0,1,0,0,0,1
1841,1,1,0,0,1,0,1
1842,1,1,0,0,1,0,1
1843,1,1,0,0,0,0,1
1844,0,0,0,0,0,0,0
1845,1,1,0,0,0,0,0
1846,0,0,0,0,0,1,1
1847,1,0,1,0,0,0,1
1848,0,0,0,0,0,0,1
1849,0,0,1,0,0,0,0
1850,0,0,1,1,0,0,1
1851,1,1,0,1,1,0,1
1852,1,1,1,0,0,0,1
1853,1,1,1,1,0,0,0
1854,1,1,1,0,0,0,0
1855,1,1,0,0,1,0,1
1856,1,1,0,0,0,0,0
1857,1,1,1,1,0,0,0
1858,1,1,1,1,0,0,0
1859,1,1,0,0,1,0,0
1860,1,1,1,1,1,0,0
1861,0,0,0,0,0,0,0
1862,0,0,0,0,1,1,1
1863,1,0,1,1,0,0,1
1864,1,1,0,1,0,0,0
1865,1,1,1,1,1,0,0
1866,0,0,0,1,0,0,1
1867,0,0,1,0,0,1,1
1868,0,0,0,0,0,1,0
1869,1,0,1,0,1,1,0
1870,1,0,1,1,0,1,0
1871,1,1,0,0,0,0,0
1872,1,1,1,0,1,0,0
1873,1,0,1,0,0,0,0
1874,1,1,1,0,0,0,0
1875,1,0,1,1,0,0,0
1876,1,1,0,1,0,0,1
1877,1,1,1,0,0,0,0
1878,1,1,1,1,0,0,0
1879,0,0,0,0,1,0,0
1880,1,1,1,0,1,0,0
1881,1,1,0,0,0,0,1
1882,2,1,1,0,0,0,0
1883,1,1,1,1,0,0,0
1884,0,0,0,0,0,0,1
1885,0,0,0,0,0,0,1
1886,1,1,1,1,0,0,0
1887,0,0,0,1,0,0,1
1888,0,0,1,0,0,0,1
1889,0,0,0,1,0,0,1
1890,0,0,1,0,0,0,1
1891,0,0,0,0,0,1,1
1892,1,1,1,1,1,0,0
1893,0,0,0,0,1,1,1
1894,0,0,0,0,0,0,0
1895,1,1,1,0,0,0,0
1896,1,1,0,1,0,0,1
1897,0,0,0,1,0,0,0
1898,1,1,0,0,1,0,0
1899,0,0,0,0,0,0,0
1900,1,1,0,0,1,0,1
1901,1,1,0,1,0,1,0
1902,0,0,1,0,0,0,0
1903,0,0,1,1,0,0,0
1904,0,0,1,0,0,0,1
1905,1,1,1,1,1,0,0
1906,1,1,1,0,0,1,0
1907,1,1,1,0,1,0,0
1908,0,0,0,0,0,0,0
1909,0,0,0,1,1,0,1
1910,1,1,1,0,1,0,0
1911,0,0,0,1,0,0,1
1912,1,1,1,1,0,0,0
1913,0,0,0,1,0,0,1
1914,1,1,0,1,0,0,0
1915,0,0,0,0,0,1,1
1916,0,0,0,0,1,0,1
1917,0,0,0,1,1,0,1
1918,0,1,0,1,0,0,0
1919,0,0,1,0,1,0,1
1920,1,1,0,0,1,0,0
1921,0,0,0,1,0,0,1
1922,1,1,0,0,0,0,1
1923,1,1,1,0,1,0,1
1924,0,0,1,0,1,0,1
1925,1,1,0,0,0,0,0
1926,0,0,0,1,1,0,1
1927,0,0,0,1,0,0,1
1928,1,1,0,0,0,0,0
1929,0,0,0,0,0,0,1
1930,1,0,1,0,0,0,1
1931,1,0,1,0,0,0,1
1932,0,0,1,0,1,0,0
1933,1,1,1,0,0,0,0
1934,0,0,0,0,0,0,0
1935,0,0,1,0,0,0,1
1936,0,0,0,0,0,0,1
1937,1,1,0,0,0,0,1
1938,1,1,1,0,0,0,0
1939,1,1,1,0,1,0,1
1940,1,1,1,1,0,0,0
1941,1,1,0,1,0,1,0
1942,0,0,1,0,0,0,0
1943,0,0,0,0,0,0,1
1944,1,1,0,1,0,0,0
1945,0,1,0,0,0,0,0
1946,1,1,1,1,0,0,0
1947,1,1,1,0,1,1,0
1948,0,0,0,0,0,1,1
1949,1,1,0,1,0,0,0
1950,1,0,0,0,1,0,1
1951,1,0,1,0,0,0,1
1952,1,1,1,0,0,0,1
1953,0,0,0,0,0,0,1
1954,1,0,0,0,0,0,1
1955,2,1,1,1,1,0,0
1956,0,0,0,0,1,0,1
1957,1,1,0,0,0,0,0
1958,1,1,0,1,1,0,0
1959,1,0,1,0,0,1,0
1960,1,1,1,0,0,0,1
1961,1,1,0,0,0,0,0
1962,0,0,1,0,0,0,0
1963,0,0,1,0,0,0,0
1964,1,1,1,0,1,0,0
1965,1,1,1,0,0,0,1
1966,0,0,1,0,0,0,1
1967,2,1,1,1,1,1,0
1968,1,1,1,0,1,0,0
1969,1,1,0,0,0,0,0
1970,1,1,0,1,0,0,1
1971,1,1,1,0,1,0,1
1972,0,0,0,0,1,0,0
1973,0,0,0,0,0,0,0
1974,0,0,0,0,0,0,0
1975,1,1,1,0,1,0,0
1976,1,1,0,0,0,0,1
1977,0,0,0,0,1,0,0
1978,0,1,0,0,1,0,1
1979,1,0,1,1,0,0,1
1980,1,1,0,0,1,0,0
1981,1,1,0,0,0,0,1
1982,1,1,0,0,0,0,1
1983,1,1,1,1,0,0,0
1984,1,1,0,1,1,0,0
1985,0,0,1,0,1,1,0
1986,1,1,1,0,0,0,0
1987,1,1,0,0,0,0,0
1988,1,1,1,1,0,0,0
1989,0,0,1,1,0,1,0
1990,0,0,0,0,0,0,1
1991,0,0,0,1,1,0,0
1992,0,0,0,0,0,0,1
1993,0,0,0,1,0,0,0
1994,1,1,0,0,0,1,1
1995,1,1,1,0,0,0,1
1996,1,1,1,0,0,0,0
1997,1,1,0,0,0,0,0
1998,1,1,0,0,0,0,1
1999,1,1,0,0,0,1,0
2000,1,1,1,1,0,0,0
2001,0,0,0,1,0,0,0
2002,1,1,1,0,1,0,0
2003,1,1,1,0,0,0,1
2004,1,1,1,1,0,0,0
2005,0,0,0,1,0,0,1
2006,1,1,1,0,0,0,0
2007,1,0,0,0,0,0,0
2008,1,1,1,0,0,0,0
2009,1,1,0,0,0,0,0
2010,1,1,1,1,1,0,0
2011,0,0,1,0,0,1,1
2012,0,0,0,1,0,0,1
2013,0,0,1,0,0,0,0
2014,0,0,1,0,1,0,0
2015,1,1,1,0,0,0,0
2016,1,1,0,0,0,0,1
2017,0,0,1,0,0,0,1
2018,0,0,0,0,0,0,0
2019,0,0,0,0,0,0,1
2020,0,0,0,1,0,0,1
2021,1,1,0,0,0,0,0
2022,0,0,1,0,1,2,0
2023,0,0,0,0,0,0,1
2024,1,1,1,0,0,0,0
2025,1,1,0,1,0,0,1
2026,1,0,1,1,0,0,1
2027,0,0,0,0,0,0,1
2028,0,0,0,0,0,0,1
2029,1,1,0,0,0,0,0
2030,0,0,0,1,1,0,1
2031,0,0,0,0,1,1,0
2032,1,2,1,1,0,1,0
2033,0,0,0,0,0,0,0
2034,0,0,0,1,0,0,1
2035,1,1,1,1,0,0,1
2036,0,0,0,0,1,0,0
2037,1,1,1,0,1,0,1
2038,1,0,0,0,1,0,1
2039,1,1,0,0,0,1,1
2040,2,1,0,0,0,0,1
2041,1,1,1,1,0,0,0
2042,0,0,0,0,1,0,1
2043,1,1,0,1,1,0,0
2044,0,0,0,0,0,0,1
2045,1,1,0,0,0,0,0
2046,1,1,1,0,1,0,1
2047,0,0,1,0,0,0,1
2048,1,1,0,0,0,0,0
2049,0,0,1,0,1,1,0
2050,1,1,0,0,0,0,1
2051,1,1,0,0,0,0,0
2052,0,0,1,0,0,1,0
2053,1,1,0,0,0,0,1
2054,1,2,1,1,0,0,1
2055,1,1,1,0,0,0,0
2056,1,1,0,1,0,0,0
2057,1,1,1,1,1,0,1
2058,1,1,0,0,0,0,1
2059,1,1,1,0,1,1,1
2060,0,0,0,1,1,0,0
2061,2,1,1,0,1,1,0
2062,1,1,1,0,0,0,1
2063,1,1,0,0,1,0,1
2064,0,0,1,0,0,0,1
2065,1,0,0,0,0,0,1
2066,1,1,1,0,0,0,0
2067,1,1,1,0,1,1,0
2068,1,1,1,0,1,0,0
2069,1,1,1,0,0,1,1
2070,1,1,1,0,0,0,0
2071,1,1,1,1,0,0,0
2072,1,1,1,1,1,0,0
2073,0,0,0,0,0,1,0
2074,1,1,1,0,0,1,0
2075,0,1,0,0,0,0,0
2076,2,1,1,0,1,0,0
2077,0,0,1,1,1,0,1
2078,2,2,1,1,0,0,0
2079,0,0,0,1,0,0,1
2080,0,0,0,0,0,0,0
2081,1,1,1,0,1,0,0
2082,0,0,0,0,0,0,0
2083,1,1,1,1,1,0,0
2084,0,0,1,0,0,0,0
2085,1,1,1,0,0,0,0
2086,0,0,0,0,0,0,1
2087,0,0,0,1,0,0,0
2088,1,1,1,0,0,0,0
2089,1,1,0,0,1,0,0
2090,0,0,0,0,0,0,1
2091,1,1,1,1,0,0,1
2092,1,1,1,1,0,0,0
2093,1,1,1,0,0,0,0
2094,0,1,1,0,0,0,1
2095,1,1,1,0,0,1,0
2096,0,0,0,1,0,0,0
2097,1,1,1,0,1,1,0
2098,0,0,0,0,0,0,1
2099,0,0,0,1,1,0,1
2100,1,1,0,0,0,0,0
2101,1,0,0,0,1,0,1
2102,0,0,0,1,0,0,0
2103,1,1,1,0,1,0,1
2104,1,1,1,1,0,0,1
2105,1,1,0,1,0,0,0
2106,0,0,0,1,0,0,0
2107,0,0,1,0,0,1,0
2108,1,0,1,1,1,1,0
2109,0,0,1,1,0,0,0
2110,1,1,1,1,0,0,0
2111,1,1,0,0,0,0,1
2112,1,1,1,0,0,0,0
2113,1,0,1,1,0,0,1
2114,1,1,0,0,0,0,1
2115,0,0,0,1,0,0,1
2116,1,1,1,1,0,0,0
2117,1,1,1,0,0,1,0
2118,1,1,0,0,0,1,0
2119,0,0,0,0,0,1,0
2120,1,1,0,1,0,1,0
2121,1,1,1,0,0,0,1
2122,2,1,1,0,0,1,1
2123,0,0,1,1,0,1,0
2124,0,0,0,1,0,0,1
2125,1,1,0,1,0,0,0
2126,0,0,1,0,0,0,1
2127,1,1,1,1,0,0,0
2128,0,0,1,0,0,0,0
2129,1,2,1,0,1,0,0
2130,0,0,1,0,1,1,1
2131,1,1,0,1,0,1,0
2132,1,1,1,0,1,0,0
2133,1,1,0,1,0,0,1
2134,1,1,1,1,0,0,0
2135,0,0,1,0,0,0,0
2136,1,1,1,0,0,0,0
2137,1,1,1,1,0,0,0
2138,1,0,1,0,1,0,0
2139,0,0,1,0,0,0,0
2140,0,0,0,1,0,0,1
2141,0,0,0,0,1,0,1
2142,1,1,0,1,0,0,0
2143,1,1,0,0,0,0,0
2144,1,1,1,0,1,0,1
2145,0,0,1,1,0,0,1
2146,1,1,1,0,1,0,0
2147,1,1,0,0,0,0,0
2148,1,0,1,0,1,0,0
2149,0,0,1,1,1,0,0
2150,0,0,1,0,0,0,1
2151,1,1,1,1,0,0,0
2152,1,1,0,0,0,0,0
2153,0,0,0,0,0,0,1
2154,0,0,1,0,0,1,1
2155,1,1,1,0,0,0,1
2156,0,0,0,0,0,0,1
2157,0,0,0,1,1,0,1
2158,0,0,0,0,1,0,1
2159,1,1,1,0,1,0,1
2160,1,1,1,0,0,0,0
2161,0,0,0,1,0,0,1
2162,0,1,1,1,0,0,0
2163,0,0,0,0,0,0,0
2164,1,1,1,1,1,0,0
2165,0,0,0,0,0,0,1
2166,1,1,0,1,0,0,1
2167,0,0,0,0,1,0,1
2168,1,1,0,0,0,1,1
2169,1,1,0,0,0,0,0
2170,0,0,0,0,1,0,1
2171,1,1,0,0,0,0,1
2172,1,1,0,0,0,0,1
2173,0,0,0,0,0,0,1
2174,1,1,0,0,0,0,1
2175,1,1,1,1,1,0,0
2176,0,0,0,1,1,0,1
2177,1,1,0,1,0,0,0
2178,0,0,0,0,0,0,0
2179,0,1,1,0,0,1,0
2180,0,0,1,0,0,0,1
2181,1,1,0,0,1,0,0
2182,1,1,0,0,0,0,1
2183,1,1,1,0,0,0,1
2184,1,1,1,1,0,0,0
2185,1,0,1,1,0,0,0
2186,1,1,0,0,0,0,0
2187,0,0,1,0,1,0,1
2188,0,0,0,0,0,1,0
2189,0,0,1,1,0,0,0
2190,1,0,1,0,0,0,0
2191,0,0,0,0,0,0,1
2192,1,1,1,1,0,0,0
2193,0,0,0,0,0,0,0
2194,2,1,1,1,0,0,0
2195,1,1,1,0,1,0,0
2196,0,0,0,0,0,1,1
2197,1,1,1,1,1,0,0
2198,1,1,1,0,1,0,0
2199,1,1,1,1,0,0,0
2200,1,1,1,0,0,0,1
2201,1,1,1,0,0,0,0
2202,1,1,0,1,1,1,0
2203,1,1,0,1,0,0,1
2204,0,0,1,0,1,0,1
2205,0,0,0,0,0,0,0
2206,0,0,1,1,0,1,0
2207,1,1,1,0,0,0,1
2208,1,1,1,0,0,0,0
2209,0,0,0,1,0,0,0
2210,1,1,1,0,0,0,0
2211,1,1,1,1,0,0,0
2212,1,1,0,1,0,0,0
2213,1,1,0,0,1,0,0
2214,0,0,0,1,1,0,1
2215,1,1,0,1,0,0,1
2216,1,1,1,0,0,0,0
2217,1,1,0,0,1,0,0
2218,0,0,0,0,0,0,1
2219,0,0,0,0,0,0,0
2220,1,1,1,0,0,0,0
2221,0,1,0,0,1,0,0
2222,0,0,0,0,0,0,0
2223,1,1,1,1,0,0,0
2224,0,0,0,0,1,0,0
2225,1,1,0,0,0,0,0
2226,0,0,0,0,0,0,0
2227,1,0,1,0,0,0,1
2228,0,0,1,0,0,0,1
2229,0,0,0,1,1,0,1
2230,1,1,1,1,0,0,0
2231,1,1,0,0,0,0,1
2232,0,0,0,1,0,0,0
2233,1,1,1,0,0,0,0
2234,1,1,0,0,0,0,0
2235,1,1,0,0,0,0,0
2236,1,1,0,0,0,0,1
2237,0,0,1,0,0,0,1
2238,1,1,1,0,0,0,0
2239,1,1,0,0,0,0,0
2240,0,0,0,0,0,0,1
2241,1,1,0,1,0,0,1
2242,1,1,1,0,0,0,0
2243,1,1,1,0,0,0,0
2244,1,1,0,0,0,0,0
2245,1,1,2,1,0,1,0
2246,1,1,0,0,0,0,1
2247,1,1,0,0,0,0,0
2248,1,1,0,0,0,0,1
2249,1,1,0,0,1,0,0
2250,0,0,1,1,0,0,1
2251,1,0,1,1,1,1,0
2252,0,0,0,0,0,1,0
2253,0,0,1,0,0,0,0
2254,1,1,0,0,0,0,1
2255,1,1,1,0,1,0,0
2256,0,0,0,0,0,0,1
2257,0,0,1,0,0,0,0
2258,0,0,0,0,1,0,1
2259,1,1,1,0,0,0,0
2260,1,1,1,0,0,0,1
2261,0,0,1,0,0,0,1
2262,1,1,1,1,0,0,0
2263,1,1,1,0,0,0,1
2264,0,0,1,0,0,1,1
2265,0,0,0,0,1,1,0
2266,1,1,1,1,0,0,1
2267,1,1,1,1,0,1,0
2268,1,1,0,0,0,0,1
2269,0,0,0,0,0,0,0
2270,0,1,0,0,1,0,0
2271,1,1,0,1,0,0,0
2272,0,0,0,0,1,0,1
2273,1,1,0,0,0,0,1
2274,0,0,1,0,0,0,0
2275,1,1,0,0,0,0,1
2276,0,0,0,1,0,0,1
2277,0,0,0,0,0,0,1
2278,1,1,1,0,0,0,1
2279,0,0,1,0,0,0,1
2280,1,1,1,1,0,1,0
2281,0,0,0,0,0,0,0
2282,0,1,0,1,1,0,1
2283,0,0,0,1,0,0,0
2284,1,1,1,0,1,0,0
2285,1,0,1,0,1,0,0
2286,0,0,0,1,0,0,1
2287,1,1,0,0,0,1,1
2288,0,0,1,1,0,0,1
2289,1,1,0,0,1,0,0
2290,1,1,1,0,0,1,1
2291,0,0,1,0,0,1,0
2292,1,1,1,0,0,1,0
2293,1,0,2,0,0,0,0
2294,1,1,0,0,0,0,1
2295,1,1,1,0,0,1,1
2296,1,1,1,1,0,0,0
2297,0,1,0,1,0,0,0
2298,0,0,0,1,0,0,1
2299,1,1,0,0,0,0,0
2300,1,1,0,0,1,0,0
2301,0,0,1,1,1,1,1
2302,1,1,0,0,0,0,1
2303,0,0,0,0,0,0,1
2304,1,1,1,0,0,0,0
2305,0,0,0,0,0,0,1
2306,1,1,0,0,0,1,1
2307,1,1,1,0,0,0,0
2308,1,1,0,0,0,0,1
2309,1,1,1,0,1,0,0
2310,0,1,1,0,1,1,0
2311,1,1,0,0,0,0,0
2312,1,1,0,0,1,0,0
2313,0,0,0,0,1,0,1
2314,0,0,0,0,0,0,1
2315,1,1,0,0,1,1,0
2316,0,0,1,0,0,0,1
2317,0,0,0,1,0,0,0
2318,0,0,0,0,0,1,0
2319,1,1,0,0,0,0,0
2320,0,0,0,0,1,0,0
2321,0,0,0,0,0,0,1
2322,0,0,0,1,0,0,0
2323,1,1,1,0,0,0,0
2324,0,0,0,0,0,0,0
2325,2,1,1,0,0,1,0
2326,0,0,0,1,0,0,0
2327,0,0,1,0,0,1,1
2328,1,1,1,0,1,0,0
2329,0,0,0,0,0,0,1
2330,1,1,1,0,0,0,1
2331,1,1,0,0,0,0,0
2332,1,1,1,0,0,0,0
2333,0,0,0,0,0,0,0
2334,2,1,0,1,1,0,0
2335,0,0,0,1,0,0,0
2336,0,0,0,0,0,0,0
2337,1,1,1,0,1,0,1
2338,0,0,1,0,0,0,1
2339,0,1,0,0,0,1,0
2340,1,1,0,1,0,0,0
2341,1,1,0,0,0,0,1
2342,1,1,1,0,0,0,0
2343,1,1,1,0,0,0,1
2344,0,0,0,1,1,0,1
2345,0,0,0,0,1,0,0
2346,0,0,0,0,1,0,1
2347,0,0,0,1,0,0,0
2348,1,1,1,0,0,0,0
2349,1,1,0,0,1,0,0
2350,1,1,1,0,0,0,1
2351,0,0,0,1,1,0,1
2352,1,1,0,1,0,0,0
2353,1,0,1,1,1,0,0
2354,1,1,1,0,0,1,0
2355,1,0,1,0,1,0,0
2356,1,1,1,0,0,1,0
2357,1,1,1,0,0,0,1
2358,1,1,0,1,0,0,0
2359,2,1,1,1,0,0,0
2360,1,1,1,1,0,0,0
2361,0,0,0,0,0,0,1
2362,1,1,1,0,1,0,0
2363,1,1,0,1,0,0,0
2364,1,1,0,1,0,0,1
2365,0,0,0,0,1,1,0
2366,0,0,0,1,0,0,1
2367,0,0,0,1,0,0,1
2368,0,0,1,0,0,0,0
2369,0,0,0,0,0,0,1
2370,0,0,1,0,1,0,0
2371,0,0,1,0,0,0,1
2372,0,0,1,0,1,0,0
2373,1,1,1,0,0,0,0
2374,0,0,0,1,1,0,1
2375,0,0,1,0,0,1,1
2376,1,1,1,0,1,0,0
2377,1,1,0,0,0,0,1
2378,0,0,0,0,0,0,0
2379,1,1,1,0,0,1,0
2380,0,0,0,0,0,1,1
2381,1,1,1,0,0,0,0
2382,0,0,1,1,0,0,1
2383,1,1,0,0,0,0,1
2384,0,0,0,1,0,1,0
2385,1,0,1,1,0,1,0
2386,1,1,1,1,0,0,0
2387,0,1,1,1,1,1,1
2388,1,1,1,0,0,0,0
2389,1,1,1,1,0,0,0
2390,1,1,1,0,0,0,1
2391,2,1,0,0,1,1,0
2392,0,0,1,0,0,1,0
2393,1,1,0,1,0,0,0
2394,1,1,0,0,0,1,1
2395,1,1,0,1,0,0,0
2396,0,1,0,0,1,0,0
2397,1,1,1,0,0,0,0
2398,0,0,1,0,1,2,0
2399,0,0,0,0,0,0,1
2400,1,1,1,1,0,0,0
2401,1,1,0,0,0,0,0
2402,1,1,0,1,0,0,1
2403,1,1,1,0,0,0,1
2404,1,1,0,0,0,0,1
2405,1,1,1,0,1,0,1
2406,1,1,1,0,0,0,0
2407,0,0,0,0,1,0,1
2408,0,1,0,1,1,0,1
2409,1,1,1,1,0,1,0
2410,1,1,0,1,0,0,1
2411,1,1,1,0,0,0,1
2412,0,0,0,0,0,0,1
2413,1,1,1,1,0,0,0
2414,1,1,1,1,0,0,0
2415,0,0,1,1,0,0,1
2416,0,0,0,0,0,0,1
2417,1,1,1,0,0,0,0
2418,1,1,1,0,0,1,0
2419,1,1,1,1,0,1,0
2420,1,1,1,0,1,1,0
2421,1,1,0,0,0,0,1
2422,1,1,1,1,0,0,0
2423,1,1,1,1,1,1,0
2424,1,1,0,0,0,1,0
2425,0,0,0,0,0,0,1
2426,1,1,0,1,1,0,1
2427,1,1,1,0,1,1,0
2428,1,1,1,0,0,0,0
2429,0,0,0,0,0,0,1
2430,1,1,0,1,0,0,1
2431,1,1,1,1,0,0,0
2432,1,1,1,0,0,0,1
2433,0,0,0,0,0,1,1
2434,1,1,1,1,0,0,0
2435,0,0,1,0,0,0,0
2436,0,0,1,1,0,0,0
2437,1,1,0,1,0,0,0
2438,0,0,1,0,0,0,1
2439,1,1,0,1,0,0,0
2440,0,0,0,0,1,0,1
2441,1,1,1,0,0,0,1
2442,1,1,1,1,0,0,0
2443,0,0,0,1,0,0,1
2444,1,1,1,1,0,0,0
2445,0,0,0,0,0,0,0
2446,0,1,0,0,0,1,1
2447,1,1,1,0,0,0,1
2448,1,1,0,0,1,0,1
2449,0,0,1,0,1,1,0
2450,0,1,0,1,0,0,1
2451,1,1,0,0,0,1,0
2452,1,1,0,0,1,0,0
2453,0,0,0,1,0,0,1
2454,0,0,1,0,0,0,0
2455,1,1,1,1,1,0,0
2456,0,0,0,1,1,0,0
2457,1,1,1,1,0,0,0
2458,1,1,1,0,0,2,0
2459,0,0,1,1,0,0,0
2460,0,0,0,0,1,0,1
2461,1,0,1,1,0,1,1
2462,0,0,0,0,1,0,0
2463,1,1,0,0,0,0,1
2464,1,1,1,1,0,0,0
2465,0,0,0,1,0,0,1
2466,1,1,1,0,1,0,0
2467,0,0,0,1,0,0,1
2468,1,1,1,0,0,0,0
2469,0,0,1,1,1,1,1
2470,0,1,0,0,0,0,1
2471,1,1,0,1,0,0,1
2472,1,1,1,0,0,1,1
2473,1,1,0,0,0,0,1
2474,1,1,0,0,0,0,0
2475,0,0,1,0,0,0,1
2476,1,1,0,0,0,1,0
2477,1,1,1,1,0,0,1
2478,0,0,1,0,0,1,1
2479,0,0,1,1,0,0,1
2480,1,1,1,0,0,0,0
2481,1,1,0,0,0,0,1
2482,1,1,1,0,1,0,0
2483,1,1,1,0,1,0,0
2484,1,0,1,0,1,0,0
2485,1,1,1,0,0,0,0
2486,1,0,0,0,0,0,1
2487,0,0,1,1,0,0,0
2488,1,1,0,0,1,0,0
2489,1,1,0,1,0,1,1
2490,0,0,1,1,0,0,0
2491,1,0,1,0,0,1,1
2492,1,1,0,0,0,0,0
2493,1,1,1,0,0,0,0
2494,1,1,1,1,0,0,0
