,San Andreas (Carrizo) rev,San Andreas (Cholame) rev,San Andreas (Mojave S),San Andreas (Coachella) rev,San Jacinto (Anza) rev,Garlock (West),0
850,1,0,1,0,1,0,1
851,1,1,1,0,1,1,0
852,0,0,1,0,1,0,0
853,0,0,1,0,0,0,0
854,0,0,0,0,1,0,1
855,1,1,1,0,1,0,0
856,0,0,1,0,1,0,0
857,1,1,1,0,1,1,0
858,1,1,1,0,0,0,1
859,1,1,1,1,1,0,0
860,1,2,1,0,0,0,0
861,1,1,0,0,1,1,0
862,0,0,0,0,0,0,1
863,2,1,1,0,1,0,1
864,0,0,1,1,0,0,1
865,1,1,0,0,0,0,0
866,1,1,0,0,0,0,1
867,0,0,1,0,0,0,1
868,0,0,0,1,1,0,0
869,1,1,1,1,0,0,0
870,1,1,1,0,0,0,1
871,1,1,1,0,0,0,0
872,0,0,0,0,1,0,1
873,1,1,1,0,0,1,0
874,1,1,1,0,0,0,0
875,1,1,1,1,0,0,0
876,0,0,0,1,0,0,1
877,1,1,1,0,0,0,0
878,1,1,1,1,0,0,0
879,0,0,1,0,0,0,1
880,0,0,1,0,1,0,0
881,0,0,0,0,0,0,1
882,1,1,1,0,0,1,0
883,0,0,0,0,0,0,1
884,1,1,0,0,1,0,0
885,1,1,0,0,0,0,0
886,0,1,1,0,0,0,0
887,0,0,0,0,0,0,1
888,1,0,0,0,0,0,1
889,1,1,0,0,0,0,0
890,0,0,0,1,0,0,1
891,1,1,1,1,0,0,0
892,0,0,0,0,0,0,1
893,1,1,1,1,0,1,0
894,1,0,0,0,0,0,1
895,1,1,1,0,0,0,0
896,0,0,0,0,0,0,1
897,1,1,1,1,0,1,0
898,1,1,1,0,0,1,0
899,1,1,0,0,1,0,0
900,1,1,0,0,0,1,0
901,0,0,1,1,0,0,0
902,0,0,1,1,0,0,1
903,1,1,0,0,0,0,1
904,1,1,1,0,1,0,0
905,1,1,0,1,1,0,0
906,0,0,0,1,1,0,0
907,0,0,0,0,1,0,0
908,0,0,0,1,0,0,0
909,1,1,1,1,0,0,0
910,1,1,0,0,1,0,0
911,1,1,0,0,0,0,0
912,0,1,1,0,0,1,0
913,0,0,0,0,0,0,1
914,1,1,1,0,0,0,0
915,0,1,0,0,0,0,1
916,1,1,1,1,1,0,0
917,0,0,0,0,1,1,0
918,0,1,1,0,1,0,0
919,1,1,1,0,1,0,0
920,1,1,1,1,0,0,1
921,2,1,1,0,0,0,0
922,0,0,1,0,0,0,1
923,0,0,0,0,1,0,1
924,0,0,1,0,1,0,0
925,1,1,1,1,0,1,0
926,0,0,0,0,1,0,1
927,0,1,1,1,0,0,0
928,0,0,0,0,0,0,0
929,0,1,0,0,0,0,0
930,1,1,0,0,1,0,1
931,2,1,1,0,1,0,0
932,1,1,0,1,0,0,1
933,0,0,0,1,0,0,1
934,1,1,1,0,1,0,1
935,0,0,0,1,0,0,1
936,1,1,1,0,0,0,0
937,0,0,0,1,0,0,0
938,0,0,1,0,0,0,0
939,1,1,1,0,0,0,0
940,0,1,0,1,0,0,0
941,0,1,0,0,0,0,1
942,0,0,0,1,0,0,0
943,1,1,1,0,0,0,0
944,1,1,1,1,0,0,0
945,0,0,0,0,0,0,0
946,1,1,0,0,1,0,1
947,1,1,0,1,0,0,1
948,1,1,1,0,0,0,0
949,0,0,0,1,0,0,0
950,1,1,1,0,0,0,0
951,0,0,1,0,0,0,0
952,0,0,1,0,1,0,0
953,1,1,0,0,0,0,1
954,1,0,1,1,1,1,0
955,0,1,1,0,0,0,0
956,1,1,1,0,0,1,0
957,0,0,1,0,0,0,1
958,0,0,0,0,0,0,0
959,1,1,1,0,1,0,1
960,0,0,1,0,0,0,1
961,1,1,1,0,0,0,0
962,0,0,0,0,0,1,1
963,0,0,0,0,0,1,1
964,1,1,1,0,1,1,0
965,1,1,1,0,0,0,1
966,1,1,0,0,0,1,0
967,1,1,0,0,0,0,1
968,1,1,1,1,0,0,0
969,0,0,0,0,0,0,1
970,0,0,0,0,0,1,1
971,1,1,0,1,0,0,1
972,1,1,0,0,0,0,0
973,1,1,1,0,1,1,0
974,1,1,1,1,0,0,0
975,1,1,0,0,1,0,0
976,1,0,1,1,0,0,0
977,1,1,0,0,1,0,1
978,1,1,1,0,1,0,0
979,0,0,1,0,0,0,1
980,1,1,1,0,0,0,0
981,0,1,0,0,1,0,0
982,0,0,1,0,0,0,0
983,1,1,0,1,0,0,0
984,1,1,0,1,0,0,1
985,2,0,1,1,0,0,1
986,1,1,1,0,1,0,0
987,1,1,0,1,0,0,0
988,0,0,1,1,1,0,1
989,1,1,1,0,1,0,0
990,1,1,0,0,0,0,1
991,0,0,0,0,0,0,1
992,0,1,0,1,0,0,1
993,1,1,0,0,0,1,1
994,1,1,0,0,0,0,0
995,1,1,1,0,1,0,0
996,1,1,1,1,0,0,0
997,1,1,1,0,0,0,1
998,1,1,0,0,0,0,0
999,1,1,1,0,1,0,0
1000,1,1,1,1,0,0,0
1001,1,1,1,0,0,1,0
1002,1,1,0,0,0,0,0
1003,0,0,0,1,0,0,0
1004,1,1,1,1,1,0,0
1005,0,0,0,0,0,1,1
1006,0,0,1,0,0,0,0
1007,0,0,1,1,0,1,1
1008,1,1,1,1,0,0,0
1009,1,1,1,0,0,0,0
1010,1,1,1,0,1,0,0
1011,1,1,1,0,0,0,1
1012,1,1,0,1,0,0,0
1013,1,1,0,0,1,0,0
1014,1,1,1,1,0,0,0
1015,2,1,1,0,0,0,0
1016,1,1,1,0,0,0,0
1017,1,1,0,0,0,0,0
1018,0,0,0,0,0,0,1
1019,0,0,0,0,0,0,1
1020,1,1,1,1,0,0,0
1021,1,1,1,0,0,0,0
1022,1,2,1,1,1,0,0
1023,1,1,1,1,0,0,0
1024,1,1,1,0,1,0,1
1025,0,0,0,0,0,0,1
1026,1,1,0,1,1,0,0
1027,1,0,1,0,0,0,0
1028,1,1,1,0,0,1,0
1029,1,1,0,0,0,0,1
1030,0,0,1,0,0,0,0
1031,1,1,1,1,1,0,0
1032,0,0,1,0,0,1,1
1033,0,0,0,1,0,0,0
1034,0,0,0,0,1,0,1
1035,0,0,0,0,1,0,1
1036,1,1,1,0,0,1,1
1037,1,1,1,1,0,1,0
1038,1,1,1,1,0,0,0
1039,1,1,1,0,0,0,0
1040,1,1,1,1,1,0,0
1041,2,1,1,0,0,0,0
1042,1,1,1,1,0,0,0
1043,1,1,0,0,0,0,1
1044,0,0,1,0,0,0,0
1045,1,1,0,0,1,0,1
1046,1,1,0,0,0,0,0
1047,0,0,0,0,1,0,1
1048,1,1,0,1,0,0,1
1049,1,1,0,0,0,0,1
1050,1,1,0,0,0,1,0
1051,1,1,1,1,0,1,0
1052,1,1,1,1,1,1,0
1053,1,1,0,0,1,0,0
1054,0,1,0,0,0,0,1
1055,0,1,1,0,0,0,1
1056,1,1,1,0,0,0,0
1057,0,0,0,0,1,0,1
1058,1,1,1,1,0,1,0
1059,1,1,0,0,1,0,1
1060,1,1,1,0,0,1,0
1061,1,0,1,1,0,1,0
1062,1,1,1,0,1,0,0
1063,1,1,0,0,1,0,0
1064,0,0,0,1,0,0,1
1065,1,0,1,0,0,1,1
1066,0,0,0,0,0,0,1
1067,1,1,1,0,0,0,0
1068,1,1,0,0,1,0,0
1069,1,1,1,0,1,0,0
1070,1,1,1,0,1,0,1
1071,0,0,0,0,0,0,1
1072,0,0,0,0,0,0,1
1073,1,1,1,0,0,1,1
1074,1,1,1,0,0,0,0
1075,0,0,0,2,1,0,1
1076,0,0,0,1,1,1,1
1077,1,1,0,0,0,0,1
1078,1,1,0,0,0,0,0
1079,1,1,1,0,0,0,0
1080,1,1,1,1,0,0,0
1081,1,1,1,1,0,0,0
1082,1,1,0,1,1,0,0
1083,0,0,0,0,0,0,1
1084,0,0,1,1,1,0,1
1085,0,1,0,0,0,0,1
1086,1,1,1,1,1,0,1
1087,1,0,0,0,1,0,0
1088,1,1,0,0,1,0,1
1089,0,0,0,1,0,0,1
1090,1,1,1,0,0,0,0
1091,1,1,1,1,0,0,0
1092,1,0,0,1,0,0,1
1093,1,0,1,0,0,1,1
1094,1,0,1,0,0,0,0
1095,0,0,0,1,1,0,0
1096,0,0,0,0,0,0,1
1097,1,1,1,0,0,0,0
1098,1,1,1,0,0,0,0
1099,0,0,0,0,0,1,1
1100,1,1,0,1,0,0,0
1101,0,0,1,1,1,0,0
1102,1,1,0,0,1,0,0
1103,0,0,0,0,0,0,1
1104,1,1,0,1,0,0,1
1105,1,0,1,0,0,0,1
1106,1,1,0,0,1,0,1
1107,1,1,1,1,0,1,0
1108,1,1,0,0,1,0,0
1109,1,1,1,0,0,0,1
1110,2,1,0,0,0,0,0
1111,1,1,1,0,0,0,1
1112,1,1,0,0,0,0,0
1113,0,0,1,0,0,0,0
1114,0,0,0,1,0,0,0
1115,0,1,1,0,0,0,1
1116,2,1,0,1,1,0,0
1117,0,0,0,1,1,0,1
1118,1,1,1,0,0,0,0
1119,1,1,1,1,0,0,0
1120,1,1,1,1,0,0,0
1121,1,1,1,1,0,0,0
1122,0,0,1,0,1,0,0
1123,0,0,0,0,0,0,0
1124,1,1,1,0,1,0,0
1125,0,1,0,0,0,0,0
1126,0,0,1,0,0,1,0
1127,0,0,1,0,1,0,0
1128,1,1,1,0,0,1,0
1129,0,0,0,0,0,0,1
1130,1,1,0,0,1,0,0
1131,0,0,1,0,0,1,1
1132,0,0,0,1,0,0,1
1133,1,1,1,0,1,0,0
1134,0,2,0,0,1,1,1
1135,0,0,1,1,1,0,0
1136,1,1,1,0,1,0,0
1137,2,1,1,0,0,0,0
1138,1,2,0,0,0,0,1
1139,1,1,1,0,0,0,0
1140,1,1,1,0,0,0,1
1141,1,1,1,0,0,0,1
1142,1,1,1,0,0,0,1
1143,1,1,0,0,0,0,1
1144,1,1,0,0,0,1,0
1145,1,1,1,0,1,1,0
1146,1,1,0,1,0,0,0
1147,0,0,0,0,0,0,0
1148,1,1,1,0,1,0,0
1149,1,1,1,0,0,0,0
1150,0,0,0,0,1,1,0
1151,1,1,1,0,0,0,1
1152,0,0,0,0,0,0,1
1153,1,1,1,0,0,0,1
1154,1,1,1,0,1,0,0
1155,1,1,1,1,0,0,0
1156,0,0,1,0,1,0,0
1157,1,1,1,1,1,0,0
1158,1,1,1,0,0,0,1
1159,1,1,1,1,0,0,1
1160,0,0,0,0,0,0,1
1161,1,1,1,0,1,0,0
1162,1,1,1,1,0,0,0
1163,0,0,1,1,0,0,1
1164,2,1,1,0,0,0,0
1165,1,1,0,0,0,0,1
1166,0,0,0,0,0,0,0
1167,1,1,1,0,0,0,1
1168,1,1,0,0,1,0,0
1169,0,0,1,1,1,0,0
1170,1,1,0,1,0,0,0
1171,0,0,1,1,0,1,1
1172,0,0,0,0,0,0,0
1173,0,0,1,0,0,0,1
1174,1,1,0,1,0,0,1
1175,1,1,0,1,0,0,0
1176,0,0,0,0,0,0,1
1177,0,0,0,0,0,0,1
1178,0,0,0,1,0,1,1
1179,0,0,0,0,0,0,1
1180,0,0,0,0,1,0,0
1181,0,0,0,1,0,0,0
1182,1,1,0,0,1,0,1
1183,1,1,0,0,0,0,1
1184,0,0,0,0,0,1,0
1185,1,1,0,1,0,1,0
1186,1,1,1,0,0,0,0
1187,1,1,1,0,0,1,1
1188,1,1,1,1,0,0,0
1189,1,1,0,0,0,0,0
1190,1,1,0,0,1,1,1
1191,0,0,0,0,0,0,1
1192,1,1,0,1,0,0,0
1193,1,0,0,0,0,0,1
1194,0,0,0,0,1,1,1
1195,0,0,1,1,0,0,0
1196,0,1,1,0,0,0,1
1197,1,1,0,0,0,0,0
1198,0,0,1,0,1,0,0
1199,1,1,0,1,0,0,1
1200,1,1,1,0,0,0,1
1201,0,0,0,0,0,0,1
1202,1,1,1,1,0,0,0
1203,1,1,1,0,0,0,0
1204,0,0,1,0,0,0,1
1205,0,1,0,0,1,0,1
1206,1,1,1,0,0,0,1
1207,0,0,0,0,1,0,1
1208,1,0,0,1,0,0,1
1209,1,1,1,0,0,0,1
1210,0,0,0,0,1,0,1
1211,1,0,1,0,0,0,1
1212,0,0,0,0,0,0,0
1213,0,0,0,1,0,0,1
1214,1,1,1,0,0,0,0
1215,0,0,1,0,0,1,1
1216,0,0,1,0,1,1,1
1217,0,0,0,1,0,0,1
1218,0,0,0,1,0,0,1
1219,1,1,0,0,0,0,1
1220,0,0,1,0,0,1,1
1221,0,0,0,0,0,0,1
1222,2,1,1,0,0,0,1
1223,1,1,0,0,1,0,1
1224,1,1,0,0,1,1,1
1225,0,0,0,0,1,0,0
1226,0,0,0,0,1,0,0
1227,0,0,0,0,0,0,0
1228,1,1,1,1,1,1,1
1229,1,1,0,1,0,0,0
1230,1,1,1,1,0,0,0
1231,0,0,1,0,0,0,1
1232,0,0,0,0,1,0,0
1233,1,1,0,1,0,1,0
1234,0,0,0,0,0,0,1
1235,0,0,0,0,0,0,0
1236,1,1,1,0,0,1,1
1237,0,0,0,1,0,0,1
1238,1,2,1,0,0,0,1
1239,0,0,0,0,1,0,1
1240,1,1,1,0,0,1,0
1241,1,0,0,0,0,0,0
1242,1,1,0,0,1,0,1
1243,0,0,0,0,0,0,0
1244,0,0,1,0,0,0,1
1245,1,1,0,0,0,0,1
1246,1,1,1,0,0,0,0
1247,1,1,1,0,1,0,1
1248,1,0,1,1,0,0,0
1249,1,1,0,0,0,0,1
1250,1,1,0,1,0,0,0
1251,1,1,1,0,0,0,0
1252,1,1,0,1,0,0,0
1253,1,1,1,1,0,1,0
1254,1,1,1,0,0,0,1
1255,0,0,0,0,0,0,0
1256,1,1,1,0,0,0,0
1257,0,0,0,0,1,0,1
1258,1,0,1,0,0,0,1
1259,1,1,0,0,0,0,1
1260,0,0,1,1,0,0,1
1261,2,1,1,1,0,0,1
1262,1,1,0,1,0,0,1
1263,1,1,1,0,0,0,0
1264,0,0,0,1,0,0,1
1265,1,0,0,0,0,0,1
1266,0,0,0,1,0,0,0
1267,1,1,0,0,0,1,0
1268,1,1,0,0,1,0,0
1269,2,1,1,0,0,0,0
1270,0,0,1,0,0,0,1
1271,0,0,1,0,0,0,0
1272,0,0,0,0,0,0,0
1273,1,1,1,0,0,0,0
1274,1,1,1,0,0,0,0
1275,1,1,1,0,0,0,0
1276,0,0,0,1,0,0,0
1277,0,0,1,0,0,0,1
1278,0,0,0,1,0,0,0
1279,1,1,0,0,0,0,1
1280,0,0,0,0,0,1,1
1281,1,1,1,0,0,0,1
1282,1,1,0,0,1,1,1
1283,1,1,1,0,0,0,1
1284,0,0,0,1,0,0,1
1285,0,0,0,0,0,0,1
1286,1,1,0,0,1,0,0
1287,1,1,0,0,0,0,0
1288,0,0,0,0,0,0,1
1289,1,1,1,1,0,0,0
1290,0,0,0,0,0,0,1
1291,1,1,1,0,0,1,0
1292,0,0,1,0,1,0,1
1293,0,1,0,0,0,0,1
1294,0,0,1,1,0,1,1
1295,1,1,1,1,1,0,0
1296,1,1,1,1,0,0,0
1297,0,0,0,0,0,0,1
1298,1,1,0,0,0,0,0
1299,0,0,0,0,0,0,1
1300,1,1,1,0,0,0,1
1301,1,1,0,0,0,0,1
1302,1,1,1,1,0,0,0
1303,0,0,0,0,0,0,1
1304,1,1,1,0,1,0,0
1305,1,1,0,0,0,0,0
1306,1,1,1,1,0,1,0
1307,1,1,1,1,0,0,1
1308,1,1,0,1,0,0,1
1309,1,1,1,0,0,0,0
1310,1,1,1,1,0,0,1
1311,0,0,0,1,1,0,0
1312,1,1,1,0,0,0,1
1313,0,1,0,0,1,0,1
1314,0,0,1,0,0,1,0
1315,0,0,0,0,0,0,0
1316,1,1,0,0,0,0,0
1317,0,0,0,1,0,0,0
1318,0,0,0,1,0,0,1
1319,0,0,1,0,0,0,0
1320,1,1,1,0,1,0,0
1321,0,0,1,1,1,0,0
1322,1,0,1,0,1,0,1
1323,0,0,1,0,0,1,0
1324,1,1,0,0,0,0,1
1325,0,0,1,1,0,0,0
1326,1,1,0,0,0,0,0
1327,0,0,0,0,1,0,0
1328,1,1,1,1,0,0,1
1329,1,1,1,0,1,0,0
1330,0,0,0,0,1,0,1
1331,1,1,1,1,0,0,0
1332,1,1,1,0,0,0,0
1333,0,0,0,0,0,1,1
1334,1,1,1,1,0,0,0
1335,0,0,1,1,0,0,1
1336,0,0,0,0,0,0,1
1337,0,0,1,0,0,0,1
1338,1,1,1,1,0,0,0
1339,0,0,0,1,0,0,0
1340,0,0,1,1,1,0,0
1341,0,0,1,0,0,1,1
1342,0,0,0,0,0,0,1
1343,1,1,0,0,1,1,0
1344,1,1,0,1,0,1,0
1345,0,0,1,0,0,0,1
1346,1,1,0,0,0,0,0
1347,1,1,1,1,0,0,0
1348,0,0,1,0,1,0,1
1349,1,1,1,1,0,1,0
1350,1,1,1,0,1,1,0
1351,1,1,1,0,1,0,0
1352,1,1,1,0,0,0,1
1353,0,0,0,0,0,0,1
1354,1,1,1,1,1,0,0
1355,1,1,0,1,0,1,0
1356,1,1,1,1,1,0,0
1357,0,0,0,0,0,0,0
1358,1,1,1,1,0,0,1
1359,0,0,0,0,0,0,1
1360,1,1,0,0,0,0,0
1361,1,1,1,0,0,0,1
1362,1,1,0,1,0,0,0
1363,1,1,0,0,0,0,0
1364,1,1,0,1,0,0,1
1365,0,0,1,1,0,0,0
1366,1,1,1,1,1,0,0
1367,1,1,1,1,0,0,1
1368,1,1,1,0,0,0,0
1369,0,0,0,0,0,0,1
1370,1,1,1,0,1,1,0
1371,0,0,0,0,0,0,0
1372,1,0,1,0,1,0,1
1373,1,1,1,0,0,0,0
1374,1,1,0,1,1,0,0
1375,1,1,1,0,1,0,0
1376,0,0,1,0,0,0,1
1377,1,1,1,0,0,1,0
1378,1,0,0,0,1,0,0
1379,0,0,1,0,0,0,0
1380,1,1,0,0,0,0,1
1381,0,0,1,1,0,0,1
1382,1,1,0,0,1,0,1
1383,2,1,1,0,0,0,0
1384,1,1,1,0,0,0,1
1385,1,1,1,0,1,0,0
1386,1,0,1,1,0,0,1
1387,1,1,1,0,0,0,0
1388,0,0,0,0,0,0,0
1389,1,1,1,0,0,0,0
1390,0,0,0,1,1,0,0
1391,0,0,0,0,0,0,0
1392,0,0,0,0,0,0,0
1393,1,0,0,1,1,0,1
1394,0,0,1,0,0,0,0
1395,0,0,0,0,0,0,0
1396,1,1,0,1,0,0,0
1397,0,1,0,0,1,1,0
1398,0,0,0,1,0,0,1
1399,1,1,1,0,0,0,0
1400,1,1,1,0,0,0,0
1401,0,0,0,0,0,0,1
1402,1,1,0,0,0,0,1
1403,1,1,0,0,1,0,0
1404,1,1,0,0,1,0,1
1405,0,0,1,0,0,1,1
1406,0,0,0,0,0,1,1
1407,0,0,0,0,0,0,1
1408,0,0,0,0,0,0,1
1409,0,0,1,1,0,0,1
1410,0,0,1,0,1,0,1
1411,1,1,0,0,0,0,1
1412,0,0,0,1,0,0,1
1413,0,0,1,0,0,1,1
1414,1,1,1,0,0,0,0
1415,0,0,0,0,0,0,0
1416,1,1,0,0,0,1,0
1417,1,0,1,0,0,0,0
1418,0,0,0,0,0,1,1
1419,0,1,0,0,0,0,0
1420,0,0,0,0,0,0,0
1421,1,1,0,0,0,0,0
1422,1,1,1,0,0,0,1
1423,0,1,0,0,0,0,1
1424,0,0,1,0,0,1,1
1425,0,0,0,0,0,0,1
1426,0,0,1,0,1,0,0
1427,1,1,0,0,0,0,0
1428,0,0,1,0,0,1,0
1429,1,1,1,0,0,0,0
1430,0,0,0,0,0,0,1
1431,0,0,1,0,0,0,1
1432,1,1,1,1,1,0,0
1433,1,1,1,1,0,1,0
1434,1,1,1,1,0,0,0
1435,1,1,0,1,1,0,0
1436,1,1,1,0,0,1,0
1437,1,1,1,0,1,0,0
1438,1,1,1,0,1,1,0
1439,1,1,0,1,0,0,0
1440,0,0,1,0,0,1,0
1441,1,1,0,0,0,1,0
1442,0,0,1,1,1,0,1
1443,1,1,1,1,0,0,0
1444,1,1,1,1,0,0,1
1445,1,1,1,0,1,0,0
1446,0,0,0,1,0,0,0
1447,1,1,1,1,0,1,0
1448,1,1,1,0,1,0,0
1449,1,1,1,0,0,0,0
1450,1,1,0,0,0,0,1
1451,1,1,0,1,0,1,1
1452,0,0,0,1,0,0,0
1453,1,1,1,0,0,0,0
1454,1,1,1,0,0,0,0
1455,1,0,0,0,0,0,0
1456,0,0,0,1,0,1,0
1457,0,0,0,1,0,0,1
1458,1,1,0,0,0,0,0
1459,1,1,0,0,0,0,0
1460,1,1,1,0,1,0,0
1461,0,0,0,0,0,0,1
1462,1,1,0,0,0,0,1
1463,0,0,0,1,0,0,1
1464,1,1,1,1,0,0,0
1465,1,1,1,0,1,0,0
1466,0,0,1,1,0,0,1
1467,0,0,1,0,0,0,1
1468,1,1,1,0,0,0,0
1469,1,1,0,0,1,0,0
1470,1,1,1,1,0,0,1
1471,1,0,1,0,1,0,0
1472,1,1,1,1,0,0,0
1473,1,1,1,0,0,0,0
1474,0,0,1,0,0,0,1
1475,1,1,0,1,1,0,0
1476,0,0,0,0,0,0,1
1477,0,1,1,0,1,0,1
1478,0,0,0,0,0,0,1
1479,0,0,0,1,0,0,1
1480,1,1,1,0,0,1,0
1481,0,0,1,0,1,1,1
1482,0,0,0,0,0,0,1
1483,1,1,1,0,0,0,0
1484,1,1,1,0,1,0,0
1485,0,0,0,0,0,0,1
1486,1,1,1,1,0,0,0
1487,1,1,0,0,0,1,1
1488,1,1,0,0,1,1,1
1489,1,1,0,1,0,0,0
1490,1,1,1,1,0,1,0
1491,1,1,1,0,0,1,1
1492,0,0,0,1,0,0,0
1493,1,1,1,1,0,0,0
1494,1,1,1,0,0,0,0
1495,0,0,0,0,0,0,1
1496,0,0,1,1,0,0,1
1497,1,1,1,0,1,0,0
1498,2,1,0,0,1,1,1
1499,1,1,0,0,0,1,0
1500,1,1,0,0,0,0,0
1501,0,0,1,0,0,0,0
1502,1,1,0,1,1,0,1
1503,1,1,1,1,1,0,0
1504,1,1,0,1,1,1,0
1505,1,1,0,0,0,1,0
1506,1,1,0,0,0,0,1
1507,1,1,1,0,1,0,1
1508,1,1,1,0,0,0,1
1509,2,1,1,0,0,0,0
1510,0,0,1,0,1,0,1
1511,0,0,1,1,0,0,1
1512,0,0,0,0,0,0,1
1513,1,1,1,1,1,0,0
1514,1,1,0,0,0,1,0
1515,1,1,0,0,1,0,1
1516,1,1,1,1,0,0,0
1517,1,1,1,1,0,0,0
1518,1,1,0,0,0,1,0
1519,1,1,1,0,0,0,0
1520,0,0,1,0,0,1,0
1521,0,0,1,0,0,0,1
1522,1,1,0,0,0,0,1
1523,0,0,0,0,1,0,1
1524,1,0,1,1,0,0,1
1525,0,0,1,0,1,0,1
1526,0,0,1,0,0,0,1
1527,0,1,0,0,0,0,1
1528,1,1,1,0,0,0,1
1529,1,1,1,1,0,0,0
1530,0,0,1,1,0,0,1
1531,0,0,0,0,1,0,1
1532,1,1,1,0,1,0,0
1533,0,0,0,1,0,0,1
1534,1,1,0,0,1,0,0
1535,1,0,1,1,0,0,1
1536,0,0,1,0,0,0,0
1537,0,0,0,1,0,0,1
1538,0,1,1,1,1,1,0
1539,1,1,1,0,0,0,1
1540,0,1,0,0,1,0,0
1541,1,1,1,0,0,0,0
1542,1,1,1,0,0,0,0
1543,1,0,1,0,1,0,1
1544,1,1,1,1,0,0,0
1545,1,1,1,1,0,0,0
1546,1,1,1,0,0,0,1
1547,1,1,1,0,0,0,0
1548,1,1,0,0,0,0,1
1549,0,0,0,0,0,1,1
1550,0,0,0,1,0,0,1
1551,0,0,0,1,0,0,0
1552,0,0,1,0,0,1,1
1553,0,0,1,0,1,1,1
1554,1,1,1,1,0,0,1
1555,1,1,0,0,0,0,0
1556,1,1,0,0,0,1,1
1557,1,1,1,0,0,0,0
1558,1,1,0,1,0,0,1
1559,1,1,0,0,1,0,1
1560,1,1,1,0,0,0,1
1561,1,2,0,0,0,0,1
1562,1,1,1,0,1,0,0
1563,1,0,0,0,0,0,1
1564,1,1,1,0,1,0,0
1565,1,0,0,0,0,0,1
1566,1,1,1,1,0,1,0
1567,1,1,1,1,0,0,0
1568,1,1,1,0,0,0,1
1569,1,1,0,1,0,1,1
1570,1,1,0,0,0,0,0
1571,0,0,0,1,0,0,1
1572,0,0,0,0,1,1,1
1573,0,0,0,1,0,0,1
1574,1,1,0,0,0,0,0
1575,1,1,0,0,0,0,1
1576,0,0,1,1,0,0,0
1577,1,1,1,1,0,0,0
1578,1,1,0,0,0,0,0
1579,0,0,0,1,0,0,1
1580,1,1,1,0,1,0,0
1581,1,1,0,0,0,0,1
1582,1,1,1,0,1,0,1
1583,0,0,0,0,1,0,1
1584,0,0,0,1,0,0,1
1585,1,1,1,0,1,0,0
1586,1,1,0,1,0,0,1
1587,0,1,1,0,0,1,1
1588,1,1,1,0,0,0,1
1589,0,0,0,1,0,0,0
1590,1,1,1,1,0,0,0
1591,1,0,1,0,0,0,1
1592,1,1,0,0,0,0,0
1593,0,0,0,1,1,0,1
1594,0,0,1,0,0,0,1
1595,1,1,1,1,0,0,0
1596,1,1,1,0,0,0,0
1597,1,0,1,0,1,1,1
1598,1,1,0,0,1,1,1
1599,0,0,0,0,1,0,1
1600,1,1,1,0,0,0,0
1601,1,1,0,1,0,0,1
1602,0,0,0,1,0,0,0
1603,0,0,0,0,0,0,0
1604,0,0,1,0,1,1,1
1605,1,1,0,1,0,0,0
1606,0,0,0,0,0,0,1
1607,1,1,1,0,0,0,0
1608,1,1,0,1,0,0,1
1609,1,1,0,0,0,0,0
1610,0,0,0,0,1,0,0
1611,1,1,0,0,0,0,0
1612,1,1,1,0,1,0,0
1613,0,0,0,0,0,0,0
1614,1,1,0,1,1,0,0
1615,1,1,1,0,0,1,0
1616,0,0,0,0,0,1,1
1617,0,0,1,1,0,0,1
1618,1,1,0,1,0,0,0
1619,1,1,0,0,1,0,0
1620,1,1,1,0,0,0,0
1621,1,0,1,1,0,0,0
1622,1,1,0,1,0,0,0
1623,0,0,0,0,0,0,1
1624,0,1,1,0,1,1,0
1625,0,0,1,1,0,0,0
1626,1,1,1,0,1,0,1
1627,1,1,1,0,0,0,0
1628,0,0,0,0,0,0,1
1629,1,1,1,0,1,0,0
1630,1,1,0,1,0,0,1
1631,1,1,0,0,1,0,0
1632,1,1,1,1,0,0,0
1633,1,0,0,1,0,0,0
1634,0,0,0,0,0,0,0
1635,1,1,1,0,0,0,1
1636,1,1,0,0,0,0,0
1637,0,0,1,0,0,1,1
1638,0,0,1,0,0,0,1
1639,1,1,0,0,0,0,1
1640,0,0,0,0,0,0,1
1641,1,1,1,1,0,0,0
1642,1,1,0,0,0,0,1
1643,0,0,1,1,1,0,0
1644,0,0,1,0,1,0,1
1645,1,1,1,1,0,0,0
1646,1,1,1,0,1,0,0
1647,1,1,1,0,0,2,1
1648,2,1,1,0,0,0,0
1649,1,1,0,0,0,0,1
1650,0,1,0,1,0,0,0
1651,1,1,0,0,1,0,0
1652,1,1,1,0,0,0,0
1653,1,1,0,0,0,0,0
1654,0,0,0,1,0,0,0
1655,0,1,1,0,0,0,1
1656,1,1,1,0,1,1,0
1657,1,1,1,1,0,0,1
1658,1,1,0,0,0,0,0
1659,1,1,1,0,1,0,0
1660,1,1,1,0,0,0,0
1661,0,0,0,1,0,0,0
1662,0,0,1,1,0,1,0
1663,1,1,1,0,0,0,0
1664,1,1,0,0,0,0,0
1665,0,0,0,0,1,0,0
1666,1,1,1,0,1,0,0
1667,0,0,1,1,0,0,0
1668,0,0,0,0,0,1,1
1669,1,1,1,1,0,0,0
1670,1,1,1,0,0,0,0
1671,1,1,1,0,0,0,1
1672,1,1,1,1,0,0,0
1673,1,1,1,1,1,0,0
1674,1,1,0,1,0,1,1
1675,1,1,1,0,0,0,0
1676,0,0,1,0,0,0,1
