,,,,,,,,,,,,s1,s2,s3,s4,s5,s6
0,0,1,1,0,1,0,1,1,1,0,1,0.24888888888888888,0.10038461538461538,0.0003846153846153846,0.0,0.38951037851037845,0.0024126984126984128
0,0,1,1,0,1,0,1,1,1,1,0,0.26540559440559436,0.1316091686091686,0.0,0.006666666666666666,0.17672172272172276,0.003333333333333333
0,0,1,1,0,1,0,1,1,1,1,1,0.20992773892773894,0.0905944055944056,0.0,0.006666666666666666,0.19814285714285712,0.003333333333333333
0,0,1,1,0,1,1,0,0,0,0,0,0.08708494816181059,0.6816049056054968,0.08,0.0,0.0017343318880567598,0.024025474525474527
0,0,1,1,0,1,1,0,0,0,0,1,0.062247413603345805,0.46941888619854716,0.02,0.0,0.3876117103235747,0.012987012987012986
0,0,1,1,0,1,1,0,0,0,1,0,0.18686423054070114,0.3468642305407011,0.0,0.0,0.0,0.002
0,0,1,1,0,1,1,0,0,0,1,1,0.16050059417706475,0.2805005941770648,0.0,0.004,0.2,0.0
0,0,1,1,0,1,1,0,0,1,0,0,0.05658578630671654,0.23090396812489833,0.02,0.0,0.09639534883720931,0.018439393939393936
0,0,1,1,0,1,1,0,0,1,0,1,0.12796957428536376,0.2649392712550607,0.02,0.0,0.3146074101337259,0.013939393939393939
0,0,1,1,0,1,1,0,0,1,1,0,0.14106060606060608,0.221060606060606,0.0,0.0,0.04,0.002
0,0,1,1,0,1,1,0,0,1,1,1,0.1446969696969697,0.20469696969696968,0.0,0.0,0.16,0.0
0,0,1,1,0,1,1,0,1,0,0,0,0.12535966810966812,0.34045454545454545,0.0,0.0,0.050662698412698416,0.010454545454545454
0,0,1,1,0,1,1,0,1,0,0,1,0.13360347985347987,0.33177772227772223,0.0,0.0,0.1296554834054834,0.005454545454545454
0,0,1,1,0,1,1,0,1,0,1,0,0.23570513963161022,0.31451863169510225,0.0,0.0,0.012916666666666665,0.0
0,0,1,1,0,1,1,0,1,0,1,1,0.17220513963161022,0.20401069518716575,0.0,0.004,0.032916666666666664,0.0
0,0,1,1,0,1,1,0,1,1,0,0,0.1523029722770631,0.178739561328588,0.0,0.0,0.23467463018960807,0.01332442681696413
0,0,1,1,0,1,1,0,1,1,0,1,0.17641024498377442,0.20303590200649027,0.0,0.0,0.25244047619047616,0.01212121212121212
0,0,1,1,0,1,1,0,1,1,1,0,0.25694696969696973,0.30664935064935067,0.0,0.0,0.14625,0.0
0,0,1,1,0,1,1,0,1,1,1,1,0.18846833721833722,0.21347902097902097,0.0,0.0,0.12625,0.0
0,0,1,1,0,1,1,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,1,1,0,1,1,1,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0
0,0,1,1,0,1,1,1,0,0,1,0,0.0346969696969697,0.0346969696969697,0.0318884152962234,0.029880952380952383,0.0,0.0
0,0,1,1,0,1,1,1,0,0,1,1,0.0346969696969697,0.0346969696969697,0.0,0.029880952380952383,0.0,0.0
0,0,1,1,0,1,1,1,0,1,0,0,0.0,0.0,0.0,0.0,0.06456087041613358,0.0
0,0,1,1,0,1,1,1,0,1,0,1,0.0,0.0,0.0,0.0,0.04449715635241952,0.0
0,0,1,1,0,1,1,1,0,1,1,0,0.0346969696969697,0.0346969696969697,0.019071328014739833,0.0,0.02,0.0
0,0,1,1,0,1,1,1,0,1,1,1,0.0346969696969697,0.0346969696969697,0.0,0.0,0.02,0.0
0,0,1,1,0,1,1,1,1,0,0,0,0.0,0.0,0.0,0.0,0.06360354366159673,0.0
0,0,1,1,0,1,1,1,1,0,0,1,0.0,0.007263977913840995,0.011839347795072529,0.04,0.06584863338565827,0.0
0,0,1,1,0,1,1,1,1,0,1,0,0.0346969696969697,0.0346969696969697,0.00873015873015873,0.010833333333333335,0.008091133004926108,0.0
0,0,1,1,0,1,1,1,1,0,1,1,0.0346969696969697,0.0346969696969697,0.0,0.030833333333333334,0.0021428571428571425,0.0
0,0,1,1,0,1,1,1,1,1,0,0,0.0,0.0,0.0,0.0,0.08675108601697289,0.006385952578144469
0,0,1,1,0,1,1,1,1,1,0,1,0.0,0.0026504105915870625,0.004456510809451986,0.02,0.10585859160514094,0.004034320034320035
0,0,1,1,0,1,1,1,1,1,1,0,0.0346969696969697,0.0346969696969697,0.0018614718614718615,0.0,0.028091133004926112,0.0
0,0,1,1,0,1,1,1,1,1,1,1,0.0346969696969697,0.0346969696969697,0.0,0.02,0.022142857142857145,0.0
0,0,1,1,1,0,0,0,0,0,0,0,0.3889908103766323,0.3889908103766323,0.0,0.0,0.0,0.0
0,0,1,1,1,0,0,0,0,0,0,1,0.47519107696828106,0.4981078318381252,0.045,0.0,0.1127986737391772,0.0
0,0,1,1,1,0,0,0,0,0,1,0,0.3465506995515314,0.4021539141490672,0.0,0.0,0.0,0.0
0,0,1,1,1,0,0,0,0,0,1,1,0.3806311730834171,0.4098664405517318,0.008,0.025202686202686203,0.02865673799884326,0.0
0,0,1,1,1,0,0,0,0,1,0,0,0.5082657798253969,0.48545951274026933,0.0,0.0,0.12,0.0
0,0,1,1,1,0,0,0,0,1,0,1,0.2471334588232756,0.25776442930207216,0.008,0.0,0.15053885435693218,0.0
0,0,1,1,1,0,0,0,0,1,1,0,0.4245346296320701,0.4387628047381062,0.0,0.0,0.04,0.04606213701572988
0,0,1,1,1,0,0,0,0,1,1,1,0.13799369743221712,0.14921230440663805,0.008,0.0,0.05063042220936958,0.0
0,0,1,1,1,0,0,0,1,0,0,0,0.3728224718504815,0.3728224718504815,0.0,0.0,0.0,0.05246374392612405
0,0,1,1,1,0,0,0,1,0,0,1,0.6556474886424668,0.677913222908201,0.0,0.0014814814814814814,0.04893908361046884,0.010835562367699527
0,0,1,1,1,0,0,0,1,0,1,0,0.36695823468913746,0.3952640694422047,0.0,0.0,0.0,0.044026176746657236
0,0,1,1,1,0,0,0,1,0,1,1,0.57387057252052,0.5888131562525775,0.0,0.021148453398453396,0.02,0.0052502780867630695
0,0,1,1,1,0,0,0,1,1,0,0,0.17667870832454788,0.1693078937318442,0.0,0.0,0.52,0.018781620715616218
0,0,1,1,1,0,0,0,1,1,0,1,0.3547343152704019,0.36273431527040195,0.0,0.0,0.4542635658914729,0.001379310344827586
0,0,1,1,1,0,0,0,1,1,1,0,0.22082485445360478,0.24305540301132722,0.0,0.0,0.3,0.026807381342188207
0,0,1,1,1,0,0,0,1,1,1,1,0.31757377297032474,0.3286040760006278,0.0,0.0,0.26,0.001379310344827586
0,0,1,1,1,0,0,1,0,0,0,0,0.2573888888888889,0.0009090909090909091,0.0,0.008,0.0,0.24902525252525248
0,0,1,1,1,0,0,1,0,0,0,1,0.2319047619047619,0.0009090909090909091,0.0,0.0,0.0,0.10130303030303031
0,0,1,1,1,0,0,1,0,0,1,0,0.2226746031746031,0.0009090909090909091,0.0,0.008,0.0,0.2343109668109668
0,0,1,1,1,0,0,1,0,0,1,1,0.15557509157509156,0.016293706293706293,0.0,0.004615384615384616,0.0,0.10525541125541124
0,0,1,1,1,0,0,1,0,1,0,0,0.4993261183261183,0.33390909090909093,0.0,0.0,0.02,0.08285858585858588
0,0,1,1,1,0,0,1,0,1,0,1,0.49699999999999994,0.11090909090909092,0.0,0.0,0.02,0.03996969696969697
0,0,1,1,1,0,0,1,0,1,1,0,0.3762784992784992,0.22248051948051947,0.015,0.0,0.02,0.08004906204906206
0,0,1,1,1,0,0,1,0,1,1,1,0.3663809523809524,0.0809090909090909,0.0,0.0,0.02,0.050017316017316016
0,0,1,1,1,0,0,1,1,0,0,0,0.17472222222222222,0.10666666666666666,0.0,0.0,0.0,0.05583333333333333
0,0,1,1,1,0,0,1,1,0,0,1,0.16722222222222222,0.13333333333333333,0.0,0.0,0.24,0.005
0,0,1,1,1,0,0,1,1,0,1,0,0.11416666666666667,0.04666666666666666,0.0,0.006666666666666666,0.0,0.0675
0,0,1,1,1,0,0,1,1,0,1,1,0.1203846153846154,0.09205128205128206,0.0,0.011282051282051281,0.16,0.028333333333333335
0,0,1,1,1,0,0,1,1,1,0,0,0.11865079365079366,0.09333333333333332,0.0,0.0,0.06,0.011666666666666665
0,0,1,1,1,0,0,1,1,1,0,1,0.21577200577200578,0.08545454545454545,0.0,0.0,0.16,0.0
0,0,1,1,1,0,0,1,1,1,1,0,0.10666666666666666,0.0819047619047619,0.0,0.006666666666666666,0.04,0.028095238095238097
0,0,1,1,1,0,0,1,1,1,1,1,0.15021645021645022,0.04545454545454545,0.0,0.006666666666666666,0.12,0.023333333333333334
0,0,1,1,1,0,1,0,0,0,0,0,0.15755432847522097,0.40406833407746184,0.0,0.01,0.0,0.10034316663728428
0,0,1,1,1,0,1,0,0,0,0,1,0.15185816615501774,0.31164993661814366,0.012,0.0,0.35616600790513836,0.048621721415839064
0,0,1,1,1,0,1,0,0,0,1,0,0.0,0.15545454545454546,0.0,0.01,0.0,0.02735294117647059
0,0,1,1,1,0,1,0,0,0,1,1,0.041428571428571426,0.13688311688311688,0.0,0.004,0.08,0.007352941176470589
0,0,1,1,1,0,1,0,0,1,0,0,0.11035966562173458,0.2684095764951749,0.02,0.0,0.11662698412698413,0.09598752228163994
0,0,1,1,1,0,1,0,0,1,0,1,0.048695106991958566,0.166463067931275,0.2,0.0,0.23300944224857267,0.07207410236822001
0,0,1,1,1,0,1,0,0,1,1,0,0.02903030303030303,0.10563636363636363,0.02,0.0,0.04,0.002352941176470588
0,0,1,1,1,0,1,0,0,1,1,1,0.0,0.06,0.14,0.0,0.08,0.002352941176470588
0,0,1,1,1,0,1,0,1,0,0,0,0.10938927738927738,0.18129137529137526,0.0,0.0,0.0,0.026167832167832167
0,0,1,1,1,0,1,0,1,0,0,1,0.09885281385281385,0.2842099567099567,0.0,0.0,0.12,0.012272727272727274
0,0,1,1,1,0,1,0,1,0,1,0,0.04666666666666667,0.1311746031746032,0.0,0.0,0.0,0.005
0,0,1,1,1,0,1,0,1,0,1,1,0.0680952380952381,0.20167460317460317,0.0,0.004,0.0,0.005
0,0,1,1,1,0,1,0,1,1,0,0,0.03875757575757576,0.2729004329004329,0.0,0.0,0.19488095238095238,0.11403463203463204
0,0,1,1,1,0,1,0,1,1,0,1,0.049090909090909095,0.19299567099567094,0.0,0.0,0.2225,0.01893939393939394
0,0,1,1,1,0,1,0,1,1,1,0,0.03133333333333333,0.15995238095238093,0.0,0.0,0.12,0.045
0,0,1,1,1,0,1,0,1,1,1,1,0.03866666666666667,0.13188095238095238,0.0,0.0,0.12,0.0
0,0,1,1,1,0,1,1,0,0,0,0,0.0,0.08962772739816083,0.0,0.0,0.0,0.20373472052543254
0,0,1,1,1,0,1,1,0,0,0,1,0.0,0.05635040939452704,0.0,0.0,0.0,0.102454734807676
0,0,1,1,1,0,1,1,0,0,1,0,0.0,0.03927975674136665,0.03546940621303428,0.0,0.0,0.10567446542105985
0,0,1,1,1,0,1,1,0,0,1,1,0.0,0.02587928411457823,0.0012903225806451613,0.0,0.0,0.05221074676957029
0,0,1,1,1,0,1,1,0,1,0,0,0.0,0.034960389283918696,0.0,0.0,0.02,0.09114765300059417
0,0,1,1,1,0,1,1,0,1,0,1,0.0,0.026144149967679383,0.0125,0.0,0.02,0.0598678641619818
0,0,1,1,1,0,1,1,0,1,1,0,0.0,0.013033633033633035,0.025704949579307693,0.0,0.02,0.04085184423419718
0,0,1,1,1,0,1,1,0,1,1,1,0.0,0.013033633033633035,0.0,0.0,0.02,0.03496949129302071
0,0,1,1,1,0,1,1,1,0,0,0,0.0,0.023226356976356978,0.0,0.0,0.0,0.06717005217005217
0,0,1,1,1,0,1,1,1,0,0,1,0.0,0.01888991426530126,0.001176470588235294,0.0,0.0034055727554179564,0.043858363858363864
0,0,1,1,1,0,1,1,1,0,1,0,0.0008205128205128205,0.012283272283272282,0.003151794442117023,0.0,0.0,0.030470085470085468
0,0,1,1,1,0,1,1,1,0,1,1,0.0,0.010854700854700854,0.0012903225806451613,0.0,0.0,0.02332722832722833
0,0,1,1,1,0,1,1,1,1,0,0,0.0,0.004743589743589743,0.0,0.0,0.02,0.03372137097966435
0,0,1,1,1,0,1,1,1,1,0,1,0.06138888888888888,0.004562991188378185,0.001176470588235294,0.0,0.023405572755417957,0.015769230769230768
0,0,1,1,1,0,1,1,1,1,1,0,0.0003076923076923077,0.003076923076923077,0.0018614718614718615,0.0,0.02,0.0253532688772339
0,0,1,1,1,0,1,1,1,1,1,1,0.029166666666666664,0.003076923076923077,0.0,0.0,0.02,0.012692307692307692
0,0,1,1,1,1,0,0,0,0,0,0,0.2526746031746032,0.2526746031746032,0.0,0.0,0.0,0.0
0,0,1,1,1,1,0,0,0,0,0,1,0.350725002051089,0.36130477315717585,0.02,0.0,0.05328042158705774,0.0
0,0,1,1,1,1,0,0,0,0,1,0,0.6158760749054865,0.6158760749054865,0.0,0.0,0.0,0.0
0,0,1,1,1,1,0,0,0,0,1,1,0.5684488646888028,0.5718920881320263,0.008,0.025202686202686203,0.01063042220936958,0.0
0,0,1,1,1,1,0,0,0,1,0,0,0.35471650571650576,0.35471650571650576,0.0,0.0,0.12,0.0
0,0,1,1,1,1,0,0,0,1,0,1,0.33771925442978074,0.34298065969118596,0.008,0.0,0.13123648281543018,0.0
0,0,1,1,1,1,0,0,0,1,1,0,0.5334639755669168,0.5334639755669168,0.0,0.0,0.04,0.0
0,0,1,1,1,1,0,0,0,1,1,1,0.332016868580336,0.3354600920235595,0.008,0.0,0.05063042220936958,0.0
0,0,1,1,1,1,0,0,1,0,0,0,0.2737233487996691,0.2737233487996691,0.0,0.004888888888888889,0.013333333333333332,0.03644338099834424
0,0,1,1,1,1,0,0,1,0,0,1,0.48679900418293315,0.5090647384486675,0.0,0.0,0.06134218438566264,0.009096431932916918
0,0,1,1,1,1,0,0,1,0,1,0,0.4175549009076917,0.4236225443753353,0.0,0.008333333333333333,0.013333333333333332,0.03194210449706775
0,0,1,1,1,1,0,0,1,0,1,1,0.5212867175210302,0.5292867175210302,0.0,0.020778083028083028,0.03333333333333333,0.0052502780867630695
0,0,1,1,1,1,0,0,1,1,0,0,0.12955795491474692,0.13216665056692084,0.0,0.0,0.44,0.012248287382282886
0,0,1,1,1,1,0,0,1,1,0,1,0.30057209476040847,0.3111807904125824,0.0,0.0,0.43333333333333335,0.001379310344827586
0,0,1,1,1,1,0,0,1,1,1,0,0.35970480461983456,0.36434387665890666,0.0,0.0,0.26,0.010878879012874513
0,0,1,1,1,1,0,0,1,1,1,1,0.3224826418791936,0.3304826418791936,0.0,0.0,0.24,0.001379310344827586
0,0,1,1,1,1,0,1,0,0,0,0,0.19266666666666665,0.025,0.0,0.0,0.0,0.11266666666666665
0,0,1,1,1,1,0,1,0,0,0,1,0.14123809523809525,0.025,0.0,0.0,0.0,0.06266666666666668
0,0,1,1,1,1,0,1,0,0,1,0,0.2143720397249809,0.0816577540106952,0.0,0.0,0.0,0.08771428571428572
0,0,1,1,1,1,0,1,0,0,1,1,0.15632808368102485,0.08037570272864389,0.0,0.004615384615384616,0.0,0.04738095238095237
0,0,1,1,1,1,0,1,0,1,0,0,0.3621212121212121,0.1387878787878788,0.0,0.0,0.14866666666666664,0.034666666666666665
0,0,1,1,1,1,0,1,0,1,0,1,0.39235930735930735,0.09878787878787879,0.0,0.0,0.09866666666666667,0.01633333333333333
0,0,1,1,1,1,0,1,0,1,1,0,0.356493251846193,0.17211229946524065,0.0,0.0,0.12200000000000001,0.022380952380952376
0,0,1,1,1,1,0,1,0,1,1,1,0.3533980137509549,0.10044563279857396,0.0,0.0,0.07866666666666668,0.015714285714285712
0,0,1,1,1,1,0,1,1,0,0,0,0.12666666666666665,0.0911111111111111,0.0,0.0022222222222222222,0.03269009216589862,0.02333333333333333
0,0,1,1,1,1,0,1,1,0,0,1,0.0788888888888889,0.07,0.0,0.02,0.2294642857142857,0.0
0,0,1,1,1,1,0,1,1,0,1,0,0.10414141414141415,0.08414141414141416,0.0,0.008888888888888889,0.0,0.019999999999999997
0,0,1,1,1,1,0,1,1,0,1,1,0.06841491841491841,0.06508158508158508,0.0,0.011282051282051281,0.14,0.003333333333333333
0,0,1,1,1,1,0,1,1,1,0,0,0.14322222222222222,0.06833333333333333,0.0,0.0,0.156,0.006666666666666666
0,0,1,1,1,1,0,1,1,1,0,1,0.17988888888888888,0.055,0.0,0.0,0.21600000000000003,0.0
0,0,1,1,1,1,0,1,1,1,1,0,0.17569696969696966,0.11636363636363636,0.0,0.006666666666666666,0.11599999999999999,0.003333333333333333
0,0,1,1,1,1,0,1,1,1,1,1,0.1506969696969697,0.05136363636363637,0.0,0.006666666666666666,0.17600000000000002,0.003333333333333333
0,0,1,1,1,1,1,0,0,0,0,0,0.05879004329004329,0.5510411255411256,0.068,0.0,0.0,0.012532467532467532
0,0,1,1,1,1,1,0,0,0,0,1,0.09664285714285714,0.4140454545454545,0.032,0.02,0.18727272727272726,0.007532467532467533
0,0,1,1,1,1,1,0,0,0,1,0,0.13838948306595367,0.3383894830659537,0.008,0.0,0.0,0.0
0,0,1,1,1,1,1,0,0,0,1,1,0.13581805449452505,0.2558180544945251,0.0,0.004,0.08,0.0
0,0,1,1,1,1,1,0,0,1,0,0,0.03412276612276612,0.24685003885003884,0.02,0.0,0.085,0.008484848484848484
0,0,1,1,1,1,1,0,0,1,0,1,0.04276923076923077,0.1773146853146853,0.14,0.0,0.15227272727272725,0.008484848484848484
0,0,1,1,1,1,1,0,0,1,1,0,0.08757731157731158,0.20757731157731157,0.0,0.0,0.04,0.0
0,0,1,1,1,1,1,0,0,1,1,1,0.06713286713286713,0.14713286713286713,0.08,0.0,0.08,0.0
0,0,1,1,1,1,1,0,1,0,0,0,0.06246428571428572,0.24726190476190474,0.0,0.0,0.007583333333333333,0.005
0,0,1,1,1,1,1,0,1,0,0,1,0.05017857142857143,0.2799285714285714,0.0,0.02,0.06625,0.0
0,0,1,1,1,1,1,0,1,0,1,0,0.1662606951871658,0.2526297428062134,0.0,0.0,0.00625,0.0
0,0,1,1,1,1,1,0,1,0,1,1,0.12502259994907056,0.23032815550462607,0.0,0.004,0.00625,0.0
0,0,1,1,1,1,1,0,1,1,0,0,0.04736111111111112,0.16944444444444443,0.0,0.0,0.16625,0.03833333333333333
0,0,1,1,1,1,1,0,1,1,0,1,0.04625,0.11591269841269844,0.0,0.0,0.18625,0.006666666666666666
0,0,1,1,1,1,1,0,1,1,1,0,0.17639141414141415,0.2510937950937951,0.0,0.0,0.10625,0.025
0,0,1,1,1,1,1,0,1,1,1,1,0.09928030303030302,0.13125252525252526,0.0,0.0,0.10625,0.0
0,0,1,1,1,1,1,1,0,0,0,0,0.0,0.013282159017453136,0.0,0.0026666666666666666,0.0,0.00910633484162896
0,0,1,1,1,1,1,1,0,0,0,1,0.0,0.010782159017453134,0.0,0.02,0.0,0.00660633484162896
0,0,1,1,1,1,1,1,0,0,1,0,0.016363636363636365,0.0271457953810895,0.020687978336195654,0.020166666666666666,0.0,0.00660633484162896
0,0,1,1,1,1,1,1,0,0,1,1,0.016363636363636365,0.0271457953810895,0.0,0.0175,0.0,0.00660633484162896
0,0,1,1,1,1,1,1,0,1,0,0,0.0,0.008214285714285714,0.0,0.0,0.02125,0.0025
0,0,1,1,1,1,1,1,0,1,0,1,0.0,0.005714285714285714,0.0125,0.0,0.02125,0.0
0,0,1,1,1,1,1,1,0,1,1,0,0.016363636363636365,0.02207792207792208,0.015916048511634247,0.0,0.02,0.0
0,0,1,1,1,1,1,1,0,1,1,1,0.016363636363636365,0.02207792207792208,0.0,0.0,0.02,0.0
0,0,1,1,1,1,1,1,1,0,0,0,0.0,0.0,0.0,0.0,0.02449009216589862,0.0
0,0,1,1,1,1,1,1,1,0,0,1,0.0,0.000784313725490196,0.001176470588235294,0.06,0.022817226890756305,0.0
0,0,1,1,1,1,1,1,1,0,1,0,0.016363636363636365,0.016363636363636365,0.0018614718614718615,0.010833333333333335,0.0,0.0
0,0,1,1,1,1,1,1,1,0,1,1,0.016363636363636365,0.016363636363636365,0.0,0.030833333333333334,0.0,0.0
0,0,1,1,1,1,1,1,1,1,0,0,0.0,0.0,0.0,0.0,0.031,0.0
0,0,1,1,1,1,1,1,1,1,0,1,0.032777777777777774,0.000784313725490196,0.001176470588235294,0.02,0.03335294117647059,0.0
0,0,1,1,1,1,1,1,1,1,1,0,0.016363636363636365,0.016363636363636365,0.0018614718614718615,0.0,0.02,0.0
0,0,1,1,1,1,1,1,1,1,1,1,0.031363636363636364,0.016363636363636365,0.0,0.02,0.02,0.0
0,1,0,0,0,0,0,0,0,0,0,0,0.4885550219956816,0.18234717245913973,0.22749997365565966,0.144106745255825,0.11274800296682294,0.041989104998832405
0,1,0,0,0,0,0,0,0,0,0,1,0.47766904825160145,0.3109717458124408,0.42193079500398545,0.0434112684239502,0.055738253247616075,0.0
0,1,0,0,0,0,0,0,0,0,1,0,0.6101604869352888,0.19916295913809529,0.361974435265138,0.0396830666968086,0.0,0.04521992165113147
0,1,0,0,0,0,0,0,0,0,1,1,0.3998596491228069,0.39775438596491225,0.3900350877192982,0.0,0.003157894736842105,0.0
0,1,0,0,0,0,0,0,0,1,0,0,0.5158782009326272,0.24957055313790572,0.291881542113678,0.0,0.07025308368272457,0.021371085540106936
0,1,0,0,0,0,0,0,0,1,0,1,0.8674858474858476,0.5466745476745477,0.6983465145965146,0.0,0.0,0.0
0,1,0,0,0,0,0,0,0,1,1,0,0.10687801087801092,0.0,0.2246198801198801,0.0,0.0,0.10687801087801092
0,1,0,0,0,0,0,0,0,1,1,1,0.4082412587412588,0.25566300366300365,0.3924348984348985,0.0,0.0,0.02853246753246753
0,1,0,0,0,0,0,0,1,0,0,0,0.2519767781312012,0.09845598765499358,0.0,0.1067165916775224,0.11587138171961557,0.028060839645820356
0,1,0,0,0,0,0,0,1,0,0,1,0.14967504717504723,0.0,0.0,0.16695232545232547,0.0,0.0
0,1,0,0,0,0,0,0,1,0,1,0,0.5150404994787854,0.036432674606871156,0.0,0.41807815692873296,0.0007142857142857143,0.006145149364508402
0,1,0,0,0,0,0,0,1,0,1,1,0.4286666666666667,0.4086666666666667,0.0,0.01,0.0,0.0
0,1,0,0,0,0,0,0,1,1,0,0,0.8434370074370077,0.2597607392607393,0.0,0.0,0.15656299256299258,0.0
0,1,0,0,0,0,0,0,1,1,0,1,0.44842162492162485,0.1870438645895963,0.05342857142857142,0.03133333333333333,0.11092522073619633,0.0
0,1,0,0,0,0,0,0,1,1,1,0,0.505215811965812,0.13218412959589432,0.018285714285714284,0.16200000000000003,0.039468253968253965,0.006857142857142857
0,1,0,0,0,0,0,0,1,1,1,1,0.3829355742296919,0.24796948476360245,0.05771428571428571,0.0,0.02085714285714286,0.002857142857142857
0,1,0,0,0,0,0,1,0,0,0,0,0.22866098443542018,0.08077453691092255,0.1807337553403003,0.16116628543695302,0.11021981751197346,0.04522935407618779
0,1,0,0,0,0,0,1,0,0,0,1,0.14951956271273661,0.08070130007037025,0.147814076291231,0.0836251849581521,0.022004788856256948,0.0
0,1,0,0,0,0,0,1,0,0,1,0,0.1139858652478234,0.03815759869727234,0.2666328395290147,0.3960770469875679,0.0,0.1459091420488286
0,1,0,0,0,0,0,1,0,0,1,1,0.2457777777777778,0.06866666666666667,0.2070873015873016,0.2074285714285714,0.0,0.13842063492063492
0,1,0,0,0,0,0,1,0,1,0,0,0.2079402306692077,0.07267911275539761,0.14806807812420067,0.0,0.28042624427198504,0.024916360718807637
0,1,0,0,0,0,0,1,0,1,0,1,0.22724025974025974,0.13514862914862916,0.16810533910533912,0.002,0.06727272727272728,0.0012121212121212121
0,1,0,0,0,0,0,1,0,1,1,0,0.11257142857142859,0.0,0.17684126984126983,0.13,0.1,0.05419047619047619
0,1,0,0,0,0,0,1,0,1,1,1,0.23475396825396827,0.09488095238095237,0.15525396825396823,0.1,0.04,0.02311111111111111
0,1,0,0,0,0,0,1,1,0,0,0,0.1270732549647045,0.06112643015031207,0.012327004397645764,0.09105158651111533,0.14105979348877068,0.029505812387988595
0,1,0,0,0,0,0,1,1,0,0,1,0.2288179043179043,0.0,0.0,0.12308427683427686,0.028452380952380955,0.0
0,1,0,0,0,0,0,1,1,0,1,0,0.29587590187590185,0.022857142857142857,0.0,0.3370995670995671,0.02869047619047619,0.26806637806637806
0,1,0,0,0,0,0,1,1,0,1,1,0.24969841269841264,0.10366666666666666,0.006,0.12095098039215686,0.021785714285714287,0.06671428571428571
0,1,0,0,0,0,0,1,1,1,0,0,0.38738372738372734,0.1094015429015429,0.0,0.0,0.11388422688422688,0.029666666666666668
0,1,0,0,0,0,0,1,1,1,0,1,0.12578571428571428,0.05185531135531135,0.011428571428571429,0.0,0.020435897435897434,0.0
0,1,0,0,0,0,0,1,1,1,1,0,0.3394509934509935,0.08270340770340769,0.006857142857142857,0.1044047619047619,0.038322455322455325,0.06564835164835164
0,1,0,0,0,0,0,1,1,1,1,1,0.1392857142857143,0.0737142857142857,0.011428571428571429,0.032499999999999994,0.01,0.014999999999999998
0,1,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.13175103399808022,0.3259035966611579,0.053782357569219626,0.019853710221358904
0,1,0,0,0,0,1,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0
0,1,0,0,0,0,1,0,0,0,1,0,0.0,0.0,0.19020695970695964,0.180513431013431,0.0,0.18713003663003658
0,1,0,0,0,0,1,0,0,0,1,1,0.028761904761904763,0.03019047619047619,0.09274358974358975,0.06729120879120878,0.0,0.06041025641025641
0,1,0,0,0,0,1,0,0,1,0,0,0.0,0.0,0.15567676767676766,0.0,0.0,0.1485649350649351
0,1,0,0,0,0,1,0,0,1,0,1,0.02,0.01,0.024,0.0,0.0,0.005833333333333333
0,1,0,0,0,0,1,0,0,1,1,0,0.05800000000000001,0.049,0.12803174603174605,0.01269047619047619,0.0,0.12116666666666669
0,1,0,0,0,0,1,0,0,1,1,1,0.028999999999999998,0.02,0.08533333333333333,0.007333333333333334,0.0,0.012333333333333333
0,1,0,0,0,0,1,0,1,0,0,0,0.0,0.0,0.0,0.1904922332247646,0.0742785664443585,0.09044750155380571
0,1,0,0,0,0,1,0,1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0
0,1,0,0,0,0,1,0,1,0,1,0,0.002631578947368421,0.00631578947368421,0.0,0.058959899749373434,0.0008333333333333333,0.014523809523809524
0,1,0,0,0,0,1,0,1,0,1,1,0.03476190476190476,0.047190476190476185,0.0,0.08,0.0,0.0
0,1,0,0,0,0,1,0,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.26601365301365304
0,1,0,0,0,0,1,0,1,1,0,1,0.009898989898989899,0.01393939393939394,0.0,0.0,0.0,0.09607287157287157
0,1,0,0,0,0,1,0,1,1,1,0,0.12966666666666665,0.12966666666666665,0.0,0.04,0.0,0.09659951159951159
0,1,0,0,0,0,1,0,1,1,1,1,0.11245310245310244,0.11245310245310244,0.02,0.06,0.0,0.05626984126984127
0,1,0,0,0,0,1,1,0,0,0,0,0.0,0.0,0.08794951127304068,0.0,0.0,0.0
0,1,0,0,0,0,1,1,0,0,0,1,0.0055910974148262295,0.0,0.10377655169250571,0.056255641388068635,0.02919027905257518,0.0
0,1,0,0,0,0,1,1,0,0,1,0,0.0007407407407407407,0.0,0.2806084656084656,0.6883544973544973,0.0,0.29564550264550266
0,1,0,0,0,0,1,1,0,0,1,1,0.0,0.0,0.22994078144078148,0.4398594183594183,0.0,0.1059047619047619
0,1,0,0,0,0,1,1,0,1,0,0,0.003069694487641394,0.0007027892839041565,0.042345153887802016,0.0,0.678825521432993,0.01242895507731726
0,1,0,0,0,0,1,1,0,1,0,1,0.0,0.0,0.013607714778446484,0.0,0.1270551156160912,0.0
0,1,0,0,0,0,1,1,0,1,1,0,0.0,0.0,0.11902816462173371,0.1733333333333333,0.18,0.09044461017700012
